"design_id","scenario_id_module","innovation_module","module","panel","series","phi_module","N_module","M_module","Q_module","x_order","alpha_nominal","C_nominal","note","innovation_label_module","dist_code","skewness","excess_kurtosis","assumption_status_module","severity_group","phi_label_module","alpha_effective","L_module","seed","scenario_id_result","innovation_result","innovation_label_result","assumption_status_result","phi_result","phi_label_result","N_result","M_result","Q_result","L_result","B_point","burn_in","b_true","mean_b_hat","bias_b_hat","rmse_b_hat","nu_true","mean_nu_hat","bias_nu_hat","rmse_nu_hat","sigma_nonpositive_rate","truncation_rate","convex_failure_rate"
"laplace_phi050_N400_M20_Q20","laplace_phi050_N400","laplace","regular_distribution_dependence","laplace_phi_0.5","laplace, phi = 0.5",0.5,400,20,20,400,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.5",0.5,10,328604258,"laplace_phi050_N400","laplace","Standardized Laplace","inside formal moment assumptions",0.5,"phi = 0.5",400,20,20,10,100000,24,1.33333333333333,0.941123337848278,-0.392209995485056,1.70084434001873,0.936454913289252,0.954866061588462,0.0184111482992105,0.0805375058940816,0,0.00113,0
"laplace_phi050_N1024_M32_Q32","laplace_phi050_N1024","laplace","regular_distribution_dependence","laplace_phi_0.5","laplace, phi = 0.5",0.5,1024,32,32,1024,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.5",0.5,13,952606130,"laplace_phi050_N1024","laplace","Standardized Laplace","inside formal moment assumptions",0.5,"phi = 0.5",1024,32,32,13,100000,24,1.33333333333333,1.06937977309169,-0.263953560241639,1.50699743446237,0.959582790100979,0.967527183065805,0.0079443929648263,0.0456291775272259,0,3e-05,0
"laplace_phi050_N100_M10_Q10","laplace_phi050_N100","laplace","regular_distribution_dependence","laplace_phi_0.5","laplace, phi = 0.5",0.5,100,10,10,100,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.5",0.5,5,28603358,"laplace_phi050_N100","laplace","Standardized Laplace","inside formal moment assumptions",0.5,"phi = 0.5",100,10,10,5,100000,24,1.33333333333333,0.919390726135853,-0.41394260719748,1.05623218690579,0.878510346283784,0.91563177853825,0.0371214322544657,0.0947930508325666,3e-05,0.00338,0.00295
"laplace_phi050_N225_M15_Q15","laplace_phi050_N225","laplace","regular_distribution_dependence","laplace_phi_0.5","laplace, phi = 0.5",0.5,225,15,15,225,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.5",0.5,7,153603733,"laplace_phi050_N225","laplace","Standardized Laplace","inside formal moment assumptions",0.5,"phi = 0.5",225,15,15,7,100000,24,1.33333333333333,1.00619959867911,-0.327133734654223,1.19498830872653,0.916545202764065,0.936744195463554,0.0201989926994897,0.0742493431347789,0,0.00144,5e-05
"laplace_phi080_N64_M8_Q8","laplace_phi080_N64","laplace","regular_distribution_dependence","laplace_phi_0.8","laplace, phi = 0.8",0.8,64,8,8,64,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.8",0.5,4,22624250,"laplace_phi080_N64","laplace","Standardized Laplace","inside formal moment assumptions",0.8,"phi = 0.8",64,8,8,4,100000,73,4.44444444444445,1.70685812839557,-2.73758631604888,2.75350213923383,0.577774396815308,0.80803714070669,0.230262743891382,0.232716501312705,0,3e-05,0.03317
"laplace_phi080_N100_M10_Q10","laplace_phi080_N100","laplace","regular_distribution_dependence","laplace_phi_0.8","laplace, phi = 0.8",0.8,100,10,10,100,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.8",0.5,5,58624358,"laplace_phi080_N100","laplace","Standardized Laplace","inside formal moment assumptions",0.8,"phi = 0.8",100,10,10,5,100000,73,4.44444444444445,2.03171223993164,-2.4127322045128,2.43586725399517,0.631336829017274,0.813247164671767,0.181910335654493,0.184564691641397,0,1e-05,0.00859
"laplace_phi080_N225_M15_Q15","laplace_phi080_N225","laplace","regular_distribution_dependence","laplace_phi_0.8","laplace, phi = 0.8",0.8,225,15,15,225,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.8",0.5,7,183624733,"laplace_phi080_N225","laplace","Standardized Laplace","inside formal moment assumptions",0.8,"phi = 0.8",225,15,15,7,100000,73,4.44444444444445,2.59425610125509,-1.85018834318935,1.89388640486861,0.728519205669168,0.83664999951688,0.108130793847712,0.111141674257413,0,0,0.00043
"laplace_phi080_N400_M20_Q20","laplace_phi080_N400","laplace","regular_distribution_dependence","laplace_phi_0.8","laplace, phi = 0.8",0.8,400,20,20,400,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.8",0.5,10,358625258,"laplace_phi080_N400","laplace","Standardized Laplace","inside formal moment assumptions",0.8,"phi = 0.8",400,20,20,10,100000,73,4.44444444444445,3.171846216419,-1.27259822802545,1.42938079965392,0.789107688774397,0.848081638079812,0.0589739493054146,0.0667892012556429,0,0,2e-05
"laplace_phi080_N1024_M32_Q32","laplace_phi080_N1024","laplace","regular_distribution_dependence","laplace_phi_0.8","laplace, phi = 0.8",0.8,1024,32,32,1024,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.8",0.5,13,982627130,"laplace_phi080_N1024","laplace","Standardized Laplace","inside formal moment assumptions",0.8,"phi = 0.8",1024,32,32,13,100000,73,4.44444444444445,3.62340281984323,-0.821041624601216,1.07426004380052,0.864975383661746,0.889903284768066,0.0249279011063199,0.0326654088636449,0,0,0
"laplace_phi080_N4096_M64_Q64","laplace_phi080_N4096","laplace","regular_distribution_dependence","laplace_phi_0.8","laplace, phi = 0.8",0.8,4096,64,64,4096,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.8",0.5,17,1907152700,"laplace_phi080_N4096","laplace","Standardized Laplace","inside formal moment assumptions",0.8,"phi = 0.8",4096,64,64,17,100000,73,4.44444444444445,4.0252741449837,-0.419170299460743,0.735897554863922,0.931566413397188,0.93802554371329,0.00645913031610168,0.011340050695653,0,0,0
"laplace_phi080_N4096_M64_Q64","laplace_phi080_N4096","laplace","fixed_N_distribution_dependence","laplace_phi_0.8","laplace, phi = 0.8",0.8,4096,64,64,64,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.8",0.5,17,1907152700,"laplace_phi080_N4096","laplace","Standardized Laplace","inside formal moment assumptions",0.8,"phi = 0.8",4096,64,64,17,100000,73,4.44444444444445,4.0252741449837,-0.419170299460743,0.735897554863922,0.931566413397188,0.93802554371329,0.00645913031610168,0.011340050695653,0,0,0
"laplace_phi080_N4096_M256_Q16","laplace_phi080_N4096","laplace","fixed_N_distribution_dependence","laplace_phi_0.8","laplace, phi = 0.8",0.8,4096,256,16,256,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.8",0.666666666666667,17,1907152700,"laplace_phi080_N4096","laplace","Standardized Laplace","inside formal moment assumptions",0.8,"phi = 0.8",4096,256,16,17,100000,73,4.44444444444445,4.0252741449837,-0.419170299460743,0.735897554863922,0.983706278514013,0.985244177074593,0.0015378985605804,0.00270001798844755,0,0,3e-05
"laplace_phi080_N4096_M16_Q256","laplace_phi080_N4096","laplace","fixed_N_distribution_dependence","laplace_phi_0.8","laplace, phi = 0.8",0.8,4096,16,256,16,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.8",0.333333333333333,8,1907152700,"laplace_phi080_N4096","laplace","Standardized Laplace","inside formal moment assumptions",0.8,"phi = 0.8",4096,16,256,8,100000,73,4.44444444444445,2.93633246508713,-1.50811197935731,1.51212416905686,0.73083397719291,0.817064772284176,0.086230795091266,0.0865034689699708,0,0,0
"laplace_phi080_N8100_M90_Q90","laplace_phi080_N8100","laplace","regular_distribution_dependence","laplace_phi_0.8","laplace, phi = 0.8",0.8,8100,90,90,8100,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.8",0.5,19,1616197420,"laplace_phi080_N8100","laplace","Standardized Laplace","inside formal moment assumptions",0.8,"phi = 0.8",8100,90,90,19,100000,73,4.44444444444445,4.15134799073364,-0.293096453710809,0.615940945992673,0.951139171106639,0.954362635108598,0.00322346400195905,0.00677442851202058,0,0,0
"laplace_phi020_N4096_M64_Q64","laplace_phi020_N4096","laplace","fixed_N_distribution_dependence","laplace_phi_0.2","laplace, phi = 0.2",0.2,4096,64,64,64,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.2",0.5,17,1847110700,"laplace_phi020_N4096","laplace","Standardized Laplace","inside formal moment assumptions",0.2,"phi = 0.2",4096,64,64,17,100000,11,0.416666666666667,0.280640512177513,-0.136026154489153,1.29308526948586,0.993590656601624,0.995677002672648,0.00208634607102454,0.0198868394655863,0,0,0
"laplace_phi020_N4096_M64_Q64","laplace_phi020_N4096","laplace","regular_distribution_dependence","laplace_phi_0.2","laplace, phi = 0.2",0.2,4096,64,64,4096,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.2",0.5,17,1847110700,"laplace_phi020_N4096","laplace","Standardized Laplace","inside formal moment assumptions",0.2,"phi = 0.2",4096,64,64,17,100000,11,0.416666666666667,0.280640512177513,-0.136026154489153,1.29308526948586,0.993590656601624,0.995677002672648,0.00208634607102454,0.0198868394655863,0,0,0
"laplace_phi020_N4096_M16_Q256","laplace_phi020_N4096","laplace","fixed_N_distribution_dependence","laplace_phi_0.2","laplace, phi = 0.2",0.2,4096,16,256,16,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.2",0.333333333333333,8,1847110700,"laplace_phi020_N4096","laplace","Standardized Laplace","inside formal moment assumptions",0.2,"phi = 0.2",4096,16,256,8,100000,11,0.416666666666667,0.388071309725689,-0.0285953569409779,0.395228377211542,0.974057419578171,0.975835635567419,0.00177821598924732,0.0246087798052189,0,0,0
"laplace_phi020_N4096_M256_Q16","laplace_phi020_N4096","laplace","fixed_N_distribution_dependence","laplace_phi_0.2","laplace, phi = 0.2",0.2,4096,256,16,256,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.2",0.666666666666667,17,1847110700,"laplace_phi020_N4096","laplace","Standardized Laplace","inside formal moment assumptions",0.2,"phi = 0.2",4096,256,16,17,100000,11,0.416666666666667,0.280640512177513,-0.136026154489153,1.29308526948586,0.998473965857529,0.998970714922059,0.000496749064529567,0.00473496177752055,0,0,2e-05
"laplace_phi050_N4096_M64_Q64","laplace_phi050_N4096","laplace","fixed_N_distribution_dependence","laplace_phi_0.5","laplace, phi = 0.5",0.5,4096,64,64,64,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.5",0.5,17,1877131700,"laplace_phi050_N4096","laplace","Standardized Laplace","inside formal moment assumptions",0.5,"phi = 0.5",4096,64,64,17,100000,24,1.33333333333333,1.21703820926605,-0.116295124067282,1.10086832729474,0.979485509605992,0.9812708394754,0.00178532986940827,0.0169392177388497,0,0,0
"laplace_phi050_N4096_M64_Q64","laplace_phi050_N4096","laplace","regular_distribution_dependence","laplace_phi_0.5","laplace, phi = 0.5",0.5,4096,64,64,4096,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.5",0.5,17,1877131700,"laplace_phi050_N4096","laplace","Standardized Laplace","inside formal moment assumptions",0.5,"phi = 0.5",4096,64,64,17,100000,24,1.33333333333333,1.21703820926605,-0.116295124067282,1.10086832729474,0.979485509605992,0.9812708394754,0.00178532986940827,0.0169392177388497,0,0,0
"laplace_phi050_N4096_M256_Q16","laplace_phi050_N4096","laplace","fixed_N_distribution_dependence","laplace_phi_0.5","laplace, phi = 0.5",0.5,4096,256,16,256,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.5",0.666666666666667,17,1877131700,"laplace_phi050_N4096","laplace","Standardized Laplace","inside formal moment assumptions",0.5,"phi = 0.5",4096,256,16,17,100000,24,1.33333333333333,1.21703820926605,-0.116295124067282,1.10086832729474,0.995115597525236,0.995540676065572,0.000425078540335577,0.00403314708067852,0,0,3e-05
"laplace_phi050_N4096_M16_Q256","laplace_phi050_N4096","laplace","fixed_N_distribution_dependence","laplace_phi_0.5","laplace, phi = 0.5",0.5,4096,16,256,16,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.5",0.333333333333333,8,1877131700,"laplace_phi050_N4096","laplace","Standardized Laplace","inside formal moment assumptions",0.5,"phi = 0.5",4096,16,256,8,100000,24,1.33333333333333,1.29093754921994,-0.0423957841133982,0.280173575700982,0.916966429908824,0.919605068898729,0.00263863898990402,0.0174526509935777,0,0,0
"laplace_phi050_N8100_M90_Q90","laplace_phi050_N8100","laplace","regular_distribution_dependence","laplace_phi_0.5","laplace, phi = 0.5",0.5,8100,90,90,8100,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.5",0.5,19,1586176420,"laplace_phi050_N8100","laplace","Standardized Laplace","inside formal moment assumptions",0.5,"phi = 0.5",8100,90,90,19,100000,24,1.33333333333333,1.25698515837648,-0.0763481749568522,0.927354695718552,0.98534738228515,0.986185378827218,0.00083799654206862,0.0101920117296651,0,0,0
"laplace_phi020_N64_M8_Q8","laplace_phi020_N64","laplace","regular_distribution_dependence","laplace_phi_0.2","laplace, phi = 0.2",0.2,64,8,8,64,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.2",0.5,4,2110065896,"laplace_phi020_N64","laplace","Standardized Laplace","inside formal moment assumptions",0.2,"phi = 0.2",64,8,8,4,100000,11,0.416666666666667,-0.0400305069526007,-0.456697173619267,1.43248230617927,0.95412857457405,1.00132022446911,0.0471916498950574,0.151688603331837,0.00169,0.04149,0.00887
"laplace_phi020_N100_M10_Q10","laplace_phi020_N100","laplace","regular_distribution_dependence","laplace_phi_0.2","laplace, phi = 0.2",0.2,100,10,10,100,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.2",0.5,5,2146066004,"laplace_phi020_N100","laplace","Standardized Laplace","inside formal moment assumptions",0.2,"phi = 0.2",100,10,10,5,100000,11,0.416666666666667,-0.0699081260056654,-0.486574792672332,1.63730447285342,0.962343100518829,1.0041411519929,0.0417980514740763,0.143624299482724,0.00071,0.03144,0.00227
"laplace_phi020_N225_M15_Q15","laplace_phi020_N225","laplace","regular_distribution_dependence","laplace_phi_0.2","laplace, phi = 0.2",0.2,225,15,15,225,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.2",0.5,7,123582733,"laplace_phi020_N225","laplace","Standardized Laplace","inside formal moment assumptions",0.2,"phi = 0.2",225,15,15,7,100000,11,0.416666666666667,-0.0321357235610241,-0.448802390227691,1.7796405484107,0.974025974026886,1.00118936272855,0.027163388701665,0.109270162629976,5e-05,0.01079,5e-05
"laplace_phi020_N400_M20_Q20","laplace_phi020_N400","laplace","regular_distribution_dependence","laplace_phi_0.2","laplace, phi = 0.2",0.2,400,20,20,400,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.2",0.5,10,298583258,"laplace_phi020_N400","laplace","Standardized Laplace","inside formal moment assumptions",0.2,"phi = 0.2",400,20,20,10,100000,11,0.416666666666667,-0.122017109109567,-0.538683775776233,2.27250793491102,0.980187695516163,1.00522085228498,0.0250331567688135,0.106861497064033,0,0.00689,0
"laplace_phi020_N1024_M32_Q32","laplace_phi020_N1024","laplace","regular_distribution_dependence","laplace_phi_0.2","laplace, phi = 0.2",0.2,1024,32,32,1024,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.2",0.5,13,922585130,"laplace_phi020_N1024","laplace","Standardized Laplace","inside formal moment assumptions",0.2,"phi = 0.2",1024,32,32,13,100000,11,0.416666666666667,0.0782205659922169,-0.33844610067445,1.88567974734111,0.987380932996825,0.997530282586122,0.010149349589297,0.0569532502435222,0,0.00021,0
"laplace_phi020_N8100_M90_Q90","laplace_phi020_N8100","laplace","regular_distribution_dependence","laplace_phi_0.2","laplace, phi = 0.2",0.2,8100,90,90,8100,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.2",0.5,19,1556155420,"laplace_phi020_N8100","laplace","Standardized Laplace","inside formal moment assumptions",0.2,"phi = 0.2",8100,90,90,19,100000,11,0.416666666666667,0.327187199025052,-0.0894794676416151,1.06577713290371,0.995421575183909,0.996403304882865,0.00098172969895638,0.011710504533819,0,0,0
"centered_gamma4_phi020_N100_M10_Q10","centered_gamma4_phi020_N100","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.2","centered_gamma4, phi = 0.2",0.2,100,10,10,100,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.2",0.5,5,2146066105,"centered_gamma4_phi020_N100","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.2,"phi = 0.2",100,10,10,5,100000,11,0.416666666666667,-0.0746189752232229,-0.49128564188989,1.63941309075064,0.962343100518829,1.00456213175642,0.0422190312375865,0.143837674073366,0.00056,0.03088,0.0025
"centered_gamma4_phi020_N225_M15_Q15","centered_gamma4_phi020_N225","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.2","centered_gamma4, phi = 0.2",0.2,225,15,15,225,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.2",0.5,7,123582834,"centered_gamma4_phi020_N225","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.2,"phi = 0.2",225,15,15,7,100000,11,0.416666666666667,-0.0408190388122263,-0.457485705478893,1.78343277816732,0.974025974026886,1.00172793670849,0.0277019626816065,0.109507321163343,2e-05,0.01115,1e-04
"centered_gamma4_phi020_N400_M20_Q20","centered_gamma4_phi020_N400","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.2","centered_gamma4, phi = 0.2",0.2,400,20,20,400,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.2",0.5,10,298583359,"centered_gamma4_phi020_N400","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.2,"phi = 0.2",400,20,20,10,100000,11,0.416666666666667,-0.108574373389648,-0.525241040056315,2.25119330392912,0.980187695516163,1.00459219024687,0.0244044947307035,0.105885176445812,1e-05,0.00658,0
"centered_gamma4_phi020_N64_M8_Q8","centered_gamma4_phi020_N64","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.2","centered_gamma4, phi = 0.2",0.2,64,8,8,64,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.2",0.5,4,2110065997,"centered_gamma4_phi020_N64","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.2,"phi = 0.2",64,8,8,4,100000,11,0.416666666666667,-0.0440105647845104,-0.460677231451177,1.43881862806214,0.95412857457405,1.00172979340643,0.0476012188323774,0.152412328755584,0.00141,0.04077,0.00835
"centered_gamma4_phi050_N225_M15_Q15","centered_gamma4_phi050_N225","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.5","centered_gamma4, phi = 0.5",0.5,225,15,15,225,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.5",0.5,7,153603834,"centered_gamma4_phi050_N225","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.5,"phi = 0.5",225,15,15,7,100000,24,1.33333333333333,1.00412657504164,-0.329206758291696,1.1883784547608,0.916545202764065,0.936878874494557,0.0203336717304918,0.0738811396512024,0,0.00097,3e-05
"centered_gamma4_phi050_N400_M20_Q20","centered_gamma4_phi050_N400","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.5","centered_gamma4, phi = 0.5",0.5,400,20,20,400,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.5",0.5,10,328604359,"centered_gamma4_phi050_N400","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.5,"phi = 0.5",400,20,20,10,100000,24,1.33333333333333,0.944437852601419,-0.388895480731915,1.68764750265684,0.936454913289252,0.954712758740429,0.0182578454511774,0.0799407444624824,0,0.00112,0
"centered_gamma4_phi050_N1024_M32_Q32","centered_gamma4_phi050_N1024","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.5","centered_gamma4, phi = 0.5",0.5,1024,32,32,1024,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.5",0.5,13,952606231,"centered_gamma4_phi050_N1024","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.5,"phi = 0.5",1024,32,32,13,100000,24,1.33333333333333,1.07574364498536,-0.257589688347969,1.49850708293588,0.959582790100979,0.96733477377682,0.00775198367584173,0.0453760750129731,0,3e-05,0
"centered_gamma4_phi050_N4096_M64_Q64","centered_gamma4_phi050_N4096","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.5","centered_gamma4, phi = 0.5",0.5,4096,64,64,4096,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.5",0.5,17,1877131801,"centered_gamma4_phi050_N4096","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.5,"phi = 0.5",4096,64,64,17,100000,24,1.33333333333333,1.22038485007271,-0.112948483260619,1.09729513676094,0.979485509605992,0.981219361234804,0.00173385162881257,0.0168842985086598,0,0,0
"centered_gamma4_phi050_N4096_M64_Q64","centered_gamma4_phi050_N4096","centered_gamma4","fixed_N_distribution_dependence","centered_gamma4_phi_0.5","centered_gamma4, phi = 0.5",0.5,4096,64,64,64,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.5",0.5,17,1877131801,"centered_gamma4_phi050_N4096","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.5,"phi = 0.5",4096,64,64,17,100000,24,1.33333333333333,1.22038485007271,-0.112948483260619,1.09729513676094,0.979485509605992,0.981219361234804,0.00173385162881257,0.0168842985086598,0,0,0
"centered_gamma4_phi050_N4096_M256_Q16","centered_gamma4_phi050_N4096","centered_gamma4","fixed_N_distribution_dependence","centered_gamma4_phi_0.5","centered_gamma4, phi = 0.5",0.5,4096,256,16,256,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.5",0.666666666666667,17,1877131801,"centered_gamma4_phi050_N4096","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.5,"phi = 0.5",4096,256,16,17,100000,24,1.33333333333333,1.22038485007271,-0.112948483260619,1.09729513676094,0.995115597525236,0.99552841934162,0.000412821816384024,0.00402007107349044,0,0,3e-05
"centered_gamma4_phi050_N4096_M16_Q256","centered_gamma4_phi050_N4096","centered_gamma4","fixed_N_distribution_dependence","centered_gamma4_phi_0.5","centered_gamma4, phi = 0.5",0.5,4096,16,256,16,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.5",0.333333333333333,8,1877131801,"centered_gamma4_phi050_N4096","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.5,"phi = 0.5",4096,16,256,8,100000,24,1.33333333333333,1.29078879841115,-0.04254453492218,0.279240053910807,0.916966429908824,0.919614343484413,0.0026479135755888,0.017394504355061,0,0,0
"centered_gamma4_phi050_N8100_M90_Q90","centered_gamma4_phi050_N8100","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.5","centered_gamma4, phi = 0.5",0.5,8100,90,90,8100,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.5",0.5,19,1586176521,"centered_gamma4_phi050_N8100","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.5,"phi = 0.5",8100,90,90,19,100000,24,1.33333333333333,1.25831709013349,-0.075016243199846,0.926983476439208,0.98534738228515,0.986170740134707,0.00082335784955756,0.0101879468163356,0,0,0
"centered_gamma4_phi080_N64_M8_Q8","centered_gamma4_phi080_N64","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.8","centered_gamma4, phi = 0.8",0.8,64,8,8,64,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.8",0.5,4,22624351,"centered_gamma4_phi080_N64","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.8,"phi = 0.8",64,8,8,4,100000,73,4.44444444444445,1.70699655006897,-2.73744789437548,2.75344617238595,0.577774396815308,0.808020281969775,0.230245885154467,0.232713998710032,0,3e-05,0.03205
"centered_gamma4_phi080_N100_M10_Q10","centered_gamma4_phi080_N100","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.8","centered_gamma4, phi = 0.8",0.8,100,10,10,100,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.8",0.5,5,58624459,"centered_gamma4_phi080_N100","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.8,"phi = 0.8",100,10,10,5,100000,73,4.44444444444445,2.03158193149637,-2.41286251294808,2.43588970291853,0.631336829017274,0.81325983925609,0.181923010238816,0.184566844134933,0,1e-05,0.00884
"centered_gamma4_phi080_N225_M15_Q15","centered_gamma4_phi080_N225","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.8","centered_gamma4, phi = 0.8",0.8,225,15,15,225,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.8",0.5,7,183624834,"centered_gamma4_phi080_N225","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.8,"phi = 0.8",225,15,15,7,100000,73,4.44444444444445,2.5936273778635,-1.85081706658095,1.89421266841442,0.728519205669168,0.836690343850598,0.108171138181429,0.111161861958261,0,0,0.00031
