"design_id","scenario_id_module","innovation_module","module","panel","series","phi_module","N_module","M_module","Q_module","x_order","alpha_nominal","C_nominal","note","innovation_label_module","dist_code","skewness","excess_kurtosis","assumption_status_module","severity_group","phi_label_module","alpha_effective","L_module","seed","scenario_id_result","innovation_result","innovation_label_result","assumption_status_result","phi_result","phi_label_result","N_result","M_result","Q_result","L_result","B_point","burn_in","b_true","mean_b_hat","bias_b_hat","rmse_b_hat","nu_true","mean_nu_hat","bias_nu_hat","rmse_nu_hat","sigma_nonpositive_rate","truncation_rate","convex_failure_rate"
"gaussian_phi050_N7776_M216_Q36","gaussian_phi050_N7776","gaussian","block_power","alpha_3_5","alpha = 3/5",0.5,7776,216,36,7776,0.6,NA,"M = N^(3/5)","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.6,19,1262175347,"gaussian_phi050_N7776","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",7776,216,36,19,100000,0,1.33333333333333,1.25408068435494,-0.079252648978396,0.943939313490741,0.993997599039616,0.994353923881911,0.000356324842295419,0.00424979292558097,0,0,0
"gaussian_phi050_N7776_M36_Q216","gaussian_phi050_N7776","gaussian","block_power","alpha_2_5","alpha = 2/5",0.5,7776,36,216,7776,0.4,NA,"M = N^(2/5)","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.4,18,1262175347,"gaussian_phi050_N7776","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",7776,36,216,18,100000,0,1.33333333333333,1.26264190343006,-0.070691429903275,0.861637326286101,0.963128108386751,0.965080697719689,0.00195258933293818,0.0238299236086749,0,0,0
"gaussian_phi050_N100_M5_Q20","gaussian_phi050_N100","gaussian","constant_sensitivity","N_100","N = 100",0.5,100,5,20,0.5,0.5,0.5,"M = C sqrt(N)","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.349485002168009,2,28603257,"gaussian_phi050_N100","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",100,5,20,2,100000,0,1.33333333333333,0.763881739178609,-0.569451594154725,0.586223526144358,0.751689189189189,0.853707641080239,0.10201845189105,0.105482869157411,0,0,2e-05
"gaussian_phi050_N100_M10_Q10","gaussian_phi050_N100","gaussian","block_power","alpha_1_2","alpha = 1/2",0.5,100,10,10,100,0.5,NA,"M = Q = sqrt(N)","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.5,5,28603257,"gaussian_phi050_N100","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",100,10,10,5,100000,0,1.33333333333333,0.911503116717316,-0.421830216616017,1.08133250309358,0.878510346283784,0.916313126159414,0.03780277987563,0.0969592037533909,6e-05,0.00365,0.00272
"gaussian_phi050_N100_M10_Q10","gaussian_phi050_N100","gaussian","constant_sensitivity","N_100","N = 100",0.5,100,10,10,1,0.5,1,"M = C sqrt(N)","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.5,5,28603257,"gaussian_phi050_N100","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",100,10,10,5,100000,0,1.33333333333333,0.911503116717316,-0.421830216616017,1.08133250309358,0.878510346283784,0.916313126159414,0.03780277987563,0.0969592037533909,6e-05,0.00365,0.00272
"gaussian_phi050_N100_M10_Q10","gaussian_phi050_N100","gaussian","regular_distribution_dependence","gaussian_phi_0.5","gaussian, phi = 0.5",0.5,100,10,10,100,0.5,NA,"Balanced distribution/dependence design","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.5,5,28603257,"gaussian_phi050_N100","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",100,10,10,5,100000,0,1.33333333333333,0.911503116717316,-0.421830216616017,1.08133250309358,0.878510346283784,0.916313126159414,0.03780277987563,0.0969592037533909,6e-05,0.00365,0.00272
"gaussian_phi050_N100_M20_Q5","gaussian_phi050_N100","gaussian","constant_sensitivity","N_100","N = 100",0.5,100,20,5,2,0.5,2,"M = C sqrt(N)","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.650514997831991,7,28603257,"gaussian_phi050_N100","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",100,20,5,7,100000,0,1.33333333333333,0.607158668638726,-0.726174664694607,2.14963918209227,0.9459460103834,0.973957563188376,0.0280115528049759,0.0838339412618688,0.00088,0.02148,0.06733
"gaussian_phi050_N225_M15_Q15","gaussian_phi050_N225","gaussian","regular_distribution_dependence","gaussian_phi_0.5","gaussian, phi = 0.5",0.5,225,15,15,225,0.5,NA,"Balanced distribution/dependence design","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.5,7,153603632,"gaussian_phi050_N225","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",225,15,15,7,100000,0,1.33333333333333,0.99796179991826,-0.335371533415074,1.20569053974903,0.916545202764065,0.937255768742681,0.0207105659786159,0.0749129788222464,0,0.00134,8e-05
"gaussian_phi050_N225_M15_Q15","gaussian_phi050_N225","gaussian","block_power","alpha_1_2","alpha = 1/2",0.5,225,15,15,225,0.5,NA,"M = Q = sqrt(N)","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.5,7,153603632,"gaussian_phi050_N225","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",225,15,15,7,100000,0,1.33333333333333,0.99796179991826,-0.335371533415074,1.20569053974903,0.916545202764065,0.937255768742681,0.0207105659786159,0.0749129788222464,0,0.00134,8e-05
"gaussian_phi050_N400_M20_Q20","gaussian_phi050_N400","gaussian","constant_sensitivity","N_400","N = 400",0.5,400,20,20,1,0.5,1,"M = C sqrt(N)","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.5,10,328604157,"gaussian_phi050_N400","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",400,20,20,10,100000,0,1.33333333333333,0.944213778785221,-0.389119554548112,1.69117170676286,0.936454913289252,0.954722067017497,0.0182671537282452,0.0801057140605334,1e-05,0.00102,0
"gaussian_phi050_N400_M20_Q20","gaussian_phi050_N400","gaussian","regular_distribution_dependence","gaussian_phi_0.5","gaussian, phi = 0.5",0.5,400,20,20,400,0.5,NA,"Balanced distribution/dependence design","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.5,10,328604157,"gaussian_phi050_N400","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",400,20,20,10,100000,0,1.33333333333333,0.944213778785221,-0.389119554548112,1.69117170676286,0.936454913289252,0.954722067017497,0.0182671537282452,0.0801057140605334,1e-05,0.00102,0
"gaussian_phi050_N400_M20_Q20","gaussian_phi050_N400","gaussian","fixed_N_sweep","N_400","N = 400",0.5,400,20,20,20,NA,NA,"Direct fixed-N block-length comparison","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.5,10,328604157,"gaussian_phi050_N400","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",400,20,20,10,100000,0,1.33333333333333,0.944213778785221,-0.389119554548112,1.69117170676286,0.936454913289252,0.954722067017497,0.0182671537282452,0.0801057140605334,1e-05,0.00102,0
"gaussian_phi050_N400_M20_Q20","gaussian_phi050_N400","gaussian","block_power","alpha_1_2","alpha = 1/2",0.5,400,20,20,400,0.5,NA,"M = Q = sqrt(N)","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.5,10,328604157,"gaussian_phi050_N400","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",400,20,20,10,100000,0,1.33333333333333,0.944213778785221,-0.389119554548112,1.69117170676286,0.936454913289252,0.954722067017497,0.0182671537282452,0.0801057140605334,1e-05,0.00102,0
"gaussian_phi050_N400_M10_Q40","gaussian_phi050_N400","gaussian","constant_sensitivity","N_400","N = 400",0.5,400,10,40,0.5,0.5,0.5,"M = C sqrt(N)","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.38431089342012,5,328604157,"gaussian_phi050_N400","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",400,10,40,5,100000,0,1.33333333333333,1.1468611917358,-0.186472141597535,0.417908027913674,0.869695861204013,0.887825151251807,0.0181292900477938,0.0408815945129628,0,0,0
"gaussian_phi050_N400_M10_Q40","gaussian_phi050_N400","gaussian","fixed_N_sweep","N_400","N = 400",0.5,400,10,40,10,NA,NA,"Direct fixed-N block-length comparison","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.38431089342012,5,328604157,"gaussian_phi050_N400","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",400,10,40,5,100000,0,1.33333333333333,1.1468611917358,-0.186472141597535,0.417908027913674,0.869695861204013,0.887825151251807,0.0181292900477938,0.0408815945129628,0,0,0
"gaussian_phi050_N400_M40_Q10","gaussian_phi050_N400","gaussian","constant_sensitivity","N_400","N = 400",0.5,400,40,10,2,0.5,2,"M = C sqrt(N)","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.61568910657988,10,328604157,"gaussian_phi050_N400","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",400,40,10,10,100000,0,1.33333333333333,0.944213778785221,-0.389119554548112,1.69117170676286,0.96989966555187,0.97855255806092,0.00865289250905021,0.0379448188139857,1e-05,0.00102,0.00187
"gaussian_phi050_N400_M40_Q10","gaussian_phi050_N400","gaussian","fixed_N_sweep","N_400","N = 400",0.5,400,40,10,40,NA,NA,"Direct fixed-N block-length comparison","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.61568910657988,10,328604157,"gaussian_phi050_N400","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",400,40,10,10,100000,0,1.33333333333333,0.944213778785221,-0.389119554548112,1.69117170676286,0.96989966555187,0.97855255806092,0.00865289250905021,0.0379448188139857,1e-05,0.00102,0.00187
"gaussian_phi050_N400_M5_Q80","gaussian_phi050_N400","gaussian","fixed_N_sweep","N_400","N = 400",0.5,400,5,80,5,NA,NA,"Direct fixed-N block-length comparison","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.268621786840241,2,328604157,"gaussian_phi050_N400","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",400,5,80,2,100000,0,1.33333333333333,0.791371711924009,-0.541961621409325,0.545533490414574,0.744147157190635,0.843392324312827,0.0992451671221912,0.100011492571263,0,0,0
"gaussian_phi050_N400_M80_Q5","gaussian_phi050_N400","gaussian","fixed_N_sweep","N_400","N = 400",0.5,400,80,5,80,NA,NA,"Direct fixed-N block-length comparison","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.731378213159759,10,328604157,"gaussian_phi050_N400","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",400,80,5,10,100000,0,1.33333333333333,0.944213778785221,-0.389119554548112,1.69117170676286,0.986622073578595,0.990467803582631,0.00384573000403587,0.0168643639173301,1e-05,0.00102,0.06567
"gaussian_phi050_N8100_M90_Q90","gaussian_phi050_N8100","gaussian","constant_sensitivity","N_8100","N = 8100",0.5,8100,90,90,1,0.5,1,"M = C sqrt(N)","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.5,19,1586176319,"gaussian_phi050_N8100","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",8100,90,90,19,100000,0,1.33333333333333,1.25701150472722,-0.076321828606116,0.923730390247112,0.98534738228515,0.986185098352153,0.000837716067003114,0.0101521751768525,0,0,0
"gaussian_phi050_N8100_M90_Q90","gaussian_phi050_N8100","gaussian","block_power","alpha_1_2","alpha = 1/2",0.5,8100,90,90,8100,0.5,NA,"M = Q = sqrt(N)","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.5,19,1586176319,"gaussian_phi050_N8100","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",8100,90,90,19,100000,0,1.33333333333333,1.25701150472722,-0.076321828606116,0.923730390247112,0.98534738228515,0.986185098352153,0.000837716067003114,0.0101521751768525,0,0,0
"gaussian_phi050_N8100_M90_Q90","gaussian_phi050_N8100","gaussian","regular_distribution_dependence","gaussian_phi_0.5","gaussian, phi = 0.5",0.5,8100,90,90,8100,0.5,NA,"Balanced distribution/dependence design","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.5,19,1586176319,"gaussian_phi050_N8100","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",8100,90,90,19,100000,0,1.33333333333333,1.25701150472722,-0.076321828606116,0.923730390247112,0.98534738228515,0.986185098352153,0.000837716067003114,0.0101521751768525,0,0,0
"gaussian_phi050_N8100_M180_Q45","gaussian_phi050_N8100","gaussian","constant_sensitivity","N_8100","N = 8100",0.5,8100,180,45,2,0.5,2,"M = C sqrt(N)","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.577019610977132,19,1586176319,"gaussian_phi050_N8100","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",8100,180,45,19,100000,0,1.33333333333333,1.25701150472722,-0.076321828606116,0.923730390247112,0.992756009219625,0.993170160983087,0.000414151763462489,0.00501905289642145,0,0,0
"gaussian_phi050_N8100_M45_Q180","gaussian_phi050_N8100","gaussian","constant_sensitivity","N_8100","N = 8100",0.5,8100,45,180,0.5,0.5,0.5,"M = C sqrt(N)","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.422980389022868,19,1586176319,"gaussian_phi050_N8100","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",8100,45,180,19,100000,0,1.33333333333333,1.25701150472722,-0.076321828606116,0.923730390247112,0.970530128416201,0.972214973090285,0.00168484467408414,0.0204184197377145,0,0,0
"gaussian_phi050_N343_M49_Q7","gaussian_phi050_N343","gaussian","block_power","alpha_2_3","alpha = 2/3",0.5,343,49,7,343,0.666666666666667,NA,"M = N^(2/3); smallest Q values are boundary designs","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.666666666666667,10,271603986,"gaussian_phi050_N343","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",343,49,7,10,100000,0,1.33333333333333,0.868912643911703,-0.46442068942163,1.90447155417995,0.976585365853659,0.984588180136374,0.00800281428271543,0.0331364000359004,0,0.00238,0.0165
"gaussian_phi050_N19683_M729_Q27","gaussian_phi050_N19683","gaussian","block_power","alpha_2_3","alpha = 2/3",0.5,19683,729,27,19683,0.666666666666667,NA,"M = N^(2/3); smallest Q values are boundary designs","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.5",0.666666666666667,22,284309192,"gaussian_phi050_N19683","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.5",19683,729,27,22,100000,0,1.33333333333333,1.29298855341437,-0.0403447799189678,0.749648723247119,0.998238631552206,0.998291893958225,5.32624060194387e-05,0.00099035555235425,0,0,0
"gaussian_phi020_N64_M8_Q8","gaussian_phi020_N64","gaussian","regular_distribution_dependence","gaussian_phi_0.2","gaussian, phi = 0.2",0.2,64,8,8,64,0.5,NA,"Balanced distribution/dependence design","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.2",0.5,4,2110065795,"gaussian_phi020_N64","gaussian","Gaussian","inside formal moment assumptions",0.2,"phi = 0.2",64,8,8,4,100000,0,0.416666666666667,-0.0557683337098189,-0.472435000376486,1.46409960329522,0.95412857457405,1.00291338623612,0.0487848116620658,0.154963485667541,0.00196,0.04449,0.00862
"gaussian_phi020_N100_M10_Q10","gaussian_phi020_N100","gaussian","regular_distribution_dependence","gaussian_phi_0.2","gaussian, phi = 0.2",0.2,100,10,10,100,0.5,NA,"Balanced distribution/dependence design","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.2",0.5,5,2146065903,"gaussian_phi020_N100","gaussian","Gaussian","inside formal moment assumptions",0.2,"phi = 0.2",100,10,10,5,100000,0,0.416666666666667,-0.0851022011886137,-0.50176886785528,1.6547588691466,0.962343100518829,1.00546971238047,0.0431266118616398,0.145141007714405,0.00094,0.03187,0.00219
"gaussian_phi020_N225_M15_Q15","gaussian_phi020_N225","gaussian","regular_distribution_dependence","gaussian_phi_0.2","gaussian, phi = 0.2",0.2,225,15,15,225,0.5,NA,"Balanced distribution/dependence design","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.2",0.5,7,123582632,"gaussian_phi020_N225","gaussian","Gaussian","inside formal moment assumptions",0.2,"phi = 0.2",225,15,15,7,100000,0,0.416666666666667,-0.0472766011258768,-0.463943267792543,1.79754327885595,0.974025974026886,1.00211764833986,0.0280916743129705,0.110345055827886,6e-05,0.01143,8e-05
"gaussian_phi020_N400_M20_Q20","gaussian_phi020_N400","gaussian","regular_distribution_dependence","gaussian_phi_0.2","gaussian, phi = 0.2",0.2,400,20,20,400,0.5,NA,"Balanced distribution/dependence design","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.2",0.5,10,298583157,"gaussian_phi020_N400","gaussian","Gaussian","inside formal moment assumptions",0.2,"phi = 0.2",400,20,20,10,100000,0,0.416666666666667,-0.109436772267243,-0.526103438933909,2.25803739950599,0.980187695516163,1.00462961775403,0.0244419222378657,0.106205176001931,2e-05,0.0064,0
"gaussian_phi020_N1024_M32_Q32","gaussian_phi020_N1024","gaussian","regular_distribution_dependence","gaussian_phi_0.2","gaussian, phi = 0.2",0.2,1024,32,32,1024,0.5,NA,"Balanced distribution/dependence design","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.2",0.5,13,922585029,"gaussian_phi020_N1024","gaussian","Gaussian","inside formal moment assumptions",0.2,"phi = 0.2",1024,32,32,13,100000,0,0.416666666666667,0.0704074144883809,-0.346259252178286,1.89993070761101,0.987380932996825,0.997765428181445,0.0103844951846206,0.0573762114150253,0,0.00026,0
"gaussian_phi020_N4096_M64_Q64","gaussian_phi020_N4096","gaussian","regular_distribution_dependence","gaussian_phi_0.2","gaussian, phi = 0.2",0.2,4096,64,64,4096,0.5,NA,"Balanced distribution/dependence design","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.2",0.5,17,1847110599,"gaussian_phi020_N4096","gaussian","Gaussian","inside formal moment assumptions",0.2,"phi = 0.2",4096,64,64,17,100000,0,0.416666666666667,0.2811157707595,-0.135550895907167,1.28784678668531,0.993590656601624,0.995669742019456,0.00207908541783242,0.0198064341207718,0,0,0
"gaussian_phi020_N4096_M64_Q64","gaussian_phi020_N4096","gaussian","fixed_N_distribution_dependence","gaussian_phi_0.2","gaussian, phi = 0.2",0.2,4096,64,64,64,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.2",0.5,17,1847110599,"gaussian_phi020_N4096","gaussian","Gaussian","inside formal moment assumptions",0.2,"phi = 0.2",4096,64,64,17,100000,0,0.416666666666667,0.2811157707595,-0.135550895907167,1.28784678668531,0.993590656601624,0.995669742019456,0.00207908541783242,0.0198064341207718,0,0,0
"gaussian_phi020_N4096_M256_Q16","gaussian_phi020_N4096","gaussian","fixed_N_distribution_dependence","gaussian_phi_0.2","gaussian, phi = 0.2",0.2,4096,256,16,256,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.2",0.666666666666667,17,1847110599,"gaussian_phi020_N4096","gaussian","Gaussian","inside formal moment assumptions",0.2,"phi = 0.2",4096,256,16,17,100000,0,0.416666666666667,0.2811157707595,-0.135550895907167,1.28784678668531,0.998473965857529,0.998968986195109,0.000495020337579422,0.00471581764780281,0,0,1e-05
"gaussian_phi020_N4096_M16_Q256","gaussian_phi020_N4096","gaussian","fixed_N_distribution_dependence","gaussian_phi_0.2","gaussian, phi = 0.2",0.2,4096,16,256,16,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.2",0.333333333333333,8,1847110599,"gaussian_phi020_N4096","gaussian","Gaussian","inside formal moment assumptions",0.2,"phi = 0.2",4096,16,256,8,100000,0,0.416666666666667,0.388261694302155,-0.0284049723645117,0.39390880688918,0.974057419578171,0.975823796426381,0.00176637684820946,0.0245266685760869,0,0,0
"gaussian_phi020_N8100_M90_Q90","gaussian_phi020_N8100","gaussian","regular_distribution_dependence","gaussian_phi_0.2","gaussian, phi = 0.2",0.2,8100,90,90,8100,0.5,NA,"Balanced distribution/dependence design","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.2",0.5,19,1556155319,"gaussian_phi020_N8100","gaussian","Gaussian","inside formal moment assumptions",0.2,"phi = 0.2",8100,90,90,19,100000,0,0.416666666666667,0.326639651161516,-0.0900270155051508,1.06748654076308,0.995421575183909,0.996409316820564,0.000987741636655715,0.0117292947844607,0,0,0
"gaussian_phi080_N64_M8_Q8","gaussian_phi080_N64","gaussian","regular_distribution_dependence","gaussian_phi_0.8","gaussian, phi = 0.8",0.8,64,8,8,64,0.5,NA,"Balanced distribution/dependence design","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.8",0.5,4,22624149,"gaussian_phi080_N64","gaussian","Gaussian","inside formal moment assumptions",0.8,"phi = 0.8",64,8,8,4,100000,0,4.44444444444445,1.70253500823839,-2.74190943620606,2.75823576958423,0.577774396815308,0.808531717995097,0.230757321179788,0.233276083186481,0,1e-05,0.03152
"gaussian_phi080_N100_M10_Q10","gaussian_phi080_N100","gaussian","regular_distribution_dependence","gaussian_phi_0.8","gaussian, phi = 0.8",0.8,100,10,10,100,0.5,NA,"Balanced distribution/dependence design","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.8",0.5,5,58624257,"gaussian_phi080_N100","gaussian","Gaussian","inside formal moment assumptions",0.8,"phi = 0.8",100,10,10,5,100000,0,4.44444444444445,2.02942452459624,-2.4150199198482,2.43850207190528,0.631336829017274,0.813459989837662,0.182123160820387,0.184815958023422,0,2e-05,0.00874
"gaussian_phi080_N225_M15_Q15","gaussian_phi080_N225","gaussian","regular_distribution_dependence","gaussian_phi_0.8","gaussian, phi = 0.8",0.8,225,15,15,225,0.5,NA,"Balanced distribution/dependence design","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.8",0.5,7,183624632,"gaussian_phi080_N225","gaussian","Gaussian","inside formal moment assumptions",0.8,"phi = 0.8",225,15,15,7,100000,0,4.44444444444445,2.59033058235794,-1.8541138620865,1.89884114511063,0.728519205669168,0.836898769506784,0.108379563837615,0.111460479634232,0,0,0.00029
"gaussian_phi080_N400_M20_Q20","gaussian_phi080_N400","gaussian","regular_distribution_dependence","gaussian_phi_0.8","gaussian, phi = 0.8",0.8,400,20,20,400,0.5,NA,"Balanced distribution/dependence design","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.8",0.5,10,358625157,"gaussian_phi080_N400","gaussian","Gaussian","inside formal moment assumptions",0.8,"phi = 0.8",400,20,20,10,100000,0,4.44444444444445,3.16953837234421,-1.27490607210024,1.43318510297422,0.789107688774397,0.848192414446756,0.0590847256723589,0.0669730574204723,0,0,1e-05
"gaussian_phi080_N1024_M32_Q32","gaussian_phi080_N1024","gaussian","regular_distribution_dependence","gaussian_phi_0.8","gaussian, phi = 0.8",0.8,1024,32,32,1024,0.5,NA,"Balanced distribution/dependence design","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.8",0.5,13,982627029,"gaussian_phi080_N1024","gaussian","Gaussian","inside formal moment assumptions",0.8,"phi = 0.8",1024,32,32,13,100000,0,4.44444444444445,3.62900214272863,-0.815442301715816,1.0697753449211,0.864975383661746,0.88973258085484,0.0247571971930938,0.032528522688636,0,0,0
"gaussian_phi080_N4096_M64_Q64","gaussian_phi080_N4096","gaussian","regular_distribution_dependence","gaussian_phi_0.8","gaussian, phi = 0.8",0.8,4096,64,64,4096,0.5,NA,"Balanced distribution/dependence design","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.8",0.5,17,1907152599,"gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions",0.8,"phi = 0.8",4096,64,64,17,100000,0,4.44444444444445,4.02814159342307,-0.416302851021375,0.730854702877728,0.931566413397188,0.937981371875877,0.00641495847868911,0.0112623765657769,0,0,0
"gaussian_phi080_N4096_M64_Q64","gaussian_phi080_N4096","gaussian","fixed_N_distribution_dependence","gaussian_phi_0.8","gaussian, phi = 0.8",0.8,4096,64,64,64,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.8",0.5,17,1907152599,"gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions",0.8,"phi = 0.8",4096,64,64,17,100000,0,4.44444444444445,4.02814159342307,-0.416302851021375,0.730854702877728,0.931566413397188,0.937981371875877,0.00641495847868911,0.0112623765657769,0,0,0
"gaussian_phi080_N4096_M256_Q16","gaussian_phi080_N4096","gaussian","fixed_N_distribution_dependence","gaussian_phi_0.8","gaussian, phi = 0.8",0.8,4096,256,16,256,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.8",0.666666666666667,17,1907152599,"gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions",0.8,"phi = 0.8",4096,256,16,17,100000,0,4.44444444444445,4.02814159342307,-0.416302851021375,0.730854702877728,0.983706278514013,0.985233659970447,0.0015273814564345,0.00268152414806574,0,0,2e-05
"gaussian_phi080_N4096_M16_Q256","gaussian_phi080_N4096","gaussian","fixed_N_distribution_dependence","gaussian_phi_0.8","gaussian, phi = 0.8",0.8,4096,16,256,16,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.8",0.333333333333333,8,1907152599,"gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions",0.8,"phi = 0.8",4096,16,256,8,100000,0,4.44444444444445,2.93651916978012,-1.50792527466433,1.51190585414204,0.73083397719291,0.817053133618098,0.0862191564251882,0.086489685637131,0,0,0
"gaussian_phi080_N8100_M90_Q90","gaussian_phi080_N8100","gaussian","regular_distribution_dependence","gaussian_phi_0.8","gaussian, phi = 0.8",0.8,8100,90,90,8100,0.5,NA,"Balanced distribution/dependence design","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.8",0.5,19,1616197319,"gaussian_phi080_N8100","gaussian","Gaussian","inside formal moment assumptions",0.8,"phi = 0.8",8100,90,90,19,100000,0,4.44444444444445,4.15059577747006,-0.29384866697439,0.616358374496461,0.951139171106639,0.954370908546863,0.00323173744022465,0.00677901556944247,0,0,0
"laplace_phi050_N64_M8_Q8","laplace_phi050_N64","laplace","regular_distribution_dependence","laplace_phi_0.5","laplace, phi = 0.5",0.5,64,8,8,64,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.5",0.5,4,2140086896,"laplace_phi050_N64","laplace","Standardized Laplace","inside formal moment assumptions",0.5,"phi = 0.5",64,8,8,4,100000,24,1.33333333333333,0.855998439111155,-0.477334894222178,0.957144397421245,0.851728723404255,0.903918149612335,0.0521894262080793,0.104419190439836,0.00011,0.0048,0.01213
