"design_id","scenario_id","innovation","innovation_label","phi","N","M","Q","comparison","paired_coverage_difference","paired_coverage_difference_mcse","paired_mean_length_difference","paired_mean_length_difference_mcse"
"gaussian_phi050_N1024_M32_Q32","gaussian_phi050_N1024","gaussian","Gaussian",0.5,1024,32,32,"VK_leading_oracle_minus_F_feasible_leading",0.00055,0.000202724902204588,-0.00116708979634794,3.37158377667179e-05
"gaussian_phi050_N1024_M64_Q16","gaussian_phi050_N1024","gaussian","Gaussian",0.5,1024,64,16,"K_asym_full_minus_K_leading",-0.00086,9.26967633032528e-05,-0.000787659891895804,1.09866052001265e-06
"gaussian_phi050_N1024_M64_Q16","gaussian_phi050_N1024","gaussian","Gaussian",0.5,1024,64,16,"V_oracle_minus_V_feasible",0.00062,0.00014831175261509,-0.000464834761805034,1.53144234776935e-05
"gaussian_phi050_N1024_M64_Q16","gaussian_phi050_N1024","gaussian","Gaussian",0.5,1024,64,16,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.00087,9.32336737728341e-05,-0.000795763350507956,1.11184778548038e-06
"gaussian_phi050_N1024_M64_Q16","gaussian_phi050_N1024","gaussian","Gaussian",0.5,1024,64,16,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.00026,0.000139282152464628,-0.000570196927333828,1.60246081874449e-05
"gaussian_phi050_N1024_M64_Q16","gaussian_phi050_N1024","gaussian","Gaussian",0.5,1024,64,16,"VK_leading_oracle_minus_F_feasible_leading",0.00032,0.000142825697939131,-0.000579113558822117,1.60815614929151e-05
"gaussian_phi050_N3125_M25_Q125","gaussian_phi050_N3125","gaussian","Gaussian",0.5,3125,25,125,"K_asym_full_minus_K_leading",-0.00026,5.09838208993788e-05,-0.000130215040992294,5.91757898772803e-08
"gaussian_phi050_N3125_M25_Q125","gaussian_phi050_N3125","gaussian","Gaussian",0.5,3125,25,125,"V_oracle_minus_V_feasible",0.00031,0.000165829171116363,-0.000206791869249318,1.22158588857826e-05
"gaussian_phi050_N3125_M25_Q125","gaussian_phi050_N3125","gaussian","Gaussian",0.5,3125,25,125,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.00034,5.82998969877296e-05,-0.000133975897143792,6.0965030030617e-08
"gaussian_phi050_N3125_M25_Q125","gaussian_phi050_N3125","gaussian","Gaussian",0.5,3125,25,125,"VK_asym_full_oracle_minus_VK_asym_full_feasible",8e-05,0.000160624387942616,-0.000211776684559887,1.22782946053011e-05
"gaussian_phi050_N3125_M25_Q125","gaussian_phi050_N3125","gaussian","Gaussian",0.5,3125,25,125,"VK_leading_oracle_minus_F_feasible_leading",0.00022,0.000158744347923572,-0.000212872318510164,1.22919207902113e-05
"gaussian_phi050_N3125_M125_Q25","gaussian_phi050_N3125","gaussian","Gaussian",0.5,3125,125,25,"K_asym_full_minus_K_leading",-0.00034,5.82998969877296e-05,-0.000145430126987005,1.59237309060856e-07
"gaussian_phi050_N3125_M125_Q25","gaussian_phi050_N3125","gaussian","Gaussian",0.5,3125,125,25,"V_oracle_minus_V_feasible",5e-05,9.11046541104241e-05,-7.3797931442001e-05,3.81722101132143e-06
"gaussian_phi050_N3125_M125_Q25","gaussian_phi050_N3125","gaussian","Gaussian",0.5,3125,125,25,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.00031,5.56692912717587e-05,-0.000146252059017575,1.60295323967335e-07
"gaussian_phi050_N3125_M125_Q25","gaussian_phi050_N3125","gaussian","Gaussian",0.5,3125,125,25,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.00011,9.43396417190568e-05,-8.52615175272559e-05,3.94091183566206e-06
"gaussian_phi050_N3125_M125_Q25","gaussian_phi050_N3125","gaussian","Gaussian",0.5,3125,125,25,"VK_leading_oracle_minus_F_feasible_leading",9e-05,9.32738226945803e-05,-8.57216381193265e-05,3.94569994449776e-06
"gaussian_phi050_N7776_M36_Q216","gaussian_phi050_N7776","gaussian","Gaussian",0.5,7776,36,216,"K_asym_full_minus_K_leading",-0.00014,3.74141416870678e-05,-3.30131922334198e-05,1.11774824666027e-08
"gaussian_phi050_N7776_M36_Q216","gaussian_phi050_N7776","gaussian","Gaussian",0.5,7776,36,216,"V_oracle_minus_V_feasible",1e-04,0.000148324374265324,-8.86084704355382e-05,6.57824143942039e-06
"gaussian_phi050_N7776_M36_Q216","gaussian_phi050_N7776","gaussian","Gaussian",0.5,7776,36,216,"VK_asym_full_oracle_minus_VK_leading_oracle",-4e-05,1.99996999947499e-05,-3.36566128063186e-05,1.13996595875665e-08
"gaussian_phi050_N7776_M36_Q216","gaussian_phi050_N7776","gaussian","Gaussian",0.5,7776,36,216,"VK_asym_full_oracle_minus_VK_asym_full_feasible",8e-05,0.000142127189521851,-8.98782475010043e-05,6.59866565009822e-06
"gaussian_phi050_N7776_M36_Q216","gaussian_phi050_N7776","gaussian","Gaussian",0.5,7776,36,216,"VK_leading_oracle_minus_F_feasible_leading",0,0.000144222772134223,-9.00587787127868e-05,6.60155777063367e-06
"gaussian_phi050_N7776_M216_Q36","gaussian_phi050_N7776","gaussian","Gaussian",0.5,7776,216,36,"K_asym_full_minus_K_leading",-0.00013,3.6053349337336e-05,-3.62138900681049e-05,3.23586443843055e-08
"gaussian_phi050_N7776_M216_Q36","gaussian_phi050_N7776","gaussian","Gaussian",0.5,7776,216,36,"V_oracle_minus_V_feasible",-2e-05,5.47724930988174e-05,-1.65386989181573e-05,1.16809536776671e-06
"gaussian_phi050_N7776_M216_Q36","gaussian_phi050_N7776","gaussian","Gaussian",0.5,7776,216,36,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.00014,3.74141416870678e-05,-3.63341339176193e-05,3.24831019003379e-08
"gaussian_phi050_N7776_M216_Q36","gaussian_phi050_N7776","gaussian","Gaussian",0.5,7776,216,36,"VK_asym_full_oracle_minus_VK_asym_full_feasible",4e-05,6.00001666681019e-05,-1.82658723944349e-05,1.19484928474539e-06
"gaussian_phi050_N7776_M216_Q36","gaussian_phi050_N7776","gaussian","Gaussian",0.5,7776,216,36,"VK_leading_oracle_minus_F_feasible_leading",7e-05,5.91606795080989e-05,-1.83043777090654e-05,1.19543095539363e-06
"gaussian_phi050_N100_M5_Q20","gaussian_phi050_N100","gaussian","Gaussian",0.5,100,5,20,"K_asym_full_minus_K_leading",-0.01178,0.000341194197100129,-0.0209561205498845,2.61509126945429e-05
"gaussian_phi050_N100_M5_Q20","gaussian_phi050_N100","gaussian","Gaussian",0.5,100,5,20,"V_oracle_minus_V_feasible",0.01691,0.000407728072889045,0.0370568395320672,4.07131165722983e-05
"gaussian_phi050_N100_M5_Q20","gaussian_phi050_N100","gaussian","Gaussian",0.5,100,5,20,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.00807,0.000282930294411035,-0.0244207925275436,3.1290913623558e-05
"gaussian_phi050_N100_M5_Q20","gaussian_phi050_N100","gaussian","Gaussian",0.5,100,5,20,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.01662,0.000404276378723645,0.0371808306192962,4.0864922043814e-05
"gaussian_phi050_N100_M5_Q20","gaussian_phi050_N100","gaussian","Gaussian",0.5,100,5,20,"VK_leading_oracle_minus_F_feasible_leading",0.01475,0.000381216248680828,0.0382140224273497,4.21326982836056e-05
"gaussian_phi050_N100_M10_Q10","gaussian_phi050_N100","gaussian","Gaussian",0.5,100,10,10,"K_asym_full_minus_K_leading",-0.01026,0.000318666501978785,-0.0229205274570345,4.10086549969443e-05
"gaussian_phi050_N100_M10_Q10","gaussian_phi050_N100","gaussian","Gaussian",0.5,100,10,10,"V_oracle_minus_V_feasible",0.0041,0.000291260619252729,-0.00396356788726737,0.000147774164539905
"gaussian_phi050_N100_M10_Q10","gaussian_phi050_N100","gaussian","Gaussian",0.5,100,10,10,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.00886,0.000296337446433659,-0.0242268405327301,4.37418151482122e-05
"gaussian_phi050_N100_M10_Q10","gaussian_phi050_N100","gaussian","Gaussian",0.5,100,10,10,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.00338,0.000282995683475152,-0.00529107567604088,0.000152096359612953
"gaussian_phi050_N100_M10_Q10","gaussian_phi050_N100","gaussian","Gaussian",0.5,100,10,10,"VK_leading_oracle_minus_F_feasible_leading",0.00326,0.000270729490348889,-0.00654606714548452,0.000155751415949318
"gaussian_phi050_N100_M20_Q5","gaussian_phi050_N100","gaussian","Gaussian",0.5,100,20,5,"K_asym_full_minus_K_leading",-0.01062,0.00032414997567803,-0.0201158277479369,5.39858953462253e-05
"gaussian_phi050_N100_M20_Q5","gaussian_phi050_N100","gaussian","Gaussian",0.5,100,20,5,"V_oracle_minus_V_feasible",0.00335,0.000271272023778916,-0.00240742280830955,9.36526105951882e-05
"gaussian_phi050_N100_M20_Q5","gaussian_phi050_N100","gaussian","Gaussian",0.5,100,20,5,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.01043,0.000321268086077393,-0.0201697556542105,5.4253115841909e-05
"gaussian_phi050_N100_M20_Q5","gaussian_phi050_N100","gaussian","Gaussian",0.5,100,20,5,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.00213,0.000243834422410486,-0.00391466760115715,9.50240375535206e-05
"gaussian_phi050_N100_M20_Q5","gaussian_phi050_N100","gaussian","Gaussian",0.5,100,20,5,"VK_leading_oracle_minus_F_feasible_leading",0.0025,0.000237356405813354,-0.00440825076047598,9.47119417543449e-05
"gaussian_phi050_N225_M15_Q15","gaussian_phi050_N225","gaussian","Gaussian",0.5,225,15,15,"K_asym_full_minus_K_leading",-0.00432,0.000207397700416522,-0.00723165138028397,1.05802990520246e-05
"gaussian_phi050_N225_M15_Q15","gaussian_phi050_N225","gaussian","Gaussian",0.5,225,15,15,"V_oracle_minus_V_feasible",0.00179,0.000257038167761515,-0.00399469285721925,9.76809404787913e-05
"gaussian_phi050_N225_M15_Q15","gaussian_phi050_N225","gaussian","Gaussian",0.5,225,15,15,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.0041,0.000202070057957836,-0.00756052559916188,1.11441956236525e-05
"gaussian_phi050_N225_M15_Q15","gaussian_phi050_N225","gaussian","Gaussian",0.5,225,15,15,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.00157,0.000251944410058762,-0.00474615212402346,0.000100953894435947
"gaussian_phi050_N225_M15_Q15","gaussian_phi050_N225","gaussian","Gaussian",0.5,225,15,15,"VK_leading_oracle_minus_F_feasible_leading",0.00164,0.000249346597605136,-0.00510520484952966,0.000102428093660586
"gaussian_phi050_N400_M5_Q80","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,5,80,"K_asym_full_minus_K_leading",-0.00263,0.000161960159640984,-0.0025239034330567,1.48553706470407e-06
"gaussian_phi050_N400_M5_Q80","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,5,80,"V_oracle_minus_V_feasible",0.0163,0.00040043064748722,0.0204372411350972,1.07406110202983e-05
"gaussian_phi050_N400_M5_Q80","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,5,80,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.00191,0.000138071393261227,-0.00295924458293881,1.77198151030156e-06
"gaussian_phi050_N400_M5_Q80","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,5,80,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.01622,0.000399463029211862,0.0204587309823544,1.07534445489147e-05
"gaussian_phi050_N400_M5_Q80","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,5,80,"VK_leading_oracle_minus_F_feasible_leading",0.01611,0.000398128451712058,0.0206331270948371,1.08578809925021e-05
"gaussian_phi050_N400_M10_Q40","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,10,40,"K_asym_full_minus_K_leading",-0.0025,0.000157916906560044,-0.00283835719392377,2.40900742377351e-06
"gaussian_phi050_N400_M10_Q40","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,10,40,"V_oracle_minus_V_feasible",0.00185,0.000194592275441593,0.000655101382004733,4.56555222301442e-05
"gaussian_phi050_N400_M10_Q40","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,10,40,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.00203,0.00014233409145365,-0.00306563087861032,2.63441286495808e-06
"gaussian_phi050_N400_M10_Q40","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,10,40,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.0017,0.000190713040232274,0.000598232723574869,4.61599596424534e-05
"gaussian_phi050_N400_M10_Q40","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,10,40,"VK_leading_oracle_minus_F_feasible_leading",0.00169,0.000195120013628016,0.000549858758278336,4.65756684018976e-05
"gaussian_phi050_N400_M20_Q20","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,20,20,"K_asym_full_minus_K_leading",-0.00227,0.000150494842061032,-0.00308374263607539,3.83515139083895e-06
"gaussian_phi050_N400_M20_Q20","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,20,20,"V_oracle_minus_V_feasible",0.00155,0.000287535739983776,-0.00343565167014135,8.31328475978474e-05
"gaussian_phi050_N400_M20_Q20","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,20,20,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.00192,0.000138431671351885,-0.0031946309841348,3.99712498024607e-06
"gaussian_phi050_N400_M20_Q20","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,20,20,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.00095,0.000268498968186023,-0.00394204397994543,8.5596162191931e-05
"gaussian_phi050_N400_M20_Q20","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,20,20,"VK_leading_oracle_minus_F_feasible_leading",0.00039,0.000265516824310325,-0.00410184398716166,8.63397019734816e-05
"gaussian_phi050_N400_M40_Q10","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,40,10,"K_asym_full_minus_K_leading",-0.00238,0.000154089563033758,-0.00316337726766346,5.67165544823825e-06
"gaussian_phi050_N400_M40_Q10","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,40,10,"V_oracle_minus_V_feasible",0.00099,0.000198218545817285,-0.00124258245120638,3.53425535096566e-05
"gaussian_phi050_N400_M40_Q10","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,40,10,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.00246,0.000156651617921086,-0.00320539893486202,5.75889638005109e-06
"gaussian_phi050_N400_M40_Q10","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,40,10,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.00079,0.000178028300954538,-0.00167976066014263,3.74574580607256e-05
"gaussian_phi050_N400_M40_Q10","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,40,10,"VK_leading_oracle_minus_F_feasible_leading",0.00096,0.000174330398699937,-0.00174500370863761,3.77470285363469e-05
"gaussian_phi050_N400_M80_Q5","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,80,5,"K_asym_full_minus_K_leading",-0.00239,0.000154412167367647,-0.00268369810279585,7.2107261570928e-06
"gaussian_phi050_N400_M80_Q5","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,80,5,"V_oracle_minus_V_feasible",0.00042,0.000127272927144699,-0.000271436057102036,1.16500990485448e-05
"gaussian_phi050_N400_M80_Q5","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,80,5,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.00231,0.000151811954301019,-0.00268519991234133,7.21874506850677e-06
"gaussian_phi050_N400_M80_Q5","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,80,5,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.00042,0.000117466480256028,-0.000469047279703741,1.21638527318683e-05
"gaussian_phi050_N400_M80_Q5","gaussian_phi050_N400","gaussian","Gaussian",0.5,400,80,5,"VK_leading_oracle_minus_F_feasible_leading",0.00027,0.000106298560638609,-0.000483091027612553,1.21783751054333e-05
"gaussian_phi050_N8100_M45_Q180","gaussian_phi050_N8100","gaussian","Gaussian",0.5,8100,45,180,"K_asym_full_minus_K_leading",-6e-05,2.44942850416173e-05,-3.13193541939825e-05,1.1713278184706e-08
"gaussian_phi050_N8100_M45_Q180","gaussian_phi050_N8100","gaussian","Gaussian",0.5,8100,45,180,"V_oracle_minus_V_feasible",-1e-04,0.000137840813988093,-7.37807585725431e-05,5.57433251148524e-06
"gaussian_phi050_N8100_M45_Q180","gaussian_phi050_N8100","gaussian","Gaussian",0.5,8100,45,180,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.00011,3.31645895331148e-05,-3.18069277667218e-05,1.19003576067409e-08
"gaussian_phi050_N8100_M45_Q180","gaussian_phi050_N8100","gaussian","Gaussian",0.5,8100,45,180,"VK_asym_full_oracle_minus_VK_asym_full_feasible",-1e-04,0.000138564396584837,-7.50984635998558e-05,5.59580077966876e-06
"gaussian_phi050_N8100_M45_Q180","gaussian_phi050_N8100","gaussian","Gaussian",0.5,8100,45,180,"VK_leading_oracle_minus_F_feasible_leading",-0.00013,0.000136748009126934,-7.52444864184742e-05,5.59816848253859e-06
"gaussian_phi050_N8100_M90_Q90","gaussian_phi050_N8100","gaussian","Gaussian",0.5,8100,90,90,"K_asym_full_minus_K_leading",-9e-05,2.99987999639984e-05,-3.22625829797282e-05,1.73214061279386e-08
"gaussian_phi050_N8100_M90_Q90","gaussian_phi050_N8100","gaussian","Gaussian",0.5,8100,90,90,"V_oracle_minus_V_feasible",5e-05,9.00003111136845e-05,-3.64350538041852e-05,2.76282574310857e-06
"gaussian_phi050_N8100_M90_Q90","gaussian_phi050_N8100","gaussian","Gaussian",0.5,8100,90,90,"VK_asym_full_oracle_minus_VK_leading_oracle",-5e-05,2.23602325524579e-05,-3.25163550925293e-05,1.74687064720288e-08
"gaussian_phi050_N8100_M90_Q90","gaussian_phi050_N8100","gaussian","Gaussian",0.5,8100,90,90,"VK_asym_full_oracle_minus_VK_asym_full_feasible",-1e-05,0.000106301984934996,-3.78484739914635e-05,2.78602955507061e-06
"gaussian_phi050_N8100_M90_Q90","gaussian_phi050_N8100","gaussian","Gaussian",0.5,8100,90,90,"VK_leading_oracle_minus_F_feasible_leading",-5e-05,0.000104403467379393,-3.79236055964373e-05,2.78725100763809e-06
"gaussian_phi050_N8100_M180_Q45","gaussian_phi050_N8100","gaussian","Gaussian",0.5,8100,180,45,"K_asym_full_minus_K_leading",-4e-05,1.99996999947499e-05,-3.36080435172345e-05,2.65886452376781e-08
"gaussian_phi050_N8100_M180_Q45","gaussian_phi050_N8100","gaussian","Gaussian",0.5,8100,180,45,"V_oracle_minus_V_feasible",5e-05,6.70821883975173e-05,-1.83691639754686e-05,1.37617679497811e-06
"gaussian_phi050_N8100_M180_Q45","gaussian_phi050_N8100","gaussian","Gaussian",0.5,8100,180,45,"VK_asym_full_oracle_minus_VK_leading_oracle",-7e-05,2.64567193654088e-05,-3.37421144403123e-05,2.67101217017535e-08
"gaussian_phi050_N8100_M180_Q45","gaussian_phi050_N8100","gaussian","Gaussian",0.5,8100,180,45,"VK_asym_full_oracle_minus_VK_asym_full_feasible",8e-05,6.78231671320353e-05,-1.98914447380679e-05,1.400981396878e-06
"gaussian_phi050_N8100_M180_Q45","gaussian_phi050_N8100","gaussian","Gaussian",0.5,8100,180,45,"VK_leading_oracle_minus_F_feasible_leading",1e-05,6.40315547242139e-05,-1.99318473795858e-05,1.4016266908024e-06
"gaussian_phi050_N343_M49_Q7","gaussian_phi050_N343","gaussian","Gaussian",0.5,343,49,7,"K_asym_full_minus_K_leading",-0.00299,0.00017265832476012,-0.0037990905357686,8.47163490663845e-06
"gaussian_phi050_N343_M49_Q7","gaussian_phi050_N343","gaussian","Gaussian",0.5,343,49,7,"V_oracle_minus_V_feasible",0.00095,0.000174617524644003,-0.000882693577263691,2.90084479844331e-05
"gaussian_phi050_N343_M49_Q7","gaussian_phi050_N343","gaussian","Gaussian",0.5,343,49,7,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.00277,0.00016620333099993,-0.00382547382905581,8.54126216185622e-06
"gaussian_phi050_N343_M49_Q7","gaussian_phi050_N343","gaussian","Gaussian",0.5,343,49,7,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.00077,0.000167016017026809,-0.00134132038067227,3.09220495283712e-05
"gaussian_phi050_N343_M49_Q7","gaussian_phi050_N343","gaussian","Gaussian",0.5,343,49,7,"VK_leading_oracle_minus_F_feasible_leading",0.00072,0.000167317351015845,-0.0013978600584091,3.11233244136961e-05
"gaussian_phi050_N19683_M729_Q27","gaussian_phi050_N19683","gaussian","Gaussian",0.5,19683,729,27,"K_asym_full_minus_K_leading",-3e-05,1.73203348680099e-05,-9.21661975173101e-06,9.72972478565434e-09
"gaussian_phi050_N19683_M729_Q27","gaussian_phi050_N19683","gaussian","Gaussian",0.5,19683,729,27,"V_oracle_minus_V_feasible",3e-05,3.31662780549763e-05,-1.59960656455906e-06,1.7393081171349e-07
"gaussian_phi050_N19683_M729_Q27","gaussian_phi050_N19683","gaussian","Gaussian",0.5,19683,729,27,"VK_asym_full_oracle_minus_VK_leading_oracle",-8e-05,2.82832812707436e-05,-9.22554902795899e-06,9.74081320929493e-09
"gaussian_phi050_N19683_M729_Q27","gaussian_phi050_N19683","gaussian","Gaussian",0.5,19683,729,27,"VK_asym_full_oracle_minus_VK_asym_full_feasible",-3e-05,3.60555682251716e-05,-1.84047145103652e-06,1.79428228705689e-07
"gaussian_phi050_N19683_M729_Q27","gaussian_phi050_N19683","gaussian","Gaussian",0.5,19683,729,27,"VK_leading_oracle_minus_F_feasible_leading",2e-05,3.162287147082e-05,-1.84207398267055e-06,1.79463526407222e-07
"gaussian_phi020_N64_M8_Q8","gaussian_phi020_N64","gaussian","Gaussian",0.2,64,8,8,"K_asym_full_minus_K_leading",-0.00508,0.000224816461640188,-0.0104001234467433,2.12747288899813e-05
"gaussian_phi020_N64_M8_Q8","gaussian_phi020_N64","gaussian","Gaussian",0.2,64,8,8,"V_oracle_minus_V_feasible",0.00449,0.000376961297745803,-0.00949337570091417,0.000207974752636257
"gaussian_phi020_N64_M8_Q8","gaussian_phi020_N64","gaussian","Gaussian",0.2,64,8,8,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.00456,0.000213055199244654,-0.0105742662947713,2.1690860459287e-05
"gaussian_phi020_N64_M8_Q8","gaussian_phi020_N64","gaussian","Gaussian",0.2,64,8,8,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.00394,0.000363106158665513,-0.0129656636903963,0.000218444323223079
"gaussian_phi020_N64_M8_Q8","gaussian_phi020_N64","gaussian","Gaussian",0.2,64,8,8,"VK_leading_oracle_minus_F_feasible_leading",0.00312,0.000358474463580616,-0.0138368988642607,0.000220689729803031
"gaussian_phi020_N100_M10_Q10","gaussian_phi020_N100","gaussian","Gaussian",0.2,100,10,10,"K_asym_full_minus_K_leading",-0.00317,0.000177763401740263,-0.00554723608280961,1.00330497463005e-05
"gaussian_phi020_N100_M10_Q10","gaussian_phi020_N100","gaussian","Gaussian",0.2,100,10,10,"V_oracle_minus_V_feasible",0.00355,0.00036328404142344,-0.00808937090718821,0.000169647981291224
"gaussian_phi020_N100_M10_Q10","gaussian_phi020_N100","gaussian","Gaussian",0.2,100,10,10,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.00279,0.000166800591199109,-0.00563973127754906,1.02273796458526e-05
"gaussian_phi020_N100_M10_Q10","gaussian_phi020_N100","gaussian","Gaussian",0.2,100,10,10,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.0031,0.000343955059638364,-0.0106011963032829,0.000178373374683994
"gaussian_phi020_N100_M10_Q10","gaussian_phi020_N100","gaussian","Gaussian",0.2,100,10,10,"VK_leading_oracle_minus_F_feasible_leading",0.00289,0.000334092195622633,-0.0110785659793439,0.000179871346227386
"gaussian_phi020_N225_M15_Q15","gaussian_phi020_N225","gaussian","Gaussian",0.2,225,15,15,"K_asym_full_minus_K_leading",-0.00128,0.000113065219397648,-0.00167863612013048,2.4260150574346e-06
"gaussian_phi020_N225_M15_Q15","gaussian_phi020_N225","gaussian","Gaussian",0.2,225,15,15,"V_oracle_minus_V_feasible",0.00282,0.00031035695451269,-0.00397529478237504,9.72534326215022e-05
"gaussian_phi020_N225_M15_Q15","gaussian_phi020_N225","gaussian","Gaussian",0.2,225,15,15,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.00118,0.000108564238411821,-0.00170134566700109,2.46438390410474e-06
"gaussian_phi020_N225_M15_Q15","gaussian_phi020_N225","gaussian","Gaussian",0.2,225,15,15,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.00263,0.000300385973902466,-0.00491530792727118,0.000101490978753092
"gaussian_phi020_N225_M15_Q15","gaussian_phi020_N225","gaussian","Gaussian",0.2,225,15,15,"VK_leading_oracle_minus_F_feasible_leading",0.00255,0.000298053457216375,-0.00502422911315039,0.000101952977482654
"gaussian_phi020_N400_M20_Q20","gaussian_phi020_N400","gaussian","Gaussian",0.2,400,20,20,"K_asym_full_minus_K_leading",-0.00077,8.77162923377374e-05,-0.000706543475766064,8.80306495846554e-07
"gaussian_phi020_N400_M20_Q20","gaussian_phi020_N400","gaussian","Gaussian",0.2,400,20,20,"V_oracle_minus_V_feasible",0.00204,0.000306853915720911,-0.00287378415075015,7.46052376242086e-05
"gaussian_phi020_N400_M20_Q20","gaussian_phi020_N400","gaussian","Gaussian",0.2,400,20,20,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.00042,6.47941199707182e-05,-0.000714184777664004,8.914367773326e-07
"gaussian_phi020_N400_M20_Q20","gaussian_phi020_N400","gaussian","Gaussian",0.2,400,20,20,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.00171,0.000288914509355167,-0.00339268792631204,7.72613040844646e-05
"gaussian_phi020_N400_M20_Q20","gaussian_phi020_N400","gaussian","Gaussian",0.2,400,20,20,"VK_leading_oracle_minus_F_feasible_leading",0.00148,0.000288060628669136,-0.00343548833048886,7.74704953818666e-05
"gaussian_phi020_N1024_M32_Q32","gaussian_phi020_N1024","gaussian","Gaussian",0.2,1024,32,32,"K_asym_full_minus_K_leading",-0.00033,5.74364343377955e-05,-0.000168059516810822,1.61031736487877e-07
"gaussian_phi020_N1024_M32_Q32","gaussian_phi020_N1024","gaussian","Gaussian",0.2,1024,32,32,"V_oracle_minus_V_feasible",0.00085,0.000218845273955229,-0.000750608592336554,2.78174851262812e-05
"gaussian_phi020_N1024_M32_Q32","gaussian_phi020_N1024","gaussian","Gaussian",0.2,1024,32,32,"VK_asym_full_oracle_minus_VK_leading_oracle",-3e-04,5.47643131181239e-05,-0.000169239336929231,1.62359060190063e-07
"gaussian_phi020_N1024_M32_Q32","gaussian_phi020_N1024","gaussian","Gaussian",0.2,1024,32,32,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.00069,0.000216091892390852,-0.000841754370376313,2.84826418314881e-05
"gaussian_phi020_N1024_M32_Q32","gaussian_phi020_N1024","gaussian","Gaussian",0.2,1024,32,32,"VK_leading_oracle_minus_F_feasible_leading",0.00078,0.000215393546662381,-0.000846168930250671,2.8513956188937e-05
"gaussian_phi020_N4096_M16_Q256","gaussian_phi020_N4096","gaussian","Gaussian",0.2,4096,16,256,"K_asym_full_minus_K_leading",-5e-05,2.23602325524579e-05,-1.91442834203282e-05,6.015386877016e-09
"gaussian_phi020_N4096_M16_Q256","gaussian_phi020_N4096","gaussian","Gaussian",0.2,4096,16,256,"V_oracle_minus_V_feasible",-8e-05,0.000153623474774268,-8.25434442774433e-05,6.59125165247146e-06
