"scenario_id","innovation","module","panel","series","phi","N","M","Q","x_order","alpha_nominal","C_nominal","note","innovation_label","dist_code","skewness","excess_kurtosis","assumption_status","severity_group","phi_label","design_id","alpha_effective","L","seed"
"laplace_phi050_N100","laplace","regular_distribution_dependence","laplace_phi_0.5","laplace, phi = 0.5",0.5,100,10,10,100,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.5","laplace_phi050_N100_M10_Q10",0.5,5,28603358
"laplace_phi050_N225","laplace","regular_distribution_dependence","laplace_phi_0.5","laplace, phi = 0.5",0.5,225,15,15,225,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.5","laplace_phi050_N225_M15_Q15",0.5,7,153603733
"laplace_phi080_N64","laplace","regular_distribution_dependence","laplace_phi_0.8","laplace, phi = 0.8",0.8,64,8,8,64,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.8","laplace_phi080_N64_M8_Q8",0.5,4,22624250
"laplace_phi080_N100","laplace","regular_distribution_dependence","laplace_phi_0.8","laplace, phi = 0.8",0.8,100,10,10,100,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.8","laplace_phi080_N100_M10_Q10",0.5,5,58624358
"laplace_phi080_N225","laplace","regular_distribution_dependence","laplace_phi_0.8","laplace, phi = 0.8",0.8,225,15,15,225,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.8","laplace_phi080_N225_M15_Q15",0.5,7,183624733
"laplace_phi080_N400","laplace","regular_distribution_dependence","laplace_phi_0.8","laplace, phi = 0.8",0.8,400,20,20,400,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.8","laplace_phi080_N400_M20_Q20",0.5,10,358625258
"laplace_phi080_N1024","laplace","regular_distribution_dependence","laplace_phi_0.8","laplace, phi = 0.8",0.8,1024,32,32,1024,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.8","laplace_phi080_N1024_M32_Q32",0.5,13,982627130
"laplace_phi080_N4096","laplace","regular_distribution_dependence","laplace_phi_0.8","laplace, phi = 0.8",0.8,4096,64,64,4096,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.8","laplace_phi080_N4096_M64_Q64",0.5,17,1907152700
"laplace_phi080_N4096","laplace","fixed_N_distribution_dependence","laplace_phi_0.8","laplace, phi = 0.8",0.8,4096,64,64,64,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.8","laplace_phi080_N4096_M64_Q64",0.5,17,1907152700
"laplace_phi080_N4096","laplace","fixed_N_distribution_dependence","laplace_phi_0.8","laplace, phi = 0.8",0.8,4096,256,16,256,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.8","laplace_phi080_N4096_M256_Q16",0.666666666666667,17,1907152700
"laplace_phi080_N4096","laplace","fixed_N_distribution_dependence","laplace_phi_0.8","laplace, phi = 0.8",0.8,4096,16,256,16,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.8","laplace_phi080_N4096_M16_Q256",0.333333333333333,8,1907152700
"laplace_phi080_N8100","laplace","regular_distribution_dependence","laplace_phi_0.8","laplace, phi = 0.8",0.8,8100,90,90,8100,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.8","laplace_phi080_N8100_M90_Q90",0.5,19,1616197420
"laplace_phi020_N4096","laplace","fixed_N_distribution_dependence","laplace_phi_0.2","laplace, phi = 0.2",0.2,4096,64,64,64,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.2","laplace_phi020_N4096_M64_Q64",0.5,17,1847110700
"laplace_phi020_N4096","laplace","fixed_N_distribution_dependence","laplace_phi_0.2","laplace, phi = 0.2",0.2,4096,16,256,16,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.2","laplace_phi020_N4096_M16_Q256",0.333333333333333,8,1847110700
"laplace_phi020_N4096","laplace","regular_distribution_dependence","laplace_phi_0.2","laplace, phi = 0.2",0.2,4096,64,64,4096,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.2","laplace_phi020_N4096_M64_Q64",0.5,17,1847110700
"laplace_phi020_N4096","laplace","fixed_N_distribution_dependence","laplace_phi_0.2","laplace, phi = 0.2",0.2,4096,256,16,256,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.2","laplace_phi020_N4096_M256_Q16",0.666666666666667,17,1847110700
"laplace_phi050_N4096","laplace","fixed_N_distribution_dependence","laplace_phi_0.5","laplace, phi = 0.5",0.5,4096,64,64,64,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.5","laplace_phi050_N4096_M64_Q64",0.5,17,1877131700
"laplace_phi050_N4096","laplace","fixed_N_distribution_dependence","laplace_phi_0.5","laplace, phi = 0.5",0.5,4096,256,16,256,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.5","laplace_phi050_N4096_M256_Q16",0.666666666666667,17,1877131700
"laplace_phi050_N4096","laplace","fixed_N_distribution_dependence","laplace_phi_0.5","laplace, phi = 0.5",0.5,4096,16,256,16,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.5","laplace_phi050_N4096_M16_Q256",0.333333333333333,8,1877131700
"laplace_phi050_N4096","laplace","regular_distribution_dependence","laplace_phi_0.5","laplace, phi = 0.5",0.5,4096,64,64,4096,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.5","laplace_phi050_N4096_M64_Q64",0.5,17,1877131700
"laplace_phi050_N8100","laplace","regular_distribution_dependence","laplace_phi_0.5","laplace, phi = 0.5",0.5,8100,90,90,8100,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.5","laplace_phi050_N8100_M90_Q90",0.5,19,1586176420
"laplace_phi020_N64","laplace","regular_distribution_dependence","laplace_phi_0.2","laplace, phi = 0.2",0.2,64,8,8,64,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.2","laplace_phi020_N64_M8_Q8",0.5,4,2110065896
"laplace_phi020_N100","laplace","regular_distribution_dependence","laplace_phi_0.2","laplace, phi = 0.2",0.2,100,10,10,100,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.2","laplace_phi020_N100_M10_Q10",0.5,5,2146066004
"laplace_phi020_N225","laplace","regular_distribution_dependence","laplace_phi_0.2","laplace, phi = 0.2",0.2,225,15,15,225,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.2","laplace_phi020_N225_M15_Q15",0.5,7,123582733
"laplace_phi020_N400","laplace","regular_distribution_dependence","laplace_phi_0.2","laplace, phi = 0.2",0.2,400,20,20,400,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.2","laplace_phi020_N400_M20_Q20",0.5,10,298583258
"laplace_phi020_N1024","laplace","regular_distribution_dependence","laplace_phi_0.2","laplace, phi = 0.2",0.2,1024,32,32,1024,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.2","laplace_phi020_N1024_M32_Q32",0.5,13,922585130
"laplace_phi020_N8100","laplace","regular_distribution_dependence","laplace_phi_0.2","laplace, phi = 0.2",0.2,8100,90,90,8100,0.5,NA,"Balanced distribution/dependence design","Standardized Laplace",2,0,3,"inside formal moment assumptions","regular","phi = 0.2","laplace_phi020_N8100_M90_Q90",0.5,19,1556155420
"centered_gamma4_phi020_N100","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.2","centered_gamma4, phi = 0.2",0.2,100,10,10,100,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.2","centered_gamma4_phi020_N100_M10_Q10",0.5,5,2146066105
"centered_gamma4_phi020_N225","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.2","centered_gamma4, phi = 0.2",0.2,225,15,15,225,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.2","centered_gamma4_phi020_N225_M15_Q15",0.5,7,123582834
"centered_gamma4_phi020_N400","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.2","centered_gamma4, phi = 0.2",0.2,400,20,20,400,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.2","centered_gamma4_phi020_N400_M20_Q20",0.5,10,298583359
"centered_gamma4_phi020_N64","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.2","centered_gamma4, phi = 0.2",0.2,64,8,8,64,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.2","centered_gamma4_phi020_N64_M8_Q8",0.5,4,2110065997
"centered_gamma4_phi050_N225","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.5","centered_gamma4, phi = 0.5",0.5,225,15,15,225,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.5","centered_gamma4_phi050_N225_M15_Q15",0.5,7,153603834
"centered_gamma4_phi050_N400","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.5","centered_gamma4, phi = 0.5",0.5,400,20,20,400,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.5","centered_gamma4_phi050_N400_M20_Q20",0.5,10,328604359
"centered_gamma4_phi050_N1024","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.5","centered_gamma4, phi = 0.5",0.5,1024,32,32,1024,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.5","centered_gamma4_phi050_N1024_M32_Q32",0.5,13,952606231
"centered_gamma4_phi050_N4096","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.5","centered_gamma4, phi = 0.5",0.5,4096,64,64,4096,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.5","centered_gamma4_phi050_N4096_M64_Q64",0.5,17,1877131801
"centered_gamma4_phi050_N4096","centered_gamma4","fixed_N_distribution_dependence","centered_gamma4_phi_0.5","centered_gamma4, phi = 0.5",0.5,4096,64,64,64,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.5","centered_gamma4_phi050_N4096_M64_Q64",0.5,17,1877131801
"centered_gamma4_phi050_N4096","centered_gamma4","fixed_N_distribution_dependence","centered_gamma4_phi_0.5","centered_gamma4, phi = 0.5",0.5,4096,256,16,256,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.5","centered_gamma4_phi050_N4096_M256_Q16",0.666666666666667,17,1877131801
"centered_gamma4_phi050_N4096","centered_gamma4","fixed_N_distribution_dependence","centered_gamma4_phi_0.5","centered_gamma4, phi = 0.5",0.5,4096,16,256,16,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.5","centered_gamma4_phi050_N4096_M16_Q256",0.333333333333333,8,1877131801
"centered_gamma4_phi050_N8100","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.5","centered_gamma4, phi = 0.5",0.5,8100,90,90,8100,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.5","centered_gamma4_phi050_N8100_M90_Q90",0.5,19,1586176521
"centered_gamma4_phi080_N64","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.8","centered_gamma4, phi = 0.8",0.8,64,8,8,64,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.8","centered_gamma4_phi080_N64_M8_Q8",0.5,4,22624351
"centered_gamma4_phi080_N100","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.8","centered_gamma4, phi = 0.8",0.8,100,10,10,100,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.8","centered_gamma4_phi080_N100_M10_Q10",0.5,5,58624459
"centered_gamma4_phi080_N225","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.8","centered_gamma4, phi = 0.8",0.8,225,15,15,225,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.8","centered_gamma4_phi080_N225_M15_Q15",0.5,7,183624834
"centered_gamma4_phi020_N1024","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.2","centered_gamma4, phi = 0.2",0.2,1024,32,32,1024,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.2","centered_gamma4_phi020_N1024_M32_Q32",0.5,13,922585231
"centered_gamma4_phi020_N4096","centered_gamma4","fixed_N_distribution_dependence","centered_gamma4_phi_0.2","centered_gamma4, phi = 0.2",0.2,4096,256,16,256,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.2","centered_gamma4_phi020_N4096_M256_Q16",0.666666666666667,17,1847110801
"centered_gamma4_phi020_N4096","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.2","centered_gamma4, phi = 0.2",0.2,4096,64,64,4096,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.2","centered_gamma4_phi020_N4096_M64_Q64",0.5,17,1847110801
"centered_gamma4_phi020_N4096","centered_gamma4","fixed_N_distribution_dependence","centered_gamma4_phi_0.2","centered_gamma4, phi = 0.2",0.2,4096,64,64,64,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.2","centered_gamma4_phi020_N4096_M64_Q64",0.5,17,1847110801
"centered_gamma4_phi020_N4096","centered_gamma4","fixed_N_distribution_dependence","centered_gamma4_phi_0.2","centered_gamma4, phi = 0.2",0.2,4096,16,256,16,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.2","centered_gamma4_phi020_N4096_M16_Q256",0.333333333333333,8,1847110801
"centered_gamma4_phi020_N8100","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.2","centered_gamma4, phi = 0.2",0.2,8100,90,90,8100,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.2","centered_gamma4_phi020_N8100_M90_Q90",0.5,19,1556155521
"centered_gamma4_phi050_N64","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.5","centered_gamma4, phi = 0.5",0.5,64,8,8,64,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.5","centered_gamma4_phi050_N64_M8_Q8",0.5,4,2140086997
"centered_gamma4_phi050_N100","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.5","centered_gamma4, phi = 0.5",0.5,100,10,10,100,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.5","centered_gamma4_phi050_N100_M10_Q10",0.5,5,28603459
"centered_gamma4_phi080_N4096","centered_gamma4","fixed_N_distribution_dependence","centered_gamma4_phi_0.8","centered_gamma4, phi = 0.8",0.8,4096,16,256,16,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.8","centered_gamma4_phi080_N4096_M16_Q256",0.333333333333333,8,1907152801
"centered_gamma4_phi080_N4096","centered_gamma4","fixed_N_distribution_dependence","centered_gamma4_phi_0.8","centered_gamma4, phi = 0.8",0.8,4096,64,64,64,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.8","centered_gamma4_phi080_N4096_M64_Q64",0.5,17,1907152801
"centered_gamma4_phi080_N4096","centered_gamma4","fixed_N_distribution_dependence","centered_gamma4_phi_0.8","centered_gamma4, phi = 0.8",0.8,4096,256,16,256,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.8","centered_gamma4_phi080_N4096_M256_Q16",0.666666666666667,17,1907152801
"centered_gamma4_phi080_N4096","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.8","centered_gamma4, phi = 0.8",0.8,4096,64,64,4096,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.8","centered_gamma4_phi080_N4096_M64_Q64",0.5,17,1907152801
"centered_gamma4_phi080_N400","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.8","centered_gamma4, phi = 0.8",0.8,400,20,20,400,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.8","centered_gamma4_phi080_N400_M20_Q20",0.5,10,358625359
"centered_gamma4_phi080_N1024","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.8","centered_gamma4, phi = 0.8",0.8,1024,32,32,1024,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.8","centered_gamma4_phi080_N1024_M32_Q32",0.5,13,982627231
"centered_gamma4_phi080_N8100","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.8","centered_gamma4, phi = 0.8",0.8,8100,90,90,8100,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.8","centered_gamma4_phi080_N8100_M90_Q90",0.5,19,1616197521
"contaminated_normal_phi080_N4096","contaminated_normal","fixed_N_distribution_dependence","contaminated_normal_phi_0.8","contaminated_normal, phi = 0.8",0.8,4096,64,64,64,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.8","contaminated_normal_phi080_N4096_M64_Q64",0.5,17,1907152902
"contaminated_normal_phi080_N4096","contaminated_normal","fixed_N_distribution_dependence","contaminated_normal_phi_0.8","contaminated_normal, phi = 0.8",0.8,4096,256,16,256,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.8","contaminated_normal_phi080_N4096_M256_Q16",0.666666666666667,17,1907152902
"contaminated_normal_phi080_N4096","contaminated_normal","extreme_distribution_dependence","contaminated_normal_phi_0.8","contaminated_normal, phi = 0.8",0.8,4096,64,64,4096,0.5,NA,"Balanced extreme-distribution design","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.8","contaminated_normal_phi080_N4096_M64_Q64",0.5,17,1907152902
"contaminated_normal_phi080_N4096","contaminated_normal","fixed_N_distribution_dependence","contaminated_normal_phi_0.8","contaminated_normal, phi = 0.8",0.8,4096,16,256,16,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.8","contaminated_normal_phi080_N4096_M16_Q256",0.333333333333333,8,1907152902
"contaminated_normal_phi050_N225","contaminated_normal","extreme_distribution_dependence","contaminated_normal_phi_0.5","contaminated_normal, phi = 0.5",0.5,225,15,15,225,0.5,NA,"Balanced extreme-distribution design","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.5","contaminated_normal_phi050_N225_M15_Q15",0.5,7,153603935
"contaminated_normal_phi050_N400","contaminated_normal","extreme_distribution_dependence","contaminated_normal_phi_0.5","contaminated_normal, phi = 0.5",0.5,400,20,20,400,0.5,NA,"Balanced extreme-distribution design","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.5","contaminated_normal_phi050_N400_M20_Q20",0.5,10,328604460
"contaminated_normal_phi050_N1024","contaminated_normal","extreme_distribution_dependence","contaminated_normal_phi_0.5","contaminated_normal, phi = 0.5",0.5,1024,32,32,1024,0.5,NA,"Balanced extreme-distribution design","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.5","contaminated_normal_phi050_N1024_M32_Q32",0.5,13,952606332
"contaminated_normal_phi050_N4096","contaminated_normal","extreme_distribution_dependence","contaminated_normal_phi_0.5","contaminated_normal, phi = 0.5",0.5,4096,64,64,4096,0.5,NA,"Balanced extreme-distribution design","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.5","contaminated_normal_phi050_N4096_M64_Q64",0.5,17,1877131902
"contaminated_normal_phi050_N4096","contaminated_normal","fixed_N_distribution_dependence","contaminated_normal_phi_0.5","contaminated_normal, phi = 0.5",0.5,4096,64,64,64,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.5","contaminated_normal_phi050_N4096_M64_Q64",0.5,17,1877131902
"contaminated_normal_phi050_N4096","contaminated_normal","fixed_N_distribution_dependence","contaminated_normal_phi_0.5","contaminated_normal, phi = 0.5",0.5,4096,256,16,256,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.5","contaminated_normal_phi050_N4096_M256_Q16",0.666666666666667,17,1877131902
"contaminated_normal_phi050_N4096","contaminated_normal","fixed_N_distribution_dependence","contaminated_normal_phi_0.5","contaminated_normal, phi = 0.5",0.5,4096,16,256,16,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.5","contaminated_normal_phi050_N4096_M16_Q256",0.333333333333333,8,1877131902
"contaminated_normal_phi080_N64","contaminated_normal","extreme_distribution_dependence","contaminated_normal_phi_0.8","contaminated_normal, phi = 0.8",0.8,64,8,8,64,0.5,NA,"Balanced extreme-distribution design","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.8","contaminated_normal_phi080_N64_M8_Q8",0.5,4,22624452
"contaminated_normal_phi080_N100","contaminated_normal","extreme_distribution_dependence","contaminated_normal_phi_0.8","contaminated_normal, phi = 0.8",0.8,100,10,10,100,0.5,NA,"Balanced extreme-distribution design","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.8","contaminated_normal_phi080_N100_M10_Q10",0.5,5,58624560
"contaminated_normal_phi080_N225","contaminated_normal","extreme_distribution_dependence","contaminated_normal_phi_0.8","contaminated_normal, phi = 0.8",0.8,225,15,15,225,0.5,NA,"Balanced extreme-distribution design","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.8","contaminated_normal_phi080_N225_M15_Q15",0.5,7,183624935
"contaminated_normal_phi050_N64","contaminated_normal","extreme_distribution_dependence","contaminated_normal_phi_0.5","contaminated_normal, phi = 0.5",0.5,64,8,8,64,0.5,NA,"Balanced extreme-distribution design","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.5","contaminated_normal_phi050_N64_M8_Q8",0.5,4,2140087098
"contaminated_normal_phi050_N100","contaminated_normal","extreme_distribution_dependence","contaminated_normal_phi_0.5","contaminated_normal, phi = 0.5",0.5,100,10,10,100,0.5,NA,"Balanced extreme-distribution design","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.5","contaminated_normal_phi050_N100_M10_Q10",0.5,5,28603560
"contaminated_normal_phi080_N1024","contaminated_normal","extreme_distribution_dependence","contaminated_normal_phi_0.8","contaminated_normal, phi = 0.8",0.8,1024,32,32,1024,0.5,NA,"Balanced extreme-distribution design","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.8","contaminated_normal_phi080_N1024_M32_Q32",0.5,13,982627332
"contaminated_normal_phi080_N400","contaminated_normal","extreme_distribution_dependence","contaminated_normal_phi_0.8","contaminated_normal, phi = 0.8",0.8,400,20,20,400,0.5,NA,"Balanced extreme-distribution design","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.8","contaminated_normal_phi080_N400_M20_Q20",0.5,10,358625460
"centered_gamma05_phi050_N4096","centered_gamma05","fixed_N_distribution_dependence","centered_gamma05_phi_0.5","centered_gamma05, phi = 0.5",0.5,4096,256,16,256,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.5","centered_gamma05_phi050_N4096_M256_Q16",0.666666666666667,17,1877132003
"centered_gamma05_phi050_N4096","centered_gamma05","fixed_N_distribution_dependence","centered_gamma05_phi_0.5","centered_gamma05, phi = 0.5",0.5,4096,16,256,16,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.5","centered_gamma05_phi050_N4096_M16_Q256",0.333333333333333,8,1877132003
"centered_gamma05_phi050_N4096","centered_gamma05","fixed_N_distribution_dependence","centered_gamma05_phi_0.5","centered_gamma05, phi = 0.5",0.5,4096,64,64,64,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.5","centered_gamma05_phi050_N4096_M64_Q64",0.5,17,1877132003
"centered_gamma05_phi050_N4096","centered_gamma05","extreme_distribution_dependence","centered_gamma05_phi_0.5","centered_gamma05, phi = 0.5",0.5,4096,64,64,4096,0.5,NA,"Balanced extreme-distribution design","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.5","centered_gamma05_phi050_N4096_M64_Q64",0.5,17,1877132003
"centered_gamma05_phi080_N400","centered_gamma05","extreme_distribution_dependence","centered_gamma05_phi_0.8","centered_gamma05, phi = 0.8",0.8,400,20,20,400,0.5,NA,"Balanced extreme-distribution design","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.8","centered_gamma05_phi080_N400_M20_Q20",0.5,10,358625561
