"scenario_id","innovation","module","panel","series","phi","N","M","Q","x_order","alpha_nominal","C_nominal","note","innovation_label","dist_code","skewness","excess_kurtosis","assumption_status","severity_group","phi_label","design_id","alpha_effective","L","seed"
"centered_gamma05_phi080_N4096","centered_gamma05","fixed_N_distribution_dependence","centered_gamma05_phi_0.8","centered_gamma05, phi = 0.8",0.8,4096,64,64,64,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.8","centered_gamma05_phi080_N4096_M64_Q64",0.5,17,1907153003
"centered_gamma05_phi080_N4096","centered_gamma05","fixed_N_distribution_dependence","centered_gamma05_phi_0.8","centered_gamma05, phi = 0.8",0.8,4096,256,16,256,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.8","centered_gamma05_phi080_N4096_M256_Q16",0.666666666666667,17,1907153003
"centered_gamma05_phi080_N4096","centered_gamma05","fixed_N_distribution_dependence","centered_gamma05_phi_0.8","centered_gamma05, phi = 0.8",0.8,4096,16,256,16,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.8","centered_gamma05_phi080_N4096_M16_Q256",0.333333333333333,8,1907153003
"centered_gamma05_phi080_N4096","centered_gamma05","extreme_distribution_dependence","centered_gamma05_phi_0.8","centered_gamma05, phi = 0.8",0.8,4096,64,64,4096,0.5,NA,"Balanced extreme-distribution design","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.8","centered_gamma05_phi080_N4096_M64_Q64",0.5,17,1907153003
"centered_gamma05_phi050_N64","centered_gamma05","extreme_distribution_dependence","centered_gamma05_phi_0.5","centered_gamma05, phi = 0.5",0.5,64,8,8,64,0.5,NA,"Balanced extreme-distribution design","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.5","centered_gamma05_phi050_N64_M8_Q8",0.5,4,2140087199
"centered_gamma05_phi050_N100","centered_gamma05","extreme_distribution_dependence","centered_gamma05_phi_0.5","centered_gamma05, phi = 0.5",0.5,100,10,10,100,0.5,NA,"Balanced extreme-distribution design","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.5","centered_gamma05_phi050_N100_M10_Q10",0.5,5,28603661
"centered_gamma05_phi050_N225","centered_gamma05","extreme_distribution_dependence","centered_gamma05_phi_0.5","centered_gamma05, phi = 0.5",0.5,225,15,15,225,0.5,NA,"Balanced extreme-distribution design","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.5","centered_gamma05_phi050_N225_M15_Q15",0.5,7,153604036
"centered_gamma05_phi050_N400","centered_gamma05","extreme_distribution_dependence","centered_gamma05_phi_0.5","centered_gamma05, phi = 0.5",0.5,400,20,20,400,0.5,NA,"Balanced extreme-distribution design","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.5","centered_gamma05_phi050_N400_M20_Q20",0.5,10,328604561
"centered_gamma05_phi050_N1024","centered_gamma05","extreme_distribution_dependence","centered_gamma05_phi_0.5","centered_gamma05, phi = 0.5",0.5,1024,32,32,1024,0.5,NA,"Balanced extreme-distribution design","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.5","centered_gamma05_phi050_N1024_M32_Q32",0.5,13,952606433
"centered_gamma05_phi080_N64","centered_gamma05","extreme_distribution_dependence","centered_gamma05_phi_0.8","centered_gamma05, phi = 0.8",0.8,64,8,8,64,0.5,NA,"Balanced extreme-distribution design","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.8","centered_gamma05_phi080_N64_M8_Q8",0.5,4,22624553
"centered_gamma05_phi080_N100","centered_gamma05","extreme_distribution_dependence","centered_gamma05_phi_0.8","centered_gamma05, phi = 0.8",0.8,100,10,10,100,0.5,NA,"Balanced extreme-distribution design","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.8","centered_gamma05_phi080_N100_M10_Q10",0.5,5,58624661
"centered_gamma05_phi080_N225","centered_gamma05","extreme_distribution_dependence","centered_gamma05_phi_0.8","centered_gamma05, phi = 0.8",0.8,225,15,15,225,0.5,NA,"Balanced extreme-distribution design","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.8","centered_gamma05_phi080_N225_M15_Q15",0.5,7,183625036
"centered_gamma05_phi080_N1024","centered_gamma05","extreme_distribution_dependence","centered_gamma05_phi_0.8","centered_gamma05, phi = 0.8",0.8,1024,32,32,1024,0.5,NA,"Balanced extreme-distribution design","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.8","centered_gamma05_phi080_N1024_M32_Q32",0.5,13,982627433
"student_t5_phi080_N4096","student_t5","extreme_distribution_dependence","student_t5_phi_0.8","student_t5, phi = 0.8",0.8,4096,64,64,4096,0.5,NA,"Balanced extreme-distribution design","Standardized t(5)",6,0,6,"outside formal 8+delta moment assumption","extreme","phi = 0.8","student_t5_phi080_N4096_M64_Q64",0.5,17,1907153104
"student_t5_phi080_N4096","student_t5","fixed_N_distribution_dependence","student_t5_phi_0.8","student_t5, phi = 0.8",0.8,4096,16,256,16,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Standardized t(5)",6,0,6,"outside formal 8+delta moment assumption","extreme","phi = 0.8","student_t5_phi080_N4096_M16_Q256",0.333333333333333,8,1907153104
"student_t5_phi080_N4096","student_t5","fixed_N_distribution_dependence","student_t5_phi_0.8","student_t5, phi = 0.8",0.8,4096,64,64,64,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Standardized t(5)",6,0,6,"outside formal 8+delta moment assumption","extreme","phi = 0.8","student_t5_phi080_N4096_M64_Q64",0.5,17,1907153104
"student_t5_phi080_N4096","student_t5","fixed_N_distribution_dependence","student_t5_phi_0.8","student_t5, phi = 0.8",0.8,4096,256,16,256,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Standardized t(5)",6,0,6,"outside formal 8+delta moment assumption","extreme","phi = 0.8","student_t5_phi080_N4096_M256_Q16",0.666666666666667,17,1907153104
"student_t5_phi050_N64","student_t5","extreme_distribution_dependence","student_t5_phi_0.5","student_t5, phi = 0.5",0.5,64,8,8,64,0.5,NA,"Balanced extreme-distribution design","Standardized t(5)",6,0,6,"outside formal 8+delta moment assumption","extreme","phi = 0.5","student_t5_phi050_N64_M8_Q8",0.5,4,2140087300
"student_t5_phi050_N100","student_t5","extreme_distribution_dependence","student_t5_phi_0.5","student_t5, phi = 0.5",0.5,100,10,10,100,0.5,NA,"Balanced extreme-distribution design","Standardized t(5)",6,0,6,"outside formal 8+delta moment assumption","extreme","phi = 0.5","student_t5_phi050_N100_M10_Q10",0.5,5,28603762
"student_t5_phi050_N225","student_t5","extreme_distribution_dependence","student_t5_phi_0.5","student_t5, phi = 0.5",0.5,225,15,15,225,0.5,NA,"Balanced extreme-distribution design","Standardized t(5)",6,0,6,"outside formal 8+delta moment assumption","extreme","phi = 0.5","student_t5_phi050_N225_M15_Q15",0.5,7,153604137
"student_t5_phi050_N400","student_t5","extreme_distribution_dependence","student_t5_phi_0.5","student_t5, phi = 0.5",0.5,400,20,20,400,0.5,NA,"Balanced extreme-distribution design","Standardized t(5)",6,0,6,"outside formal 8+delta moment assumption","extreme","phi = 0.5","student_t5_phi050_N400_M20_Q20",0.5,10,328604662
"student_t5_phi050_N1024","student_t5","extreme_distribution_dependence","student_t5_phi_0.5","student_t5, phi = 0.5",0.5,1024,32,32,1024,0.5,NA,"Balanced extreme-distribution design","Standardized t(5)",6,0,6,"outside formal 8+delta moment assumption","extreme","phi = 0.5","student_t5_phi050_N1024_M32_Q32",0.5,13,952606534
"student_t5_phi050_N4096","student_t5","extreme_distribution_dependence","student_t5_phi_0.5","student_t5, phi = 0.5",0.5,4096,64,64,4096,0.5,NA,"Balanced extreme-distribution design","Standardized t(5)",6,0,6,"outside formal 8+delta moment assumption","extreme","phi = 0.5","student_t5_phi050_N4096_M64_Q64",0.5,17,1877132104
"student_t5_phi050_N4096","student_t5","fixed_N_distribution_dependence","student_t5_phi_0.5","student_t5, phi = 0.5",0.5,4096,256,16,256,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Standardized t(5)",6,0,6,"outside formal 8+delta moment assumption","extreme","phi = 0.5","student_t5_phi050_N4096_M256_Q16",0.666666666666667,17,1877132104
"student_t5_phi050_N4096","student_t5","fixed_N_distribution_dependence","student_t5_phi_0.5","student_t5, phi = 0.5",0.5,4096,16,256,16,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Standardized t(5)",6,0,6,"outside formal 8+delta moment assumption","extreme","phi = 0.5","student_t5_phi050_N4096_M16_Q256",0.333333333333333,8,1877132104
"student_t5_phi050_N4096","student_t5","fixed_N_distribution_dependence","student_t5_phi_0.5","student_t5, phi = 0.5",0.5,4096,64,64,64,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Standardized t(5)",6,0,6,"outside formal 8+delta moment assumption","extreme","phi = 0.5","student_t5_phi050_N4096_M64_Q64",0.5,17,1877132104
"student_t5_phi080_N64","student_t5","extreme_distribution_dependence","student_t5_phi_0.8","student_t5, phi = 0.8",0.8,64,8,8,64,0.5,NA,"Balanced extreme-distribution design","Standardized t(5)",6,0,6,"outside formal 8+delta moment assumption","extreme","phi = 0.8","student_t5_phi080_N64_M8_Q8",0.5,4,22624654
"student_t5_phi080_N100","student_t5","extreme_distribution_dependence","student_t5_phi_0.8","student_t5, phi = 0.8",0.8,100,10,10,100,0.5,NA,"Balanced extreme-distribution design","Standardized t(5)",6,0,6,"outside formal 8+delta moment assumption","extreme","phi = 0.8","student_t5_phi080_N100_M10_Q10",0.5,5,58624762
"student_t5_phi080_N225","student_t5","extreme_distribution_dependence","student_t5_phi_0.8","student_t5, phi = 0.8",0.8,225,15,15,225,0.5,NA,"Balanced extreme-distribution design","Standardized t(5)",6,0,6,"outside formal 8+delta moment assumption","extreme","phi = 0.8","student_t5_phi080_N225_M15_Q15",0.5,7,183625137
"student_t5_phi080_N400","student_t5","extreme_distribution_dependence","student_t5_phi_0.8","student_t5, phi = 0.8",0.8,400,20,20,400,0.5,NA,"Balanced extreme-distribution design","Standardized t(5)",6,0,6,"outside formal 8+delta moment assumption","extreme","phi = 0.8","student_t5_phi080_N400_M20_Q20",0.5,10,358625662
"student_t5_phi080_N1024","student_t5","extreme_distribution_dependence","student_t5_phi_0.8","student_t5, phi = 0.8",0.8,1024,32,32,1024,0.5,NA,"Balanced extreme-distribution design","Standardized t(5)",6,0,6,"outside formal 8+delta moment assumption","extreme","phi = 0.8","student_t5_phi080_N1024_M32_Q32",0.5,13,982627534
