"source","r_nominal","C_nominal","M","Q","C_effective","r_effective","phi","N","b","C_opt","coverage","coverage_error","coverage_mcse","convex_failure_rate","theoretical_delta","theoretical_coverage","normalized_error","normalized_theory","oracle_minus_grid_coverage","paired_mcse","normalized_paired_loss","normalized_paired_theory"
"relative grid",0.9,0.474341649025257,11,46,0.486135912065751,0.922378040718663,0.2,512,0.416666666666667,0.52704627669473,0.93866,-0.0113399999999999,0.000758797762252894,0,1.58630299680959,0.941969415857254,1.4167135836819,1.00326610581383,-0.00079,0.00044350391876201,-0.0986952143834844,0.00326610581382614
"relative grid",1,0.52704627669473,12,42,0.530330085889911,1.00623058987491,0.2,512,0.416666666666667,0.52704627669473,0.93787,-0.01213,0.00076334699252699,0,1.58116933015325,0.9419954048027,1.5154087980654,1.00001928993741,0,0,0,1.92899374060751e-05
"relative grid",1.1,0.579750904364203,13,39,0.57452425971407,1.09008313903115,0.2,512,0.416666666666667,0.52704627669473,0.93799,-0.01201,0.000762658245218656,0,1.587024113865,0.941965765236155,1.5004171199312,1.00372218028476,-0.00012,0.000455633550146738,-0.0149916781342002,0.00372218028476134
"relative grid",1.2,0.632455532033676,14,36,0.618718433538229,1.17393568818739,0.2,512,0.416666666666667,0.52704627669473,0.93715,-0.0128499999999999,0.000767462556089872,0,1.60151268000882,0.941892417553045,1.60535886687059,1.01288555409365,0.00072,0.000451881464510971,0.089950068805201,0.0128855540936545
"relative grid",1.3,0.685160159703149,16,32,0.707106781186547,1.34164078649987,0.2,512,0.416666666666667,0.52704627669473,0.93647,-0.0135299999999999,0.000771323143047063,0,1.64991582276861,0.941647378924556,1.69031170963106,1.0434983894999,0.0014,0.000500782295842293,0.174902911565669,0.0434983894999019
"relative grid",1.4,0.737864787372622,17,30,0.751300955010707,1.42549333565612,0.2,512,0.416666666666667,0.52704627669473,0.93613,-0.0138699999999999,0.000773243966028833,0,1.68154498638786,0.941487257774738,1.73278813101129,1.0635024290045,0.00174,0.000502366646705847,0.217379332945902,0.0635024290044957
"relative grid",1.5,0.790569415042095,18,28,0.795495128834866,1.50934588481236,0.2,512,0.416666666666667,0.52704627669473,0.93501,-0.0149899999999999,0.000779527420300274,0,1.71702549413122,0.941307639376845,1.87271046026383,1.08594227240615,0.00286,0.000470659557646705,0.357301662198437,0.0859422724061478
"relative grid",1.6,0.843274042711568,19,26,0.839689302659025,1.5931984339686,0.2,512,0.416666666666667,0.52704627669473,0.93332,-0.0166799999999999,0.0007888838799215,0,1.75574923903173,0.94111160224373,2.08384326065381,1.11043331908953,0.00455,0.000541198580891561,0.568434462588423,0.110433319089534
"relative grid",1.7,0.895978670381041,20,25,0.883883476483184,1.67705098312484,0.2,512,0.416666666666667,0.52704627669473,0.93306,-0.01694,0.000790310296023024,0,1.79722973551581,0.940901609185677,2.11632522994458,1.13666788856239,0.00481,0.000523518270659007,0.60091643187919,0.136667888562393
"relative grid",1.8,0.948683298050514,21,24,0.928077650307344,1.76090353228108,0.2,512,0.416666666666667,0.52704627669473,0.93305,-0.0169499999999999,0.000790365089689569,0,1.84107316192866,0.940679653906249,2.11757453645576,1.16439690614052,0.00482,0.000516304504825802,0.602165738390373,0.164396906140515
