dgp_id,pseudo_phi,ar1_lrv_ratio,delta_b,predicted_ar_wald_coverage
AR2_mild,0.666666666666667,0.818181818181819,0.775757575757576,0.923747118667516
AR2_clear,0.750000000000000,0.666666666666666,2.190476190476192,0.890468816147625
MA1_08,0.487804878048781,1.470311581422693,-0.786422644346142,0.982526116879116
ARMA_06_m04,0.223529411764706,0.744107744107744,0.848873348873349,0.909105476939557
