scenario_id,group,N1,N2,M1,M2,model1,p11,p12,model2,p21,p22,innov1,innov2,lrv_sd1,lrv_sd2,effect_c,delta0,L_rule,theory_scope,block_ratio,geom_M,base_id,scenario_no,B,threads,seed,delta_true,L_vc,L_hac1,L_hac2,Q1,Q2,Q,method,nominal,coverage,coverage_fail_as_miss,failure_rate,mcse,EN_theory,scaled_emp,scaled_theory,mcse_scaled,theory_signal_to_mcse
ratio_sym_normal_M8_18,blockratio_theory,1728,1728,8,18,ar1,0.6,0,ar1,0.6,0,normal,normal,1,1,0,0,loglog,unequal_blocks_main_theorem,0.444444444444444,12,ratio_sym_normal_M8_18,2,10000,7,22260835,0,14,7,7,216,96,312,VCBC_oracle,0.99,0.9925,0.9925,0,0.0008627716963368,4.0859912558444415e-05,8.6400000000002,0.1412118578019838,2.981738982539981,0.047358893125411375
ratio_sym_normal_M8_18,blockratio_theory,1728,1728,8,18,ar1,0.6,0,ar1,0.6,0,normal,normal,1,1,0,0,loglog,unequal_blocks_main_theorem,0.444444444444444,12,ratio_sym_normal_M8_18,2,10000,7,22260835,0,14,7,7,216,96,312,ABEL_oracle,0.9,0.8678,0.8678,0,0.0033870807489636,,-111.2832,,11.705751068418202,
ratio_sym_normal_M8_18,blockratio_theory,1728,1728,8,18,ar1,0.6,0,ar1,0.6,0,normal,normal,1,1,0,0,loglog,unequal_blocks_main_theorem,0.444444444444444,12,ratio_sym_normal_M8_18,2,10000,7,22260835,0,14,7,7,216,96,312,ABEL_oracle,0.95,0.9285,0.9285,0,0.0025765820382825,,-74.3039999999999,,8.90466752430432,
ratio_sym_normal_M8_18,blockratio_theory,1728,1728,8,18,ar1,0.6,0,ar1,0.6,0,normal,normal,1,1,0,0,loglog,unequal_blocks_main_theorem,0.444444444444444,12,ratio_sym_normal_M8_18,2,10000,7,22260835,0,14,7,7,216,96,312,ABEL_oracle,0.99,0.9836,0.9836,0,0.0012700803124212,,-22.1183999999999,,4.3893975597276675,
ratio_sym_normal_M8_18,blockratio_theory,1728,1728,8,18,ar1,0.6,0,ar1,0.6,0,normal,normal,1,1,0,0,loglog,unequal_blocks_main_theorem,0.444444444444444,12,ratio_sym_normal_M8_18,2,10000,7,22260835,0,14,7,7,216,96,312,VCABEL_oracle,0.9,0.9019,0.9019,0,0.0029744981089252,-3.312501192309122e-05,6.56640000000004,-0.1144800412062032,10.279865464445491,0.011136336521343609
ratio_sym_normal_M8_18,blockratio_theory,1728,1728,8,18,ar1,0.6,0,ar1,0.6,0,normal,normal,1,1,0,0,loglog,unequal_blocks_main_theorem,0.444444444444444,12,ratio_sym_normal_M8_18,2,10000,7,22260835,0,14,7,7,216,96,312,VCABEL_oracle,0.95,0.9523,0.9523,0,0.0021313073452695,2.0426583402809065e-05,7.94880000000028,0.0705942722401081,7.365798185251392,0.009584062781065559
ratio_sym_normal_M8_18,blockratio_theory,1728,1728,8,18,ar1,0.6,0,ar1,0.6,0,normal,normal,1,1,0,0,loglog,unequal_blocks_main_theorem,0.444444444444444,12,ratio_sym_normal_M8_18,2,10000,7,22260835,0,14,7,7,216,96,312,VCABEL_oracle,0.99,0.9925,0.9925,0,0.0008627716963368,4.0859912558444415e-05,8.6400000000002,0.1412118578019838,2.981738982539981,0.047358893125411375
ratio_sym_normal_M8_18,blockratio_theory,1728,1728,8,18,ar1,0.6,0,ar1,0.6,0,normal,normal,1,1,0,0,loglog,unequal_blocks_main_theorem,0.444444444444444,12,ratio_sym_normal_M8_18,2,10000,7,22260835,0,14,7,7,216,96,312,BC_feasible,0.9,0.8677,0.8677,0,0.0033881663182317,,-111.6288,,11.709502795808755,
ratio_sym_normal_M8_18,blockratio_theory,1728,1728,8,18,ar1,0.6,0,ar1,0.6,0,normal,normal,1,1,0,0,loglog,unequal_blocks_main_theorem,0.444444444444444,12,ratio_sym_normal_M8_18,2,10000,7,22260835,0,14,7,7,216,96,312,BC_feasible,0.95,0.9285,0.9285,0,0.0025765820382825,,-74.3039999999999,,8.90466752430432,
ratio_sym_normal_M8_18,blockratio_theory,1728,1728,8,18,ar1,0.6,0,ar1,0.6,0,normal,normal,1,1,0,0,loglog,unequal_blocks_main_theorem,0.444444444444444,12,ratio_sym_normal_M8_18,2,10000,7,22260835,0,14,7,7,216,96,312,BC_feasible,0.99,0.9836,0.9836,0,0.0012700803124212,,-22.1183999999999,,4.3893975597276675,
