"N","mean_log_vix","geometric_mean_vix","phi_burg","phi_br_unprojected","phi_tilde","projection_active","residual_skewness","residual_excess_kurtosis","path_product"
420,2.90964938826336,18.3503635861491,0.882736318261898,0.89148502079136,0.89148502079136,FALSE,1.75598942092005,7.65913908839927,45.576291267629
