"boundary","parity","x","Q","method","rejection","mcse","q95_over_chisq","hull_failure","in_4_6_band"
"negative","even",2,5,"Combined",0.12195,0.00231385174006461,3.96283591881707,0.04215,FALSE
"negative","even",2,6,"Variance",0.1428,0.00247394583610879,2.85631786998066,0.01935,FALSE
"negative","even",2,6,"Combined",0.10385,0.00215714136648482,2.05181490166028,0.01935,FALSE
"negative","even",2,8,"Variance",0.113,0.00223864914624869,1.80430972059385,0.004,FALSE
"negative","even",2,8,"Combined",0.08205,0.00194059008422696,1.42152168258853,0.004,FALSE
"negative","even",2,10,"Variance",0.0954,0.00207724384702422,1.50574696622451,6e-04,FALSE
"negative","even",2,10,"Combined",0.0716,0.00182309407327214,1.24953206617287,6e-04,FALSE
"negative","even",2,15,"Variance",0.07465,0.0018584587364265,1.25774471730079,0,FALSE
"negative","even",2,15,"Combined",0.0605,0.00168581953363935,1.11457999060096,0,FALSE
"negative","even",2,20,"Variance",0.0664,0.00176055445811824,1.17295267026809,0,FALSE
"negative","even",2,20,"Combined",0.05585,0.00162374224401535,1.07264720765743,0,TRUE
"negative","even",2,30,"Variance",0.06015,0.0016812492007433,1.0968746127582,0,FALSE
"negative","even",2,30,"Combined",0.05385,0.0015960917501823,1.03423517177788,0,TRUE
"negative","even",2,50,"Variance",0.0571,0.00164072529693426,1.06297901073645,0,TRUE
"negative","even",2,50,"Combined",0.0527,0.00157991629525111,1.02650728052428,0,TRUE
"negative","even",2,100,"Variance",0.0528,0.00158133108487755,1.02472399153727,0,TRUE
"negative","even",2,100,"Combined",0.05075,0.00155200575868777,1.00712652226327,0,TRUE
"negative","even",2,200,"Variance",0.0489,0.00152493917911502,0.993068504710864,0,TRUE
"negative","even",2,200,"Combined",0.0482,0.00151454217504829,0.984537244855634,0,TRUE
"negative","even",3,5,"Variance",0.17365,0.00267857870427583,6.04948382087994,0.0436,FALSE
"negative","even",3,5,"Combined",0.1255,0.00234253868698043,4.05653786563019,0.0436,FALSE
"negative","even",3,6,"Variance",0.1454,0.00249257738094527,2.72302103032605,0.02055,FALSE
"negative","even",3,6,"Combined",0.10465,0.00216446734209597,1.97354467095276,0.02055,FALSE
