"boundary","parity","x","Q","method","scale","nu","theta_block","theta_bartlett","aG_over_N","bartlett_multiplier","rejection","coverage","mcse","q95","q95_over_chisq","hull_failure","in_4_6_band","reps","seed"
"positive","not_applicable",6,100,"Raw",1,0.835138355956038,0.00247875217666636,0.0994555588493062,0.0144086244011249,0.985591375598875,0.0772,0.9228,0.00188732827033349,4.72465026076804,1.22991042760009,0,FALSE,20000,2608229
"positive","not_applicable",6,100,"Variance",0.835138355956038,0.835138355956038,0.00247875217666636,0.0994555588493062,0.0144086244011249,0.985591375598875,0.05335,0.94665,0.00158908428819871,3.94573665124509,1.02714537247913,0,TRUE,20000,2608229
"positive","not_applicable",6,100,"Bartlett",0.985591375598875,0.835138355956038,0.00247875217666636,0.0994555588493062,0.0144086244011249,0.985591375598875,0.0751,0.9249,0.00186359853509279,4.65657454973396,1.21218911020177,0,FALSE,20000,2608229
"positive","not_applicable",6,100,"Combined",0.823105161062094,0.835138355956038,0.00247875217666636,0.0994555588493062,0.0144086244011249,0.985591375598875,0.05145,0.94855,0.00156209630785045,3.88888401385154,1.01234562060172,0,TRUE,20000,2608229
"positive","not_applicable",6,200,"Raw",1,0.834441826885182,0.00247875217666636,0.0994555588493062,0.00720181343932444,0.992798186560676,0.0737,0.9263,0.00184754309827944,4.62675503599253,1.2044265608336,0,FALSE,20000,2608230
"positive","not_applicable",6,200,"Variance",0.834441826885182,0.834441826885182,0.00247875217666636,0.0994555588493062,0.00720181343932444,0.992798186560676,0.05075,0.94925,0.00155200575868777,3.86075792478383,1.00502389977103,0,TRUE,20000,2608230
"positive","not_applicable",6,200,"Bartlett",0.992798186560676,0.834441826885182,0.00247875217666636,0.0994555588493062,0.00720181343932444,0.992798186560676,0.0726,0.9274,0.00183479208631387,4.59343400939386,1.19575250544111,0,FALSE,20000,2608230
"positive","not_applicable",6,200,"Combined",0.828432332521986,0.834441826885182,0.00247875217666636,0.0994555588493062,0.00720181343932444,0.992798186560676,0.0495,0.9505,0.00153378209012884,3.83295346647514,0.997785905142815,0,TRUE,20000,2608230
"positive","not_applicable",8,5,"Raw",1,0.897478905465116,0.000335462627902512,0.0713772356063794,0.292652536143119,0.707347463856881,0.21415,0.78585,0.00290077384071906,Inf,Inf,0.0753,FALSE,20000,2608231
"positive","not_applicable",8,5,"Variance",0.897478905465116,0.897478905465116,0.000335462627902512,0.0713772356063794,0.292652536143119,0.707347463856881,0.1995,0.8005,0.00282577201840488,Inf,Inf,0.0753,FALSE,20000,2608231
"positive","not_applicable",8,5,"Bartlett",0.707347463856881,0.897478905465116,0.000335462627902512,0.0713772356063794,0.292652536143119,0.707347463856881,0.1689,0.8311,0.0026492715036402,Inf,Inf,0.0753,FALSE,20000,2608231
"positive","not_applicable",8,5,"Combined",0.634829427645799,0.897478905465116,0.000335462627902512,0.0713772356063794,0.292652536143119,0.707347463856881,0.1565,0.8435,0.0025691219317113,Inf,Inf,0.0753,FALSE,20000,2608231
"positive","not_applicable",8,6,"Raw",1,0.893659846292924,0.000335462627902512,0.0713772356063794,0.243480307072018,0.756519692927982,0.18135,0.81865,0.00272453828657261,20.3139081128738,5.28807129297907,0.04065,FALSE,20000,2608232
"positive","not_applicable",8,6,"Variance",0.893659846292924,0.893659846292924,0.000335462627902512,0.0713772356063794,0.243480307072018,0.756519692927982,0.1644,0.8356,0.00262080750914675,18.1537240017594,4.7257369788697,0.04065,FALSE,20000,2608232
"positive","not_applicable",8,6,"Bartlett",0.756519692927982,0.893659846292924,0.000335462627902512,0.0713772356063794,0.243480307072018,0.756519692927982,0.14185,0.85815,0.00246706888331072,15.3678715277185,4.0005300707458,0.04065,FALSE,20000,2608232
"positive","not_applicable",8,6,"Combined",0.67607127249959,0.893659846292924,0.000335462627902512,0.0713772356063794,0.243480307072018,0.756519692927982,0.129,0.871,0.00237022150863585,13.7336497073103,3.57511308811291,0.04065,FALSE,20000,2608232
"positive","not_applicable",8,8,"Raw",1,0.888931487317829,0.000335462627902512,0.0713772356063794,0.182238224322219,0.817761775677781,0.1388,0.8612,0.00244473475043817,9.1406910786082,2.37948433271414,0.01105,FALSE,20000,2608233
"positive","not_applicable",8,8,"Variance",0.888931487317829,0.888931487317829,0.000335462627902512,0.0713772356063794,0.182238224322219,0.817761775677781,0.12255,0.87745,0.00231874424527588,8.12544811562,2.11519854692905,0.01105,FALSE,20000,2608233
"positive","not_applicable",8,8,"Bartlett",0.817761775677781,0.888931487317829,0.000335462627902512,0.0713772356063794,0.182238224322219,0.817761775677781,0.1112,0.8888,0.00222299977507871,7.47490776736469,1.94585133311777,0.01105,FALSE,20000,2608233
"positive","not_applicable",8,8,"Combined",0.726934191524919,0.888931487317829,0.000335462627902512,0.0713772356063794,0.182238224322219,0.817761775677781,0.0973,0.9027,0.00209562293841235,6.64468087920709,1.72972851964776,0.01105,FALSE,20000,2608233
"positive","not_applicable",8,10,"Raw",1,0.886118412990874,0.000335462627902512,0.0713772356063794,0.145612016586514,0.854387983413486,0.12095,0.87905,0.0023056571460215,6.96822302008377,1.81395228878821,0.00225,FALSE,20000,2608234
"positive","not_applicable",8,10,"Variance",0.886118412990874,0.886118412990874,0.000335462627902512,0.0713772356063794,0.145612016586514,0.854387983413486,0.10335,0.89665,0.00215254242118477,6.17467072392311,1.60737652338217,0.00225,FALSE,20000,2608234
"positive","not_applicable",8,10,"Bartlett",0.854387983413486,0.886118412990874,0.000335462627902512,0.0713772356063794,0.145612016586514,0.854387983413486,0.0981,0.9019,0.00210328778344762,5.9535660141048,1.54981903802604,0.00225,FALSE,20000,2608234
"positive","not_applicable",8,10,"Combined",0.757088923940831,0.886118412990874,0.000335462627902512,0.0713772356063794,0.145612016586514,0.854387983413486,0.082,0.918,0.00194005154570697,5.27556446805495,1.37332318639868,0.00225,FALSE,20000,2608234
"positive","not_applicable",8,15,"Raw",1,0.882395226381668,0.000335462627902512,0.0713772356063794,0.0969159551721102,0.90308404482789,0.0923,0.9077,0.00204671334094445,5.42941388993802,1.41337292506938,1e-04,FALSE,20000,2608235
"positive","not_applicable",8,15,"Variance",0.882395226381668,0.882395226381668,0.000335462627902512,0.0713772356063794,0.0969159551721102,0.90308404482789,0.0758,0.9242,0.00187155496846873,4.79088889853164,1.24715352217832,1e-04,FALSE,20000,2608235
"positive","not_applicable",8,15,"Bartlett",0.90308404482789,0.882395226381668,0.000335462627902512,0.0713772356063794,0.0969159551721102,0.90308404482789,0.0782,0.9218,0.00189848307867097,4.90321705676996,1.27639453802188,1e-04,FALSE,20000,2608235
"positive","not_applicable",8,15,"Combined",0.796877050177579,0.882395226381668,0.000335462627902512,0.0713772356063794,0.0969159551721102,0.90308404482789,0.0626,0.9374,0.00171291038878279,4.32657532480698,1.12628444733014,1e-04,FALSE,20000,2608235
"positive","not_applicable",8,20,"Raw",1,0.880545341211057,0.000335462627902512,0.0713772356063794,0.0726274454219955,0.927372554578004,0.08545,0.91455,0.00197671820829374,5.16818242690436,1.34536973273359,0,FALSE,20000,2608236
"positive","not_applicable",8,20,"Variance",0.880545341211057,0.880545341211057,0.000335462627902512,0.0713772356063794,0.0726274454219955,0.927372554578004,0.06865,0.93135,0.00178797619531134,4.55081895853949,1.18465905036493,0,FALSE,20000,2608236
"positive","not_applicable",8,20,"Bartlett",0.927372554578004,0.880545341211057,0.000335462627902512,0.0713772356063794,0.0726274454219955,0.927372554578004,0.0754,0.9246,0.00186701419383999,4.79283053976345,1.24765896589708,0,FALSE,20000,2608236
"positive","not_applicable",8,20,"Combined",0.816593582500658,0.880545341211057,0.000335462627902512,0.0713772356063794,0.0726274454219955,0.927372554578004,0.0593,0.9407,0.00167008248299298,4.22030460300278,1.09862028984088,0,TRUE,20000,2608236
"positive","not_applicable",8,30,"Raw",1,0.878703196145762,0.000335462627902512,0.0713772356063794,0.0483786163099389,0.951621383690061,0.07705,0.92295,0.0018856470706365,4.7414314238056,1.23427886256734,0,FALSE,20000,2608237
"positive","not_applicable",8,30,"Variance",0.878703196145762,0.878703196145762,0.000335462627902512,0.0713772356063794,0.0483786163099389,0.951621383690061,0.05905,0.94095,0.00166677979199413,4.16631094640393,1.08456478147307,0,TRUE,20000,2608237
"positive","not_applicable",8,30,"Bartlett",0.951621383690061,0.878703196145762,0.000335462627902512,0.0713772356063794,0.0483786163099389,0.951621383690061,0.0693,0.9307,0.00179579383560586,4.51204753219342,1.17456615905572,0,FALSE,20000,2608237
"positive","not_applicable",8,30,"Combined",0.836192751369109,0.878703196145762,0.000335462627902512,0.0713772356063794,0.0483786163099389,0.951621383690061,0.05295,0.94705,0.00158345030708261,3.96475058769996,1.03209503804692,0,TRUE,20000,2608237
"positive","not_applicable",8,50,"Raw",1,0.877235020379436,0.000335462627902512,0.0713772356063794,0.0290081230796954,0.970991876920305,0.07035,0.92965,0.00180832626342704,4.59349517409764,1.1957684277005,0,FALSE,20000,2608238
"positive","not_applicable",8,50,"Variance",0.877235020379436,0.877235020379436,0.000335462627902512,0.0713772356063794,0.0290081230796954,0.970991876920305,0.0545,0.9455,0.00160514407453038,4.02957483266238,1.04896994104294,0,TRUE,20000,2608238
"positive","not_applicable",8,50,"Bartlett",0.970991876920305,0.877235020379436,0.000335462627902512,0.0713772356063794,0.0290081230796954,0.970991876920305,0.0663,0.9337,0.00175932245481037,4.46024650072143,1.16108142997495,0,FALSE,20000,2608238
"positive","not_applicable",8,50,"Combined",0.851788078938451,0.877235020379436,0.000335462627902512,0.0713772356063794,0.0290081230796954,0.970991876920305,0.05165,0.94835,0.00156496449640239,3.91268442995767,1.01854129188626,0,TRUE,20000,2608238
"positive","not_applicable",8,100,"Raw",1,0.876137104208749,0.000335462627902512,0.0713772356063794,0.0144969190249973,0.985503080975003,0.06785,0.93215,0.00177829099840268,4.38807600063893,1.14229416621627,0,FALSE,20000,2608239
"positive","not_applicable",8,100,"Variance",0.876137104208749,0.876137104208749,0.000335462627902512,0.0713772356063794,0.0144969190249973,0.985503080975003,0.0501,0.9499,0.00154256264054333,3.8445562002477,1.00080630294327,0,TRUE,20000,2608239
"positive","not_applicable",8,100,"Bartlett",0.985503080975003,0.876137104208749,0.000335462627902512,0.0713772356063794,0.0144969190249973,0.985503080975003,0.0658,0.9342,0.00175314517368072,4.32446241818213,1.1257344201859,0,FALSE,20000,2608239
"positive","not_applicable",8,100,"Combined",0.863435815554239,0.876137104208749,0.000335462627902512,0.0713772356063794,0.0144969190249973,0.985503080975003,0.0484,0.9516,0.00151752166376629,3.78882198032565,0.986297695009794,0,TRUE,20000,2608239
"positive","not_applicable",8,200,"Raw",1,0.875589176063528,0.000335462627902512,0.0713772356063794,0.00724667388378602,0.992753326116214,0.0685,0.9315,0.00178616558582904,4.46649051041567,1.16270685666458,0,FALSE,20000,2608240
"positive","not_applicable",8,200,"Variance",0.875589176063528,0.875589176063528,0.000335462627902512,0.0713772356063794,0.00724667388378602,0.992753326116214,0.05195,0.94805,0.00156925456029288,3.91081074591042,1.01805353863035,0,TRUE,20000,2608240
"positive","not_applicable",8,200,"Bartlett",0.992753326116214,0.875589176063528,0.000335462627902512,0.0713772356063794,0.00724667388378602,0.992753326116214,0.0675,0.9325,0.00177403142587723,4.43412331028167,1.15428109925189,0,FALSE,20000,2608240
"positive","not_applicable",8,200,"Combined",0.869244066848422,0.875589176063528,0.000335462627902512,0.0713772356063794,0.00724667388378602,0.992753326116214,0.05115,0.94885,0.00155778171609504,3.88247037581361,1.01067603663966,0,TRUE,20000,2608240
"positive","not_applicable",12,5,"Raw",1,0.93220391052647,6.14421235332821e-06,0.045453961502521,0.294380182739023,0.705619817260978,0.1976,0.8024,0.00281561929244705,Inf,Inf,0.06635,FALSE,20000,2608241
"positive","not_applicable",12,5,"Variance",0.93220391052647,0.93220391052647,6.14421235332821e-06,0.045453961502521,0.294380182739023,0.705619817260978,0.1882,0.8118,0.00276388096704616,Inf,Inf,0.06635,FALSE,20000,2608241
"positive","not_applicable",12,5,"Bartlett",0.705619817260978,0.93220391052647,6.14421235332821e-06,0.045453961502521,0.294380182739023,0.705619817260978,0.1553,0.8447,0.00256107311492663,Inf,Inf,0.06635,FALSE,20000,2608241
"positive","not_applicable",12,5,"Combined",0.657781552995657,0.93220391052647,6.14421235332821e-06,0.045453961502521,0.294380182739023,0.705619817260978,0.1482,0.8518,0.00251233715890205,Inf,Inf,0.06635,FALSE,20000,2608241
"positive","not_applicable",12,6,"Raw",1,0.929577984017945,6.14421235332821e-06,0.045453961502521,0.245064293837712,0.754935706162288,0.17515,0.82485,0.00268768001722675,19.6715079939392,5.12084312552508,0.0398,FALSE,20000,2608242
"positive","not_applicable",12,6,"Variance",0.929577984017945,0.929577984017945,6.14421235332821e-06,0.045453961502521,0.245064293837712,0.754935706162288,0.1639,0.8361,0.00261760186048222,18.2862007435989,4.76022302909776,0.0398,FALSE,20000,2608242
"positive","not_applicable",12,6,"Bartlett",0.754935706162288,0.929577984017945,6.14421235332821e-06,0.045453961502521,0.245064293837712,0.754935706162288,0.13555,0.86445,0.00242049785684681,14.8507237786816,3.86590732111458,0.0398,FALSE,20000,2608242
"positive","not_applicable",12,6,"Combined",0.701771611797504,0.929577984017945,6.14421235332821e-06,0.045453961502521,0.245064293837712,0.754935706162288,0.1267,0.8733,0.00235209598018448,13.8049058713942,3.5936623339619,0.0398,FALSE,20000,2608242
"positive","not_applicable",12,8,"Raw",1,0.92631630688104,6.14421235332821e-06,0.045453961502521,0.183561478086277,0.816438521913723,0.1308,0.8692,0.00238423321006985,8.04051565843788,2.0930891189366,0.00935,FALSE,20000,2608243
"positive","not_applicable",12,8,"Variance",0.92631630688104,0.92631630688104,6.14421235332821e-06,0.045453961502521,0.183561478086277,0.816438521913723,0.119,0.881,0.00228953051956072,7.44806077014335,1.93886258262624,0.00935,FALSE,20000,2608243
"positive","not_applicable",12,8,"Bartlett",0.816438521913723,0.92631630688104,6.14421235332821e-06,0.045453961502521,0.183561478086277,0.816438521913723,0.10305,0.89695,0.00214977554060883,6.56458671959916,1.70887858649829,0.00935,FALSE,20000,2608243
"positive","not_applicable",12,8,"Combined",0.756280316414535,0.92631630688104,6.14421235332821e-06,0.045453961502521,0.183561478086277,0.816438521913723,0.09475,0.90525,0.00207089880848872,6.08088372629942,1.58296210115319,0.00935,FALSE,20000,2608243
"positive","not_applicable",12,10,"Raw",1,0.924370264219525,6.14421235332821e-06,0.045453961502521,0.146735546168859,0.853264453831141,0.11355,0.88645,0.00224339472117592,6.79285790455586,1.76830163269287,0.00265,FALSE,20000,2608244
"positive","not_applicable",12,10,"Variance",0.924370264219525,0.924370264219525,6.14421235332821e-06,0.045453961502521,0.146735546168859,0.853264453831141,0.10275,0.89725,0.00214700299836772,6.27911585604,1.63456544743213,0.00265,FALSE,20000,2608244
"positive","not_applicable",12,10,"Bartlett",0.853264453831141,0.924370264219525,6.14421235332821e-06,0.045453961502521,0.146735546168859,0.853264453831141,0.09335,0.90665,0.00205713122454548,5.79610418988341,1.5088289268284,0.00265,FALSE,20000,2608244
"positive","not_applicable",12,10,"Combined",0.788732288637021,0.924370264219525,6.14421235332821e-06,0.045453961502521,0.146735546168859,0.853264453831141,0.08275,0.91725,0.00194810725449088,5.35774636144643,1.39471659375443,0.00265,FALSE,20000,2608244
"positive","not_applicable",12,15,"Raw",1,0.921788224375337,6.14421235332821e-06,0.045453961502521,0.0977226874013164,0.902277312598684,0.09175,0.90825,0.00204122435685056,5.36870231262756,1.39756862255196,5e-05,FALSE,20000,2608245
"positive","not_applicable",12,15,"Variance",0.921788224375337,0.921788224375337,6.14421235332821e-06,0.045453961502521,0.0977226874013164,0.902277312598684,0.07995,0.92005,0.00191778514828956,4.94880657195672,1.28826229902486,5e-05,FALSE,20000,2608245
"positive","not_applicable",12,15,"Bartlett",0.902277312598684,0.921788224375337,6.14421235332821e-06,0.045453961502521,0.0977226874013164,0.902277312598684,0.0775,0.9225,0.00189068439989333,4.84405829477993,1.26099446092843,5e-05,FALSE,20000,2608245
"positive","not_applicable",12,15,"Combined",0.831708601874491,0.921788224375337,6.14421235332821e-06,0.045453961502521,0.0977226874013164,0.902277312598684,0.067,0.933,0.00176792250961404,4.46519589431582,1.16236984508635,5e-05,FALSE,20000,2608245
"positive","not_applicable",12,20,"Raw",1,0.920502606210239,6.14421235332821e-06,0.045453961502521,0.0732541367842662,0.926745863215734,0.08245,0.91755,0.00194489071029711,5.02938957732635,1.30923948741368,0,FALSE,20000,2608246
"positive","not_applicable",12,20,"Variance",0.920502606210239,0.920502606210239,6.14421235332821e-06,0.045453961502521,0.0732541367842662,0.926745863215734,0.07095,0.92905,0.00181543517510265,4.62956621357552,1.20515836031765,0,FALSE,20000,2608246
"positive","not_applicable",12,20,"Bartlett",0.926745863215734,0.920502606210239,6.14421235332821e-06,0.045453961502521,0.0732541367842662,0.926745863215734,0.07195,0.92805,0.0018272000095775,4.66096598528753,1.21333227891932,0,FALSE,20000,2608246
"positive","not_applicable",12,20,"Combined",0.85307198238464,0.920502606210239,6.14421235332821e-06,0.045453961502521,0.0732541367842662,0.926745863215734,0.0613,0.9387,0.00169620620798298,4.29043133691444,1.11687552494424,0,FALSE,20000,2608246
"positive","not_applicable",12,30,"Raw",1,0.919220569154236,6.14421235332821e-06,0.045453961502521,0.0488108386783635,0.951189161321637,0.07135,0.92865,0.00182015353061218,4.53133983721251,1.17958828890784,0,FALSE,20000,2608247
"positive","not_applicable",12,30,"Variance",0.919220569154236,0.919220569154236,6.14421235332821e-06,0.045453961502521,0.0488108386783635,0.951189161321637,0.0587,0.9413,0.00166214184111946,4.16530078419374,1.08430181829754,0,TRUE,20000,2608247
"positive","not_applicable",12,30,"Bartlett",0.951189161321637,0.919220569154236,6.14421235332821e-06,0.045453961502521,0.0488108386783635,0.951189161321637,0.06355,0.93645,0.00172498402166513,4.31016133942149,1.12201159523107,0,FALSE,20000,2608247
"positive","not_applicable",12,30,"Combined",0.874352642243415,0.919220569154236,6.14421235332821e-06,0.045453961502521,0.0488108386783635,0.951189161321637,0.05265,0.94735,0.00157920830639913,3.9619889595696,1.03137613716596,0,TRUE,20000,2608247
"positive","not_applicable",12,50,"Raw",1,0.918197507864136,6.14421235332821e-06,0.045453961502521,0.0292743820016673,0.970725617998333,0.0651,0.9349,0.00174444819355577,4.37972362123629,1.14011989342239,0,FALSE,20000,2608248
"positive","not_applicable",12,50,"Variance",0.918197507864136,0.918197507864136,6.14421235332821e-06,0.045453961502521,0.0292743820016673,0.970725617998333,0.0542,0.9458,0.00160097407849097,4.02145131415285,1.04685524480676,0,TRUE,20000,2608248
"positive","not_applicable",12,50,"Bartlett",0.970725617998333,0.918197507864136,6.14421235332821e-06,0.045453961502521,0.0292743820016673,0.970725617998333,0.0615,0.9385,0.00169879001056634,4.25150991888649,1.10674358813464,0,FALSE,20000,2608248
"positive","not_applicable",12,50,"Combined",0.891317843265943,0.918197507864136,6.14421235332821e-06,0.045453961502521,0.0292743820016673,0.970725617998333,0.05175,0.94825,0.00156639614242375,3.90372581218123,1.01620920446984,0,TRUE,20000,2608248
"positive","not_applicable",12,100,"Raw",1,0.917431705105284,6.14421235332821e-06,0.045453961502521,0.0146326455488271,0.985367354451173,0.0604,0.9396,0.00168451536057111,4.18439447279885,1.08927224476736,0,FALSE,20000,2608249
"positive","not_applicable",12,100,"Variance",0.917431705105284,0.917431705105284,6.14421235332821e-06,0.045453961502521,0.0146326455488271,0.985367354451173,0.0499,0.9501,0.00153964265334525,3.83889615601298,0.999332892840776,0,TRUE,20000,2608249
"positive","not_applicable",12,100,"Bartlett",0.985367354451173,0.917431705105284,6.14421235332821e-06,0.045453961502521,0.0146326455488271,0.985367354451173,0.05835,0.94165,0.00165748721714528,4.12316571164192,1.0733333101035,0,TRUE,20000,2608249
"positive","not_applicable",12,100,"Combined",0.904007252149222,0.917431705105284,6.14421235332821e-06,0.045453961502521,0.0146326455488271,0.985367354451173,0.0482,0.9518,0.00151454217504829,3.78272294926328,0.984710008834553,0,TRUE,20000,2608249
"positive","not_applicable",12,200,"Raw",1,0.917049282552093,6.14421235332821e-06,0.045453961502521,0.00731518641141194,0.992684813588588,0.0621,0.9379,0.00170651091411687,4.24949674202607,1.10621952242045,0,FALSE,20000,2608250
"positive","not_applicable",12,200,"Variance",0.917049282552093,0.917049282552093,6.14421235332821e-06,0.045453961502521,0.00731518641141194,0.992684813588588,0.05125,0.94875,0.00155922156058721,3.89699793848246,1.01445781938079,0,TRUE,20000,2608250
"positive","not_applicable",12,200,"Bartlett",0.992684813588588,0.917049282552093,6.14421235332821e-06,0.045453961502521,0.00731518641141194,0.992684813588588,0.0609,0.9391,0.00169102321095838,4.21841088120346,1.098127320402,0,FALSE,20000,2608250
"positive","not_applicable",12,200,"Combined",0.910340896101773,0.917049282552093,6.14421235332821e-06,0.045453961502521,0.00731518641141194,0.992684813588588,0.05065,0.94935,0.00155055760131638,3.86849067211758,1.00703687132551,0,TRUE,20000,2608250
"negative","even",0.25,5,"Raw",1,1.19989907837591,0.778800783071405,-0.0519197526353682,0.318816186202054,0.681183813797946,0.15025,0.84975,0.0025266077802065,26.8214922951813,6.98211110599251,0.048,FALSE,20000,2608251
"negative","even",0.25,5,"Variance",1.19989907837591,1.19989907837591,0.778800783071405,-0.0519197526353682,0.318816186202054,0.681183813797946,0.17275,0.82725,0.00267308284102831,32.1830838856546,8.3778286811986,0.048,FALSE,20000,2608251
"negative","even",0.25,5,"Bartlett",0.681183813797946,1.19989907837591,0.778800783071405,-0.0519197526353682,0.318816186202054,0.681183813797946,0.11205,0.88795,0.00223041248987715,18.2703664133838,4.75610107154097,0.048,FALSE,20000,2608251
"negative","even",0.25,5,"Combined",0.817351830380742,1.19989907837591,0.778800783071405,-0.0519197526353682,0.318816186202054,0.681183813797946,0.1278,0.8722,0.0023607960521824,21.9225958210094,5.70684129240468,0.048,FALSE,20000,2608251
"negative","even",0.25,6,"Raw",1,1.24170264460786,0.778800783071405,-0.0519197526353682,0.268018291125715,0.731981708874285,0.11945,0.88055,0.00229326947282695,9.01606765814388,2.34704264160633,0.02015,FALSE,20000,2608252
"negative","even",0.25,6,"Variance",1.24170264460786,1.24170264460786,0.778800783071405,-0.0519197526353682,0.268018291125715,0.731981708874285,0.14695,0.85305,0.00250355444817963,11.1952750550807,2.91432905509,0.02015,FALSE,20000,2608252
"negative","even",0.25,6,"Bartlett",0.731981708874285,1.24170264460786,0.778800783071405,-0.0519197526353682,0.268018291125715,0.731981708874285,0.08625,0.91375,0.00198508107517048,6.59959661173433,1.71799228360382,0.02015,FALSE,20000,2608252
"negative","even",0.25,6,"Combined",0.908903623713781,1.24170264460786,0.778800783071405,-0.0519197526353682,0.268018291125715,0.731981708874285,0.1086,0.8914,0.002200068635293,8.1947365661356,2.13323556196676,0.02015,FALSE,20000,2608252
"negative","even",0.25,8,"Raw",1,1.31589351918566,0.778800783071405,-0.0519197526353682,0.203851586102477,0.796148413897523,0.07535,0.92465,0.00186644551889414,5.1102164723414,1.33028016461153,0.0036,FALSE,20000,2608253
"negative","even",0.25,8,"Variance",1.31589351918566,1.31589351918566,0.778800783071405,-0.0519197526353682,0.203851586102477,0.796148413897523,0.1076,0.8924,0.00219114399344269,6.72450073758985,1.75050704731355,0.0036,FALSE,20000,2608253
"negative","even",0.25,8,"Bartlett",0.796148413897523,1.31589351918566,0.778800783071405,-0.0519197526353682,0.203851586102477,0.796148413897523,0.0549,0.9451,0.00161068292969163,4.0684907391276,1.05910044309481,0.0036,TRUE,20000,2608253
"negative","even",0.25,8,"Combined",1.04764653815769,1.31589351918566,0.778800783071405,-0.0519197526353682,0.203851586102477,0.796148413897523,0.0804,0.9196,0.0019227043454468,5.35370059648488,1.39366340923512,0.0036,FALSE,20000,2608253
"negative","even",0.25,10,"Raw",1,1.37861595955102,0.778800783071405,-0.0519197526353682,0.164810005780571,0.835189994219429,0.0557,0.9443,0.00162168908857401,4.13279997331155,1.07584127963261,0.00085,TRUE,20000,2608254
"negative","even",0.25,10,"Variance",1.37861595955102,1.37861595955102,0.778800783071405,-0.0519197526353682,0.164810005780571,0.835189994219429,0.09165,0.90835,0.00204022397667511,5.69754400083934,1.48317195804531,0.00085,FALSE,20000,2608254
"negative","even",0.25,10,"Bartlett",0.835189994219429,1.37861595955102,0.778800783071405,-0.0519197526353682,0.164810005780571,0.835189994219429,0.0423,0.9577,0.00142321309015902,3.45167318582013,0.898531872117384,0.00085,TRUE,20000,2608254
"negative","even",0.25,10,"Combined",1.15140625528823,1.37861595955102,0.778800783071405,-0.0519197526353682,0.164810005780571,0.835189994219429,0.07045,0.92955,0.00180951371229952,4.75853174112596,1.23873037906629,0.00085,FALSE,20000,2608254
"negative","even",0.25,15,"Raw",1,1.49540141565791,0.778800783071405,-0.0519197526353682,0.11176161729135,0.88823838270865,0.03475,0.96525,0.00129503740293476,3.20785638106855,0.835062024819236,0,FALSE,20000,2608255
"negative","even",0.25,15,"Variance",1.49540141565791,1.49540141565791,0.778800783071405,-0.0519197526353682,0.11176161729135,0.88823838270865,0.07265,0.92735,0.00183537431468352,4.79703297347718,1.24875293407685,0,FALSE,20000,2608255
"negative","even",0.25,15,"Bartlett",0.88823838270865,1.49540141565791,0.778800783071405,-0.0519197526353682,0.11176161729135,0.88823838270865,0.02545,0.97455,0.00111360445176912,2.84934116388195,0.741734142386849,0,FALSE,20000,2608255
"negative","even",0.25,15,"Combined",1.32827293494421,1.49540141565791,0.778800783071405,-0.0519197526353682,0.11176161729135,0.88823838270865,0.05895,0.94105,0.00166545635637803,4.26090881016144,1.1091902865671,0,TRUE,20000,2608255
"negative","even",0.25,20,"Raw",1,1.57242988129531,0.778800783071405,-0.0519197526353682,0.0846401720063425,0.915359827993658,0.0271,0.9729,0.00114816353364841,2.89424450339361,0.753423279667136,0,FALSE,20000,2608256
"negative","even",0.25,20,"Variance",1.57242988129531,1.57242988129531,0.778800783071405,-0.0519197526353682,0.0846401720063425,0.915359827993658,0.06955,0.93045,0.00179878844642721,4.55099654091082,1.18470527821212,0,FALSE,20000,2608256
"negative","even",0.25,20,"Bartlett",0.915359827993658,1.57242988129531,0.778800783071405,-0.0519197526353682,0.0846401720063425,0.915359827993658,0.02125,0.97875,0.00101976559806654,2.64927515079797,0.689653403682527,0,FALSE,20000,2608256
"negative","even",0.25,20,"Combined",1.43933914567456,1.57242988129531,0.778800783071405,-0.0519197526353682,0.0846401720063425,0.915359827993658,0.05925,0.94075,0.00166942261725424,4.16579941088786,1.08443161968742,0,TRUE,20000,2608256
"negative","even",0.25,30,"Raw",1,1.66316427976776,0.778800783071405,-0.0519197526353682,0.0570050295206036,0.942994970479396,0.0175,0.9825,0.000927193345532635,2.56241703645724,0.667042692909624,0,FALSE,20000,2608257
"negative","even",0.25,30,"Variance",1.66316427976776,1.66316427976776,0.778800783071405,-0.0519197526353682,0.0570050295206036,0.942994970479396,0.06185,0.93815,0.00170329940850104,4.26172048490404,1.10940157992738,0,FALSE,20000,2608257
"negative","even",0.25,30,"Bartlett",0.942994970479396,1.66316427976776,0.778800783071405,-0.0519197526353682,0.0570050295206036,0.942994970479396,0.01495,0.98505,0.000858093744878728,2.41634637764989,0.629017904508808,0,FALSE,20000,2608257
"negative","even",0.25,30,"Combined",1.56835555090199,1.66316427976776,0.778800783071405,-0.0519197526353682,0.0570050295206036,0.942994970479396,0.0548,0.9452,0.00160930046914801,4.01878098285353,1.04616011011342,0,TRUE,20000,2608257
"negative","even",0.25,50,"Raw",1,1.7451827666756,0.778800783071405,-0.0519197526353682,0.0344855939824908,0.965514406017509,0.0125,0.9875,0.000785612818123533,2.28865765840795,0.595778261653837,0,FALSE,20000,2608258
