"design_id","scenario_id","innovation","innovation_label","assumption_status","phi","phi_label","N","M","Q","L","B_point","burn_in","b_true","mean_b_hat","bias_b_hat","rmse_b_hat","nu_true","mean_nu_hat","bias_nu_hat","rmse_nu_hat","sigma_nonpositive_rate","truncation_rate","convex_failure_rate"
"gaussian_phi035_N729_M81_Q9","gaussian_phi035_N729","gaussian","Gaussian","inside formal moment assumptions",0.35,"phi = 0.35",729,81,9,12,100000,0,0.797720797720798,0.417909925580688,-0.379810872140109,1.88370594473887,0.99123627244238,0.995360111457523,0.00412383901514257,0.0206120806627394,0,0.00062,0.00393
"gaussian_phi040_N729_M9_Q81","gaussian_phi040_N729","gaussian","Gaussian","inside formal moment assumptions",0.4,"phi = 0.40",729,9,81,4,100000,0,0.952380952380952,0.855783411881027,-0.0965975404999257,0.236498870089261,0.895377374143502,0.905969454395078,0.0105920802515759,0.025996688897214,0,0,0
"gaussian_phi040_N729_M27_Q27","gaussian_phi040_N729","gaussian","Gaussian","inside formal moment assumptions",0.4,"phi = 0.40",729,27,27,12,100000,0,0.952380952380952,0.602894211006429,-0.349486741374523,1.80171764754942,0.965988619269392,0.978327121279867,0.0123385020104755,0.0641200656331628,0,0.00051,0
"gaussian_phi040_N729_M81_Q9","gaussian_phi040_N729","gaussian","Gaussian","inside formal moment assumptions",0.4,"phi = 0.40",729,81,9,12,100000,0,0.952380952380952,0.602894211006429,-0.349486741374523,1.80171764754942,0.989534959775002,0.993331421932267,0.00379646215726492,0.0197292509640878,0,0.00051,0.00402
"gaussian_phi045_N729_M9_Q81","gaussian_phi045_N729","gaussian","Gaussian","inside formal moment assumptions",0.45,"phi = 0.45",729,9,81,4,100000,0,1.12852664576803,0.982334927344383,-0.146191718423642,0.241106616174472,0.876059213352531,0.89204817095928,0.0159889576067483,0.0264688316666034,0,0,0
"gaussian_phi045_N729_M27_Q27","gaussian_phi045_N729","gaussian","Gaussian","inside formal moment assumptions",0.45,"phi = 0.45",729,27,27,12,100000,0,1.12852664576803,0.794112078512961,-0.334414567255064,1.70610530679129,0.959688360032091,0.971509931379541,0.0118215713474505,0.06076773219996,0,0.00027,0
"gaussian_phi045_N729_M81_Q9","gaussian_phi045_N729","gaussian","Gaussian","inside formal moment assumptions",0.45,"phi = 0.45",729,81,9,12,100000,0,1.12852664576803,0.794112078512961,-0.334414567255064,1.70610530679129,0.987596418465832,0.991233825039859,0.00363740657402711,0.0186977637549195,0,0.00027,0.00378
"gaussian_phi050_N729_M9_Q81","gaussian_phi050_N729","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.50",729,9,81,4,100000,0,1.33333333333333,1.10882424776129,-0.224509085572046,0.281436151690397,0.853702616811727,0.878128609464346,0.0244259926526191,0.0307491332106963,0,0,0
"gaussian_phi050_N729_M27_Q27","gaussian_phi050_N729","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.50",729,27,27,12,100000,0,1.33333333333333,1.01916437245387,-0.314168960879463,1.6206163324157,0.952359139168421,0.963476508842813,0.0111173696743921,0.0577691541902331,0,0.00016,0
"gaussian_phi050_N729_M81_Q9","gaussian_phi050_N729","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.50",729,81,9,12,100000,0,1.33333333333333,1.01916437245387,-0.314168960879463,1.6206163324157,0.985341273476867,0.988762002720866,0.00342072924399894,0.017775124388052,0,0.00016,0.0043
"gaussian_phi055_N729_M9_Q81","gaussian_phi055_N729","gaussian","Gaussian","inside formal moment assumptions",0.55,"phi = 0.55",729,9,81,4,100000,0,1.57706093189964,1.23662195304299,-0.340438978856651,0.371030896855588,0.827367863499333,0.864060001376832,0.0366921378774988,0.0401267310418428,0,0,0
"gaussian_phi055_N729_M27_Q27","gaussian_phi055_N729","gaussian","Gaussian","inside formal moment assumptions",0.55,"phi = 0.55",729,27,27,12,100000,0,1.57706093189964,1.2793517022552,-0.297709229644438,1.51159350709023,0.943631719776713,0.954183608268414,0.0105518884917015,0.0539378733852738,0,6e-05,0
"gaussian_phi055_N729_M81_Q9","gaussian_phi055_N729","gaussian","Gaussian","inside formal moment assumptions",0.55,"phi = 0.55",729,81,9,12,100000,0,1.57706093189964,1.2793517022552,-0.297709229644438,1.51159350709023,0.982655912018172,0.985902648697974,0.0032467366798018,0.0165962690780988,0,6e-05,0.0038
"gaussian_phi060_N729_M9_Q81","gaussian_phi060_N729","gaussian","Gaussian","inside formal moment assumptions",0.6,"phi = 0.60",729,9,81,4,100000,0,1.875,1.36170905439774,-0.513290945602262,0.528860731540877,0.795813030881898,0.850284801039342,0.0544717701574442,0.0562495439680843,0,0,0
"gaussian_phi060_N729_M27_Q27","gaussian_phi060_N729","gaussian","Gaussian","inside formal moment assumptions",0.6,"phi = 0.60",729,27,27,12,100000,0,1.875,1.5995016747037,-0.275498325296297,1.37416556063253,0.932955202770088,0.94273881495861,0.00978361218852275,0.0490965867402064,0,2e-05,0
"gaussian_phi060_N729_M81_Q9","gaussian_phi060_N729","gaussian","Gaussian","inside formal moment assumptions",0.6,"phi = 0.60",729,81,9,12,100000,0,1.875,1.5995016747037,-0.275498325296297,1.37416556063253,0.979370809695719,0.982381173833418,0.00301036413769884,0.0151066464431487,0,2e-05,0.00374
"gaussian_phi065_N729_M9_Q81","gaussian_phi065_N729","gaussian","Gaussian","inside formal moment assumptions",0.65,"phi = 0.65",729,9,81,4,100000,0,2.25108225108225,1.48282338032529,-0.768258870756964,0.775991612105941,0.757398994327652,0.836942425668981,0.0795434313413281,0.0804494708281911,0,0,0
"gaussian_phi065_N729_M27_Q27","gaussian_phi065_N729","gaussian","Gaussian","inside formal moment assumptions",0.65,"phi = 0.65",729,27,27,12,100000,0,2.25108225108225,1.96052657576059,-0.29055567532166,1.24336636813406,0.919466548801925,0.929816750121067,0.0103502013191418,0.0444838035062171,0,0,0
"gaussian_phi065_N729_M81_Q9","gaussian_phi065_N729","gaussian","Gaussian","inside formal moment assumptions",0.65,"phi = 0.65",729,81,9,12,100000,0,2.25108225108225,1.96052657576059,-0.29055567532166,1.24336636813406,0.975220247916654,0.978405153883405,0.00318490596675058,0.013687377355514,0,0,0.00439
"gaussian_phi070_N729_M9_Q81","gaussian_phi070_N729","gaussian","Gaussian","inside formal moment assumptions",0.7,"phi = 0.70",729,9,81,4,100000,0,2.74509803921569,1.60136309284964,-1.14373494636604,1.14742325416241,0.709970838936796,0.823879270170014,0.113908431233218,0.114358139258581,0,0,0
"gaussian_phi070_N729_M27_Q27","gaussian_phi070_N729","gaussian","Gaussian","inside formal moment assumptions",0.7,"phi = 0.70",729,27,27,12,100000,0,2.74509803921569,2.40051832980237,-0.344579709413321,1.09689987683452,0.901731914812218,0.914048455404894,0.0123165405926761,0.0393065529747889,0,0,0
"gaussian_phi070_N729_M81_Q9","gaussian_phi070_N729","gaussian","Gaussian","inside formal moment assumptions",0.7,"phi = 0.70",729,81,9,12,100000,0,2.74509803921569,2.40051832980237,-0.344579709413321,1.09689987683452,0.96976160263507,0.973553370893813,0.00379176825874317,0.012094970727674,0,0,0.00437
"gaussian_phi075_N729_M9_Q81","gaussian_phi075_N729","gaussian","Gaussian","inside formal moment assumptions",0.75,"phi = 0.75",729,9,81,4,100000,0,3.42857142857143,1.71572697802844,-1.71284445054299,1.71456287791386,0.650711681458349,0.811272135682631,0.160560454224283,0.160783246466971,0,0,0
"gaussian_phi075_N729_M27_Q27","gaussian_phi075_N729","gaussian","Gaussian","inside formal moment assumptions",0.75,"phi = 0.75",729,27,27,12,100000,0,3.42857142857143,2.90629315304582,-0.522278275525604,1.02246471947079,0.877195176627387,0.895893100208303,0.0186979235809152,0.0366843114088482,0,0,0
"gaussian_phi075_N729_M81_Q9","gaussian_phi075_N729","gaussian","Gaussian","inside formal moment assumptions",0.75,"phi = 0.75",729,81,9,12,100000,0,3.42857142857143,2.90629315304582,-0.522278275525604,1.02246471947079,0.962197282932936,0.967967107756401,0.00576982482346433,0.011295959423762,0,0,0.00439
"gaussian_phi080_N729_M9_Q81","gaussian_phi080_N729","gaussian","Gaussian","inside formal moment assumptions",0.8,"phi = 0.80",729,9,81,4,100000,0,4.44444444444445,1.82586608725665,-2.61857835718779,2.61931982845699,0.575964643263303,0.799126909920464,0.22316226665716,0.223268080043197,0,0,0
"gaussian_phi080_N729_M27_Q27","gaussian_phi080_N729","gaussian","Gaussian","inside formal moment assumptions",0.8,"phi = 0.80",729,27,27,12,100000,0,4.44444444444445,3.48795436155719,-0.956490082887252,1.18590023308808,0.840915700010791,0.874978650915965,0.0340629509051743,0.0423836746278972,0,0,0
"gaussian_phi080_N729_M81_Q9","gaussian_phi080_N729","gaussian","Gaussian","inside formal moment assumptions",0.8,"phi = 0.80",729,81,9,12,100000,0,4.44444444444445,3.48795436155719,-0.956490082887252,1.18590023308808,0.950927772594467,0.961531892589528,0.0106041199950607,0.0131403583562521,0,0,0.00489
"gaussian_phi085_N729_M9_Q81","gaussian_phi085_N729","gaussian","Gaussian","inside formal moment assumptions",0.85,"phi = 0.85",729,9,81,4,100000,0,6.12612612612612,1.93083755906051,-4.19528856706561,4.19557359554499,0.481018724077803,0.787548040066553,0.30652931598875,0.306576790484967,0,0,0
"gaussian_phi085_N729_M27_Q27","gaussian_phi085_N729","gaussian","Gaussian","inside formal moment assumptions",0.85,"phi = 0.85",729,27,27,12,100000,0,6.12612612612612,4.13030960129726,-1.99581652482886,2.06382838928525,0.782501410379872,0.85183819337633,0.0693367829964586,0.0718776374224434,0,0,0
"gaussian_phi085_N729_M81_Q9","gaussian_phi085_N729","gaussian","Gaussian","inside formal moment assumptions",0.85,"phi = 0.85",729,81,9,12,100000,0,6.12612612612612,4.13030960129726,-1.99581652482886,2.06382838928525,0.932202691215504,0.954411751808102,0.0222090605925976,0.0229610997894835,0,0,0.0049
"gaussian_phi090_N729_M9_Q81","gaussian_phi090_N729","gaussian","Gaussian","inside formal moment assumptions",0.9,"phi = 0.90",729,9,81,4,100000,0,9.47368421052632,2.03072477741607,-7.44295943311024,7.44304945549307,0.359855952718894,0.776526827738583,0.416670875019689,0.416690456288687,0,0,0
"gaussian_phi090_N729_M27_Q27","gaussian_phi090_N729","gaussian","Gaussian","inside formal moment assumptions",0.9,"phi = 0.90",729,27,27,12,100000,0,9.47368421052632,4.81095229841679,-4.66273191210953,4.67671021054149,0.678341578658092,0.827269583391067,0.148928004732975,0.149498908713237,0,0,0
"gaussian_phi090_N729_M81_Q9","gaussian_phi090_N729","gaussian","Gaussian","inside formal moment assumptions",0.9,"phi = 0.90",729,81,9,12,100000,0,9.47368421052632,4.81095229841679,-4.66273191210953,4.67671021054149,0.894690844548443,0.946852179504943,0.0521613349565,0.0523157229069815,0,0,0.00513
"gaussian_phi095_N729_M9_Q81","gaussian_phi095_N729","gaussian","Gaussian","inside formal moment assumptions",0.95,"phi = 0.95",729,9,81,4,100000,0,19.4871794871795,2.12560765548915,-17.3615718316903,17.3615886931747,0.204877079348305,0.766054934861621,0.561177855513316,0.561184211126201,0,0,0
"gaussian_phi095_N729_M27_Q27","gaussian_phi095_N729","gaussian","Gaussian","inside formal moment assumptions",0.95,"phi = 0.95",729,27,27,12,100000,0,19.4871794871795,5.50627823582347,-13.980901251356,13.9825384405423,0.471542796484232,0.802120063899285,0.330577267415053,0.330667997353919,0,0,2e-05
"gaussian_phi095_N729_M81_Q9","gaussian_phi095_N729","gaussian","Gaussian","inside formal moment assumptions",0.95,"phi = 0.95",729,81,9,12,100000,0,19.4871794871795,5.50627823582347,-13.980901251356,13.9825384405423,0.784153695303886,0.939113865815165,0.154960170511279,0.154978496639053,0,0,0.00807
"gaussian_phi000_N4096_M16_Q256","gaussian_phi000_N4096","gaussian","Gaussian","inside formal moment assumptions",0,"phi = 0.00",4096,16,256,8,100000,0,0,-0.0381867860577936,-0.0381867860577936,0.459017676118837,1,1.00237414900424,0.00237414900424415,0.0285743322899539,0,0,0
"gaussian_phi000_N4096_M64_Q64","gaussian_phi000_N4096","gaussian","Gaussian","inside formal moment assumptions",0,"phi = 0.00",4096,64,64,17,100000,0,0,-0.156048498115324,-0.156048498115324,1.3835023219931,1,1.00239297482257,0.00239297482256773,0.0212724712422987,0,0,0
"gaussian_phi000_N4096_M256_Q16","gaussian_phi000_N4096","gaussian","Gaussian","inside formal moment assumptions",0,"phi = 0.00",4096,256,16,17,100000,0,0,-0.156048498115324,-0.156048498115324,1.3835023219931,1,1.00056975591013,0.000569755910134973,0.0050648741053092,0,0,6e-05
"gaussian_phi005_N4096_M16_Q256","gaussian_phi005_N4096","gaussian","Gaussian","inside formal moment assumptions",0.05,"phi = 0.05",4096,16,256,8,100000,0,0.100250626566416,0.0672300900419285,-0.0330205365244875,0.440306616997071,0.993758658331824,0.995811534171819,0.00205287583999514,0.0274110526970259,0,0,0
"gaussian_phi005_N4096_M64_Q64","gaussian_phi005_N4096","gaussian","Gaussian","inside formal moment assumptions",0.05,"phi = 0.05",4096,64,64,17,100000,0,0.100250626566416,-0.0502506458780736,-0.15050127244449,1.36175253521218,0.998458021470215,1.00076601206531,0.00230799059509823,0.0209392954327921,0,0,0
"gaussian_phi005_N4096_M256_Q16","gaussian_phi005_N4096","gaussian","Gaussian","inside formal moment assumptions",0.05,"phi = 0.05",4096,256,16,17,100000,0,0.100250626566416,-0.0502506458780736,-0.15050127244449,1.36175253521218,0.999632862254813,1.00018238382507,0.000549521570261335,0.0049855465316172,0,0,2e-05
"gaussian_phi010_N4096_M16_Q256","gaussian_phi010_N4096","gaussian","Gaussian","inside formal moment assumptions",0.1,"phi = 0.10",4096,16,256,8,100000,0,0.202020202020202,0.170074284512491,-0.0319459175077108,0.425861359421616,0.987422438369948,0.989408698403882,0.00198626003393432,0.0265131639955989,0,0,0
"gaussian_phi010_N4096_M64_Q64","gaussian_phi010_N4096","gaussian","Gaussian","inside formal moment assumptions",0.1,"phi = 0.10",4096,64,64,17,100000,0,0.202020202020202,0.0559073463037617,-0.14611285571644,1.33914103741349,0.996892602420811,0.999133432519519,0.00224083009870824,0.020592718339806,0,0,0
"gaussian_phi010_N4096_M256_Q16","gaussian_phi010_N4096","gaussian","Gaussian","inside formal moment assumptions",0.1,"phi = 0.10",4096,256,16,17,100000,0,0.202020202020202,0.0559073463037617,-0.14611285571644,1.33914103741349,0.999260143433526,0.999793674409409,0.000533530975882712,0.00490302817614428,0,0,1e-05
"gaussian_phi015_N4096_M16_Q256","gaussian_phi015_N4096","gaussian","Gaussian","inside formal moment assumptions",0.15,"phi = 0.15",4096,16,256,8,100000,0,0.30690537084399,0.27633213878546,-0.0305732320585298,0.410052234800973,0.980891910659068,0.982793002710401,0.00190109205133349,0.0255303674611149,0,0,0
"gaussian_phi015_N4096_M64_Q64","gaussian_phi015_N4096","gaussian","Gaussian","inside formal moment assumptions",0.15,"phi = 0.15",4096,64,64,17,100000,0,0.30690537084399,0.160499361533937,-0.146406009310052,1.31954755652626,0.995279177927534,0.997524827857808,0.00224564993027376,0.0202924367525824,0,0,0
"gaussian_phi015_N4096_M256_Q16","gaussian_phi015_N4096","gaussian","Gaussian","inside formal moment assumptions",0.15,"phi = 0.15",4096,256,16,17,100000,0,0.30690537084399,0.160499361533937,-0.146406009310052,1.31954755652626,0.998875994744651,0.999410673299478,0.00053467855482725,0.00483153256013868,0,0,4e-05
"gaussian_phi020_N4096_M16_Q256","gaussian_phi020_N4096","gaussian","Gaussian","inside formal moment assumptions",0.2,"phi = 0.20",4096,16,256,8,100000,0,0.416666666666667,0.388261694302155,-0.0284049723645117,0.39390880688918,0.974057419578171,0.975823796426381,0.00176637684820946,0.0245266685760869,0,0,0
"gaussian_phi020_N4096_M64_Q64","gaussian_phi020_N4096","gaussian","Gaussian","inside formal moment assumptions",0.2,"phi = 0.20",4096,64,64,17,100000,0,0.416666666666667,0.2811157707595,-0.135550895907167,1.28784678668531,0.993590656601624,0.995669742019456,0.00207908541783242,0.0198064341207718,0,0,0
"gaussian_phi020_N4096_M256_Q16","gaussian_phi020_N4096","gaussian","Gaussian","inside formal moment assumptions",0.2,"phi = 0.20",4096,256,16,17,100000,0,0.416666666666667,0.2811157707595,-0.135550895907167,1.28784678668531,0.998473965857529,0.998968986195109,0.000495020337579422,0.00471581764780281,0,0,1e-05
"gaussian_phi025_N4096_M16_Q256","gaussian_phi025_N4096","gaussian","Gaussian","inside formal moment assumptions",0.25,"phi = 0.25",4096,16,256,8,100000,0,0.533333333333333,0.503055348089961,-0.0302779852433728,0.377771366500646,0.966792551121188,0.968675854269751,0.001883303148563,0.0235232011981407,0,0,0
"gaussian_phi025_N4096_M64_Q64","gaussian_phi025_N4096","gaussian","Gaussian","inside formal moment assumptions",0.25,"phi = 0.25",4096,64,64,17,100000,0,0.533333333333333,0.395859177607563,-0.137474155725771,1.26639744244718,0.99179580674567,0.993904805286654,0.00210899854098401,0.019477656504025,0,0,0
"gaussian_phi025_N4096_M256_Q16","gaussian_phi025_N4096","gaussian","Gaussian","inside formal moment assumptions",0.25,"phi = 0.25",4096,256,16,17,100000,0,0.533333333333333,0.395859177607563,-0.137474155725771,1.26639744244718,0.998046620653731,0.998548763163489,0.000502142509757664,0.00463753726286309,0,0,6e-05
"gaussian_phi030_N4096_M16_Q256","gaussian_phi030_N4096","gaussian","Gaussian","inside formal moment assumptions",0.3,"phi = 0.30",4096,16,256,8,100000,0,0.659340659340659,0.632494200565381,-0.0268464587752779,0.360331752436271,0.958945572202449,0.9606154853055,0.00166991310305109,0.0224387627701641,0,0,0
"gaussian_phi030_N4096_M64_Q64","gaussian_phi030_N4096","gaussian","Gaussian","inside formal moment assumptions",0.3,"phi = 0.30",4096,64,64,17,100000,0,0.659340659340659,0.528963931453952,-0.130376727886708,1.24131637754381,0.989857141323831,0.991857305947965,0.00200016462413366,0.0190932327451437,0,0,0
"gaussian_phi030_N4096_M256_Q16","gaussian_phi030_N4096","gaussian","Gaussian","inside formal moment assumptions",0.3,"phi = 0.30",4096,256,16,17,100000,0,0.659340659340659,0.528963931453952,-0.130376727886708,1.24131637754381,0.997585033648531,0.998061263320944,0.000476229672412898,0.0045460077964628,0,0,1e-05
"gaussian_phi035_N4096_M16_Q256","gaussian_phi035_N4096","gaussian","Gaussian","inside formal moment assumptions",0.35,"phi = 0.35",4096,16,256,8,100000,0,0.797720797720798,0.77179048076346,-0.0259303169573373,0.341893801169802,0.950327534711491,0.951940697725982,0.00161316301449099,0.0212921017269347,0,0,0
"gaussian_phi035_N4096_M64_Q64","gaussian_phi035_N4096","gaussian","Gaussian","inside formal moment assumptions",0.35,"phi = 0.35",4096,64,64,17,100000,0,0.797720797720798,0.669074484566216,-0.128646313154581,1.2120677728203,0.987727978539268,0.989701922042034,0.00197394350276614,0.0186446263355881,0,0,0
"gaussian_phi035_N4096_M256_Q16","gaussian_phi035_N4096","gaussian","Gaussian","inside formal moment assumptions",0.35,"phi = 0.35",4096,256,16,17,100000,0,0.797720797720798,0.669074484566216,-0.128646313154581,1.2120677728203,0.997078090128397,0.997548076676675,0.000469986548277568,0.00443919674656858,0,0,2e-05
"gaussian_phi040_N4096_M16_Q256","gaussian_phi040_N4096","gaussian","Gaussian","inside formal moment assumptions",0.4,"phi = 0.40",4096,16,256,8,100000,0,0.952380952380952,0.926200123250686,-0.0261808291302663,0.322272702434354,0.940694941613834,0.942324004671964,0.00162906305813038,0.020071731057782,0,0,0
"gaussian_phi040_N4096_M64_Q64","gaussian_phi040_N4096","gaussian","Gaussian","inside formal moment assumptions",0.4,"phi = 0.40",4096,64,64,17,100000,0,0.952380952380952,0.823672952541971,-0.128707999838982,1.17867318252654,0.985348155728174,0.987323497233348,0.00197534150517487,0.0181324857800554,0,0,0
"gaussian_phi040_N4096_M256_Q16","gaussian_phi040_N4096","gaussian","Gaussian","inside formal moment assumptions",0.4,"phi = 0.40",4096,256,16,17,100000,0,0.952380952380952,0.823672952541971,-0.128707999838982,1.17867318252654,0.996511465649565,0.996981785055559,0.000470319405994069,0.00431725851906082,0,0,2e-05
"gaussian_phi045_N4096_M16_Q256","gaussian_phi045_N4096","gaussian","Gaussian","inside formal moment assumptions",0.45,"phi = 0.45",4096,16,256,8,100000,0,1.12852664576803,1.09802095830604,-0.0305056874619827,0.301217727410251,0.929723440729412,0.931622065847096,0.00189862511768468,0.0187619647447312,0,0,0
"gaussian_phi045_N4096_M64_Q64","gaussian_phi045_N4096","gaussian","Gaussian","inside formal moment assumptions",0.45,"phi = 0.45",4096,64,64,17,100000,0,1.12852664576803,1.00880038592928,-0.119726259838745,1.14150729178498,0.982637506660216,0.984475118705693,0.00183761204547717,0.0175627213541777,0,0,0
"gaussian_phi045_N4096_M256_Q16","gaussian_phi045_N4096","gaussian","Gaussian","inside formal moment assumptions",0.45,"phi = 0.45",4096,256,16,17,100000,0,1.12852664576803,1.00880038592928,-0.119726259838745,1.14150729178498,0.995866073014337,0.996303599691831,0.00043752667749386,0.00418160032242326,0,0,0
"gaussian_phi050_N4096_M16_Q256","gaussian_phi050_N4096","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.50",4096,16,256,8,100000,0,1.33333333333333,1.29059280537853,-0.0427405279548003,0.278561749247117,0.916966429908824,0.919626558903308,0.00266012899448353,0.0173522427226455,0,0,0
"gaussian_phi050_N4096_M64_Q64","gaussian_phi050_N4096","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.50",4096,64,64,17,100000,0,1.33333333333333,1.2163191287466,-0.117014204586738,1.0985478495171,0.979485509605992,0.981281925933559,0.00179641632756755,0.0169035166916982,0,0,0
"gaussian_phi050_N4096_M256_Q16","gaussian_phi050_N4096","gaussian","Gaussian","inside formal moment assumptions",0.5,"phi = 0.50",4096,256,16,17,100000,0,1.33333333333333,1.2163191287466,-0.117014204586738,1.0985478495171,0.995115597525236,0.995543315698466,0.000427718173230174,0.00402464683135673,0,0,9e-05
"gaussian_phi055_N4096_M16_Q256","gaussian_phi055_N4096","gaussian","Gaussian","inside formal moment assumptions",0.55,"phi = 0.55",4096,16,256,8,100000,0,1.57706093189964,1.50843125770707,-0.0686296741925743,0.259568199130076,0.901787813136691,0.906055765814481,0.00426795267778968,0.0161691529733311,0,0,0
"gaussian_phi055_N4096_M64_Q64","gaussian_phi055_N4096","gaussian","Gaussian","inside formal moment assumptions",0.55,"phi = 0.55",4096,64,64,17,100000,0,1.57706093189964,1.46211295610835,-0.114947975791291,1.04932873725929,0.975734104612971,0.977499326971824,0.00176522235885279,0.0161482983356228,0,0,0
"gaussian_phi055_N4096_M256_Q16","gaussian_phi055_N4096","gaussian","Gaussian","inside formal moment assumptions",0.55,"phi = 0.55",4096,256,16,17,100000,0,1.57706093189964,1.46211295610835,-0.114947975791291,1.04932873725929,0.994222405860231,0.994642696898054,0.000420291037822595,0.00384483293705305,0,0,1e-05
"gaussian_phi060_N4096_M16_Q256","gaussian_phi060_N4096","gaussian","Gaussian","inside formal moment assumptions",0.6,"phi = 0.60",4096,16,256,8,100000,0,1.875,1.74890625200562,-0.126093747994377,0.256232374428728,0.883249879589792,0.891073071922558,0.00782319233276563,0.0159488851345095,0,0,0
"gaussian_phi060_N4096_M64_Q64","gaussian_phi060_N4096","gaussian","Gaussian","inside formal moment assumptions",0.6,"phi = 0.60",4096,64,64,17,100000,0,1.875,1.76796722769864,-0.107032772301363,0.991182257013427,0.971147681128447,0.972791751937206,0.00164407080875972,0.0152559229321333,0,0,0
"gaussian_phi060_N4096_M256_Q16","gaussian_phi060_N4096","gaussian","Gaussian","inside formal moment assumptions",0.6,"phi = 0.60",4096,256,16,17,100000,0,1.875,1.76796722769864,-0.107032772301363,0.991182257013427,0.993130400268678,0.993521845699335,0.000391445430656834,0.00363236260288887,0,0,2e-05
"gaussian_phi065_N4096_M16_Q256","gaussian_phi065_N4096","gaussian","Gaussian","inside formal moment assumptions",0.65,"phi = 0.65",4096,16,256,8,100000,0,2.25108225108225,2.01511903123993,-0.235963219842322,0.306462874591295,0.859922807816733,0.874484701108738,0.0145618932920051,0.0189881492999806,0,0,0
"gaussian_phi065_N4096_M64_Q64","gaussian_phi065_N4096","gaussian","Gaussian","inside formal moment assumptions",0.65,"phi = 0.65",4096,64,64,17,100000,0,2.25108225108225,2.1519441372329,-0.0991381138493566,0.923780330745688,0.965357381542586,0.966880679210301,0.00152329766771531,0.014221344815578,0,0,0
"gaussian_phi065_N4096_M256_Q16","gaussian_phi065_N4096","gaussian","Gaussian","inside formal moment assumptions",0.65,"phi = 0.65",4096,256,16,17,100000,0,2.25108225108225,2.1519441372329,-0.0991381138493566,0.923780330745688,0.99175175751013,0.992114447431024,0.000362689920893722,0.0033860344799005,0,0,3e-05
"gaussian_phi070_N4096_M16_Q256","gaussian_phi070_N4096","gaussian","Gaussian","inside formal moment assumptions",0.7,"phi = 0.70",4096,16,256,8,100000,0,2.74509803921569,2.30539876052862,-0.439699278687068,0.469786217005766,0.829557506482024,0.856394175275888,0.0268366687938643,0.028748896287554,0,0,0
"gaussian_phi070_N4096_M64_Q64","gaussian_phi070_N4096","gaussian","Gaussian","inside formal moment assumptions",0.7,"phi = 0.70",4096,64,64,17,100000,0,2.74509803921569,2.62689626165268,-0.118201777563009,0.83839483675114,0.957749717378628,0.959567557329665,0.00181783995103657,0.0129100671700485,0,0,0
"gaussian_phi070_N4096_M256_Q16","gaussian_phi070_N4096","gaussian","Gaussian","inside formal moment assumptions",0.7,"phi = 0.70",4096,256,16,17,100000,0,2.74509803921569,2.62689626165268,-0.118201777563009,0.83839483675114,0.989940408898427,0.990373227935634,0.000432819037207266,0.00307382551685372,0,0,2e-05
"gaussian_phi075_N4096_M16_Q256","gaussian_phi075_N4096","gaussian","Gaussian","inside formal moment assumptions",0.75,"phi = 0.75",4096,16,256,8,100000,0,3.42857142857143,2.61356941885154,-0.815002009719893,0.826471467292354,0.788522019978177,0.837185815052117,0.0486637950739401,0.0494097036885005,0,0,0
"gaussian_phi075_N4096_M64_Q64","gaussian_phi075_N4096","gaussian","Gaussian","inside formal moment assumptions",0.75,"phi = 0.75",4096,64,64,17,100000,0,3.42857142857143,3.23903576395423,-0.189535664617196,0.750935199707238,0.947221447064343,0.950139432081336,0.00291798501699247,0.0115668643987834,0,0,0
"gaussian_phi075_N4096_M256_Q16","gaussian_phi075_N4096","gaussian","Gaussian","inside formal moment assumptions",0.75,"phi = 0.75",4096,256,16,17,100000,0,3.42857142857143,3.23903576395423,-0.189535664617196,0.750935199707238,0.987433677743647,0.988128436209842,0.000694758466195489,0.00275401536554013,0,0,2e-05
"gaussian_phi080_N4096_M16_Q256","gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions",0.8,"phi = 0.80",4096,16,256,8,100000,0,4.44444444444445,2.93651916978012,-1.50792527466433,1.51190585414204,0.73083397719291,0.817053133618098,0.0862191564251882,0.086489685637131,0,0,0
"gaussian_phi080_N4096_M64_Q64","gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions",0.8,"phi = 0.80",4096,64,64,17,100000,0,4.44444444444445,4.02814159342307,-0.416302851021375,0.730854702877728,0.931566413397188,0.937981371875877,0.00641495847868911,0.0112623765657769,0,0,0
"gaussian_phi080_N4096_M256_Q16","gaussian_phi080_N4096","gaussian","Gaussian","inside formal moment assumptions",0.8,"phi = 0.80",4096,256,16,17,100000,0,4.44444444444445,4.02814159342307,-0.416302851021375,0.730854702877728,0.983706278514013,0.985233659970447,0.0015273814564345,0.00268152414806574,0,0,2e-05
"gaussian_phi085_N4096_M16_Q256","gaussian_phi085_N4096","gaussian","Gaussian","inside formal moment assumptions",0.85,"phi = 0.85",4096,16,256,8,100000,0,6.12612612612612,3.26658037011248,-2.85954575601365,2.86076482518604,0.646513536160445,0.796473812534999,0.149960276374554,0.150050652214335,0,0,0
