"scenario_id","innovation","module","panel","series","regime","regime_label","phi","N","M","Q","x_order","alpha_nominal","C_nominal","note","innovation_label","dist_code","skewness","excess_kurtosis","assumption_status","severity_group","phi_label","N_label","design_id","alpha_effective","L","seed"
"gaussian_phi025_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.25,729,9,81,0.25,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.25","N = 729","gaussian_phi025_N729_M9_Q81",0.333333333333333,4,632587644
"gaussian_phi025_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.25,729,27,27,0.25,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.25","N = 729","gaussian_phi025_N729_M27_Q27",0.5,12,632587644
"gaussian_phi025_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.25,729,81,9,0.25,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.25","N = 729","gaussian_phi025_N729_M81_Q9",0.666666666666667,12,632587644
"gaussian_phi030_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.3,729,9,81,0.3,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.30","N = 729","gaussian_phi030_N729_M9_Q81",0.333333333333333,4,637591144
"gaussian_phi030_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.3,729,27,27,0.3,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.30","N = 729","gaussian_phi030_N729_M27_Q27",0.5,12,637591144
"gaussian_phi030_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.3,729,81,9,0.3,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.30","N = 729","gaussian_phi030_N729_M81_Q9",0.666666666666667,12,637591144
"gaussian_phi035_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.35,729,9,81,0.35,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.35","N = 729","gaussian_phi035_N729_M9_Q81",0.333333333333333,4,642594644
"gaussian_phi035_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.35,729,27,27,0.35,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.35","N = 729","gaussian_phi035_N729_M27_Q27",0.5,12,642594644
"gaussian_phi035_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.35,729,81,9,0.35,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.35","N = 729","gaussian_phi035_N729_M81_Q9",0.666666666666667,12,642594644
"gaussian_phi040_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.4,729,9,81,0.4,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.40","N = 729","gaussian_phi040_N729_M9_Q81",0.333333333333333,4,647598144
"gaussian_phi040_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.4,729,27,27,0.4,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.40","N = 729","gaussian_phi040_N729_M27_Q27",0.5,12,647598144
"gaussian_phi040_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.4,729,81,9,0.4,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.40","N = 729","gaussian_phi040_N729_M81_Q9",0.666666666666667,12,647598144
"gaussian_phi045_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.45,729,9,81,0.45,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.45","N = 729","gaussian_phi045_N729_M9_Q81",0.333333333333333,4,652601644
"gaussian_phi045_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.45,729,27,27,0.45,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.45","N = 729","gaussian_phi045_N729_M27_Q27",0.5,12,652601644
"gaussian_phi045_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.45,729,81,9,0.45,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.45","N = 729","gaussian_phi045_N729_M81_Q9",0.666666666666667,12,652601644
"gaussian_phi050_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.5,729,9,81,0.5,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.50","N = 729","gaussian_phi050_N729_M9_Q81",0.333333333333333,4,657605144
"gaussian_phi050_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.5,729,27,27,0.5,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.50","N = 729","gaussian_phi050_N729_M27_Q27",0.5,12,657605144
"gaussian_phi050_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.5,729,81,9,0.5,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.50","N = 729","gaussian_phi050_N729_M81_Q9",0.666666666666667,12,657605144
"gaussian_phi055_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.55,729,9,81,0.55,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.55","N = 729","gaussian_phi055_N729_M9_Q81",0.333333333333333,4,662608644
"gaussian_phi055_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.55,729,27,27,0.55,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.55","N = 729","gaussian_phi055_N729_M27_Q27",0.5,12,662608644
"gaussian_phi055_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.55,729,81,9,0.55,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.55","N = 729","gaussian_phi055_N729_M81_Q9",0.666666666666667,12,662608644
"gaussian_phi060_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.6,729,9,81,0.6,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.60","N = 729","gaussian_phi060_N729_M9_Q81",0.333333333333333,4,667612144
"gaussian_phi060_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.6,729,27,27,0.6,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.60","N = 729","gaussian_phi060_N729_M27_Q27",0.5,12,667612144
"gaussian_phi060_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.6,729,81,9,0.6,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.60","N = 729","gaussian_phi060_N729_M81_Q9",0.666666666666667,12,667612144
"gaussian_phi065_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.65,729,9,81,0.65,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.65","N = 729","gaussian_phi065_N729_M9_Q81",0.333333333333333,4,672615644
"gaussian_phi065_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.65,729,27,27,0.65,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.65","N = 729","gaussian_phi065_N729_M27_Q27",0.5,12,672615644
"gaussian_phi065_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.65,729,81,9,0.65,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.65","N = 729","gaussian_phi065_N729_M81_Q9",0.666666666666667,12,672615644
"gaussian_phi070_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.7,729,9,81,0.7,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.70","N = 729","gaussian_phi070_N729_M9_Q81",0.333333333333333,4,677619144
"gaussian_phi070_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.7,729,27,27,0.7,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.70","N = 729","gaussian_phi070_N729_M27_Q27",0.5,12,677619144
"gaussian_phi070_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.7,729,81,9,0.7,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.70","N = 729","gaussian_phi070_N729_M81_Q9",0.666666666666667,12,677619144
"gaussian_phi075_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.75,729,9,81,0.75,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.75","N = 729","gaussian_phi075_N729_M9_Q81",0.333333333333333,4,682622644
"gaussian_phi075_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.75,729,27,27,0.75,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.75","N = 729","gaussian_phi075_N729_M27_Q27",0.5,12,682622644
"gaussian_phi075_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.75,729,81,9,0.75,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.75","N = 729","gaussian_phi075_N729_M81_Q9",0.666666666666667,12,682622644
"gaussian_phi080_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.8,729,9,81,0.8,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.80","N = 729","gaussian_phi080_N729_M9_Q81",0.333333333333333,4,687626144
"gaussian_phi080_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.8,729,27,27,0.8,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.80","N = 729","gaussian_phi080_N729_M27_Q27",0.5,12,687626144
"gaussian_phi080_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.8,729,81,9,0.8,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.80","N = 729","gaussian_phi080_N729_M81_Q9",0.666666666666667,12,687626144
"gaussian_phi085_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.85,729,9,81,0.85,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.85","N = 729","gaussian_phi085_N729_M9_Q81",0.333333333333333,4,692629644
"gaussian_phi085_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.85,729,27,27,0.85,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.85","N = 729","gaussian_phi085_N729_M27_Q27",0.5,12,692629644
"gaussian_phi085_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.85,729,81,9,0.85,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.85","N = 729","gaussian_phi085_N729_M81_Q9",0.666666666666667,12,692629644
"gaussian_phi090_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.9,729,9,81,0.9,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.90","N = 729","gaussian_phi090_N729_M9_Q81",0.333333333333333,4,697633144
"gaussian_phi090_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.9,729,27,27,0.9,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.90","N = 729","gaussian_phi090_N729_M27_Q27",0.5,12,697633144
"gaussian_phi090_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.9,729,81,9,0.9,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.90","N = 729","gaussian_phi090_N729_M81_Q9",0.666666666666667,12,697633144
"gaussian_phi095_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.95,729,9,81,0.95,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.95","N = 729","gaussian_phi095_N729_M9_Q81",0.333333333333333,4,702636644
"gaussian_phi095_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.95,729,27,27,0.95,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.95","N = 729","gaussian_phi095_N729_M27_Q27",0.5,12,702636644
"gaussian_phi095_N729","gaussian","phi_grid_three_regimes","N_729","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.95,729,81,9,0.95,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.95","N = 729","gaussian_phi095_N729_M81_Q9",0.666666666666667,12,702636644
"gaussian_phi000_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0,4096,16,256,0,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.00","N = 4096","gaussian_phi000_N4096_M16_Q256",0.333333333333333,8,1827096599
"gaussian_phi000_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0,4096,64,64,0,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.00","N = 4096","gaussian_phi000_N4096_M64_Q64",0.5,17,1827096599
"gaussian_phi000_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0,4096,256,16,0,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.00","N = 4096","gaussian_phi000_N4096_M256_Q16",0.666666666666667,17,1827096599
"gaussian_phi005_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.05,4096,16,256,0.05,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.05","N = 4096","gaussian_phi005_N4096_M16_Q256",0.333333333333333,8,1832100099
"gaussian_phi005_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.05,4096,64,64,0.05,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.05","N = 4096","gaussian_phi005_N4096_M64_Q64",0.5,17,1832100099
"gaussian_phi005_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.05,4096,256,16,0.05,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.05","N = 4096","gaussian_phi005_N4096_M256_Q16",0.666666666666667,17,1832100099
"gaussian_phi010_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.1,4096,16,256,0.1,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.10","N = 4096","gaussian_phi010_N4096_M16_Q256",0.333333333333333,8,1837103599
"gaussian_phi010_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.1,4096,64,64,0.1,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.10","N = 4096","gaussian_phi010_N4096_M64_Q64",0.5,17,1837103599
"gaussian_phi010_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.1,4096,256,16,0.1,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.10","N = 4096","gaussian_phi010_N4096_M256_Q16",0.666666666666667,17,1837103599
"gaussian_phi015_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.15,4096,16,256,0.15,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.15","N = 4096","gaussian_phi015_N4096_M16_Q256",0.333333333333333,8,1842107099
"gaussian_phi015_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.15,4096,64,64,0.15,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.15","N = 4096","gaussian_phi015_N4096_M64_Q64",0.5,17,1842107099
"gaussian_phi015_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.15,4096,256,16,0.15,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.15","N = 4096","gaussian_phi015_N4096_M256_Q16",0.666666666666667,17,1842107099
"gaussian_phi020_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.2,4096,16,256,0.2,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.20","N = 4096","gaussian_phi020_N4096_M16_Q256",0.333333333333333,8,1847110599
"gaussian_phi020_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.2,4096,64,64,0.2,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.20","N = 4096","gaussian_phi020_N4096_M64_Q64",0.5,17,1847110599
"gaussian_phi020_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.2,4096,256,16,0.2,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.20","N = 4096","gaussian_phi020_N4096_M256_Q16",0.666666666666667,17,1847110599
"gaussian_phi025_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.25,4096,16,256,0.25,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.25","N = 4096","gaussian_phi025_N4096_M16_Q256",0.333333333333333,8,1852114099
"gaussian_phi025_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.25,4096,64,64,0.25,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.25","N = 4096","gaussian_phi025_N4096_M64_Q64",0.5,17,1852114099
"gaussian_phi025_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.25,4096,256,16,0.25,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.25","N = 4096","gaussian_phi025_N4096_M256_Q16",0.666666666666667,17,1852114099
"gaussian_phi030_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.3,4096,16,256,0.3,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.30","N = 4096","gaussian_phi030_N4096_M16_Q256",0.333333333333333,8,1857117599
"gaussian_phi030_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.3,4096,64,64,0.3,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.30","N = 4096","gaussian_phi030_N4096_M64_Q64",0.5,17,1857117599
"gaussian_phi030_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.3,4096,256,16,0.3,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.30","N = 4096","gaussian_phi030_N4096_M256_Q16",0.666666666666667,17,1857117599
"gaussian_phi035_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.35,4096,16,256,0.35,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.35","N = 4096","gaussian_phi035_N4096_M16_Q256",0.333333333333333,8,1862121099
"gaussian_phi035_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.35,4096,64,64,0.35,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.35","N = 4096","gaussian_phi035_N4096_M64_Q64",0.5,17,1862121099
"gaussian_phi035_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.35,4096,256,16,0.35,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.35","N = 4096","gaussian_phi035_N4096_M256_Q16",0.666666666666667,17,1862121099
"gaussian_phi040_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.4,4096,16,256,0.4,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.40","N = 4096","gaussian_phi040_N4096_M16_Q256",0.333333333333333,8,1867124599
"gaussian_phi040_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.4,4096,64,64,0.4,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.40","N = 4096","gaussian_phi040_N4096_M64_Q64",0.5,17,1867124599
"gaussian_phi040_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.4,4096,256,16,0.4,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.40","N = 4096","gaussian_phi040_N4096_M256_Q16",0.666666666666667,17,1867124599
"gaussian_phi045_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.45,4096,16,256,0.45,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.45","N = 4096","gaussian_phi045_N4096_M16_Q256",0.333333333333333,8,1872128099
"gaussian_phi045_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/2)","alpha_1_2","M = N^(1/2)",0.45,4096,64,64,0.45,0.5,NA,"Balanced blocks; both leading errors have the same order","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.45","N = 4096","gaussian_phi045_N4096_M64_Q64",0.5,17,1872128099
"gaussian_phi045_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(2/3)","alpha_2_3","M = N^(2/3)",0.45,4096,256,16,0.45,0.666666666666667,NA,"Long blocks and few blocks; finite-Q error expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.45","N = 4096","gaussian_phi045_N4096_M256_Q16",0.666666666666667,17,1872128099
"gaussian_phi050_N4096","gaussian","phi_grid_three_regimes","N_4096","M = N^(1/3)","alpha_1_3","M = N^(1/3)",0.5,4096,16,256,0.5,0.333333333333333,NA,"Short blocks; variance mismatch expected to dominate","Gaussian",1,0,0,"inside formal moment assumptions","regular","phi = 0.50","N = 4096","gaussian_phi050_N4096_M16_Q256",0.333333333333333,8,1877131599
