"design_id","scenario_id","innovation","innovation_label","assumption_status","severity_group","phi","phi_label","N","M","Q","L","B_point","B_CI","statistic","coverage","coverage_error","coverage_mcse","gaussian_paired_coverage_error","gaussian_paired_error_mcse","rejection","mean_statistic_finite","ci_subset_coverage","ci_subset_coverage_mcse","n_finite_lengths","mean_length","mean_length_mcse","sd_length","median_length","q25_length","q75_length","q90_length","q95_length","mean_component_length","normalized_mean_length","relative_mean_length_to_raw","disconnected_rate","nonregular_rate","interval_failure_rate","convex_failure_rate"
"gaussian_phi060_N729_M9_Q81","gaussian_phi060_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.6,"phi = 0.60",729,9,81,4,100000,20000,"F_feasible_leading",0.94276,-0.00723999999999991,0.000734599090661021,-0.00772,0.000422144285828886,0.05724,1.06423870558999,0.9439,0.00162715687627223,20000,0.284482778919956,0.000173917620561373,0.0245956657733552,0.283853637894256,0.267728485105554,0.300860267123526,0.316435854987329,0.325951659601057,0.284482778919956,0.981004250747206,1.09987915252232,0,0,0,0
"gaussian_phi060_N729_M27_Q27","gaussian_phi060_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.6,"phi = 0.60",729,27,27,12,100000,20000,"raw",0.93001,-0.01999,0.000806792413821548,-0.02047,0.00057507660196793,0.06999,1.17089864590415,0.93155,0.00178556150132108,20000,0.277812221761838,0.000275999118845475,0.0390321697074294,0.27665835373336,0.250820472357201,0.303656352540424,0.328056214440879,0.344156779001231,0.277812221761838,0.958001645978617,1,0,0,0,0
"gaussian_phi060_N729_M27_Q27","gaussian_phi060_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.6,"phi = 0.60",729,27,27,12,100000,20000,"K_leading",0.93738,-0.01262,0.000766151000782483,-0.0131,0.000547801881038217,0.06262,1.1058487211317,0.9391,0.00169102321095838,20000,0.286183446074755,0.000284583083430212,0.040246125620896,0.284933435950272,0.258296356795349,0.312817652529008,0.337894786277278,0.354463028552696,0.286183446074755,0.986868794514313,1.03013267112522,0,0,0,0
"gaussian_phi060_N729_M27_Q27","gaussian_phi060_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.6,"phi = 0.60",729,27,27,12,100000,20000,"V_oracle",0.93888,-0.0111199999999999,0.000757524558017758,-0.0116,0.0005437438335959,0.06112,1.09239598361273,0.94045,0.00167337678811438,20000,0.288010430901502,0.000286460630315839,0.0405116508478605,0.286758660100745,0.259941492450828,0.314812147570881,0.340087988221135,0.356729848746616,0.288010430901502,0.993168929404353,1.0367090010475,0,0,0,0
"gaussian_phi060_N729_M27_Q27","gaussian_phi060_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.6,"phi = 0.60",729,27,27,12,100000,20000,"V_feasible",0.93807,-0.01193,0.000762198629623539,-0.01241,0.000568826119856979,0.06193,1.09986954475962,0.9396,0.00168451536057111,20000,0.289702549321375,0.000322544610320637,0.0456146962385789,0.288121831118854,0.257917487165868,0.319897035139033,0.348291950965904,0.367262741228408,0.289702549321375,0.999003993899172,1.04279987210113,0,0,0,0
"gaussian_phi060_N729_M27_Q27","gaussian_phi060_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.6,"phi = 0.60",729,27,27,12,100000,20000,"VK_leading_oracle",0.94545,-0.00454999999999994,0.000718152473364814,-0.00503,0.00052426113674141,0.05455,1.03170731785646,0.9466,0.00158978677815611,20000,0.296707077571707,0.000295418916477689,0.0417785438264313,0.295423679598026,0.267698422702952,0.324370548441224,0.350406680453271,0.36748189829211,0.296707077571707,1.02315825734578,1.06801304741037,0,0,0,0
"gaussian_phi060_N729_M27_Q27","gaussian_phi060_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.6,"phi = 0.60",729,27,27,12,100000,20000,"F_feasible_leading",0.94472,-0.00527999999999995,0.000722662587934369,-0.00576,0.000552694561862868,0.05528,1.03876568116186,0.94585,0.00160027774932978,20000,0.298643411736939,0.000332754426409207,0.0470585822767581,0.297003049236101,0.265839553458041,0.329744589093876,0.359078298977346,0.378626664029688,0.298643411736939,1.0298354701253,1.07498298614435,0,0,0,0
"gaussian_phi060_N729_M81_Q9","gaussian_phi060_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.6,"phi = 0.60",729,81,9,12,100000,20000,"raw",0.88903,-0.06097,0.000993255551708623,-0.06145,0.000858455790628408,0.11097,1.63422942376066,0.891,0.00220362201840515,20000,0.261123411855821,0.000471170303354711,0.0666335433191677,0.258176606282146,0.214030684574115,0.30488487608994,0.34828120589818,0.376616002599986,0.261123411855821,0.900452315506416,1,0,0,0,0.00374
"gaussian_phi060_N729_M81_Q9","gaussian_phi060_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.6,"phi = 0.60",729,81,9,12,100000,20000,"K_leading",0.91296,-0.03704,0.000891426039556844,-0.03752,0.0007799542161472,0.08704,1.36185785313389,0.9165,0.00195611541070562,20000,0.285207044883235,0.000516007215641606,0.0729744402642737,0.281999550794098,0.233582992466664,0.332942845706722,0.380683268062791,0.411541123656959,0.285207044883235,0.983501793801818,1.09223084539318,0,0,0,0.00374
"gaussian_phi060_N729_M81_Q9","gaussian_phi060_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.6,"phi = 0.60",729,81,9,12,100000,20000,"V_oracle",0.89205,-0.0579499999999999,0.000981309316678487,-0.05843,0.000848744104348034,0.10795,1.60051659397705,0.8944,0.00217311573552814,20000,0.263784829117757,0.000476106449866378,0.0673316198534337,0.260813763801529,0.216198789822225,0.308023487478659,0.351898240978818,0.380554467552952,0.263784829117757,0.909629889125752,1.01019218170834,0,0,0,0.00374
"gaussian_phi060_N729_M81_Q9","gaussian_phi060_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.6,"phi = 0.60",729,81,9,12,100000,20000,"V_feasible",0.89173,-0.0582699999999999,0.000982586419100121,-0.05875,0.000851934054323648,0.10827,1.60482090970469,0.8939,0.00217764540272286,20000,0.264166995480453,0.000484127063147235,0.0684659058614676,0.260942590250947,0.215555686404941,0.308934048296359,0.353952254612273,0.383104138250062,0.264166995480453,0.910947743330216,1.0116557286189,0,0,0,0.00374
"gaussian_phi060_N729_M81_Q9","gaussian_phi060_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.6,"phi = 0.60",729,81,9,12,100000,20000,"VK_leading_oracle",0.91544,-0.0345599999999999,0.000879827292143179,-0.03504,0.000771963692980073,0.08456,1.33376382831421,0.9189,0.00193032108728056,20000,0.288076655990884,0.000521375463608654,0.0737336251723918,0.28473925546315,0.235910332279735,0.336368215739196,0.384630177788434,0.415729253993006,0.288076655990884,0.993397298567634,1.10322032767381,0,0,0,0.00374
"gaussian_phi060_N729_M81_Q9","gaussian_phi060_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.6,"phi = 0.60",729,81,9,12,100000,20000,"F_feasible_leading",0.91514,-0.03486,0.000881242193724291,-0.03534,0.000775704106711194,0.08486,1.33735075808724,0.91845,0.00193519504830908,20000,0.28863349772947,0.000530425836847666,0.0750135412303067,0.285038290583238,0.235393591608957,0.337554542843251,0.386913077123816,0.419114186827035,0.28863349772947,0.99531749955351,1.1053528125959,0,0,0,0.00374
"gaussian_phi065_N729_M9_Q81","gaussian_phi065_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",729,9,81,4,100000,20000,"raw",0.90793,-0.0420699999999999,0.000914292705319254,-0.04233,0.000641237727257395,0.09207,1.35794768771975,0.90605,0.00206304868459278,20000,0.273722000293216,0.000158287984668214,0.0223853014678493,0.273552766602579,0.258351031818707,0.288666783551407,0.302623026345252,0.311089170623737,0.273722000293216,0.869679033123305,1,0,0,0,0
"gaussian_phi065_N729_M9_Q81","gaussian_phi065_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",729,9,81,4,100000,20000,"K_leading",0.91095,-0.0390499999999999,0.000900666961201531,-0.03931,0.000620524850034948,0.08905,1.33280050831753,0.90885,0.00203521101485816,20000,0.276348586643457,0.000159822083265657,0.0226022557721015,0.276164747209402,0.260830616206367,0.291432200033943,0.305536341541749,0.314072442365286,0.276348586643457,0.878024314375982,1.00959581746234,0,0,0,0
"gaussian_phi065_N729_M9_Q81","gaussian_phi065_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",729,9,81,4,100000,20000,"V_oracle",0.94794,-0.00205999999999995,0.000702493817766391,-0.00232,0.000402427379135609,0.05206,1.0285082130285,0.94615,0.0015960917501823,20000,0.31561642112236,0.000182855939569558,0.0258597349699745,0.315371787190435,0.297862919885632,0.332897765068961,0.348837755128483,0.358981115348197,0.31561642112236,1.00278744005048,1.15305463493715,0,0,0,0
"gaussian_phi065_N729_M9_Q81","gaussian_phi065_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",729,9,81,4,100000,20000,"V_feasible",0.93562,-0.0143799999999999,0.000776113494277738,-0.01464,0.000462232452980539,0.06438,1.13529027239774,0.9345,0.00174942490550466,20000,0.300522449873734,0.000185796461086296,0.0262755875109164,0.300339139943432,0.282466830807654,0.317934142893946,0.334365228337004,0.344341979373119,0.300522449873734,0.954830351079066,1.09791120023896,0,0,0,0
"gaussian_phi065_N729_M9_Q81","gaussian_phi065_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",729,9,81,4,100000,20000,"VK_leading_oracle",0.95008,8.000000000008e-05,0.000688679850148093,-0.00018,0.000399000335855348,0.04992,1.00946176463908,0.94875,0.00155922156058721,20000,0.318666804599125,0.00018465420037284,0.026114047451643,0.318428829080725,0.300740036662811,0.336116079293117,0.352219221297586,0.36246678731016,0.318666804599125,1.01247922423256,1.16419872811744,0,0,0,0
"gaussian_phi065_N729_M9_Q81","gaussian_phi065_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",729,9,81,4,100000,20000,"F_feasible_leading",0.93802,-0.01198,0.000762485931673497,-0.01224,0.000448891789898624,0.06198,1.11426637846445,0.93655,0.00172371832820795,20000,0.303432894053784,0.000187618120611006,0.0265332090715035,0.303239812612107,0.285194944644059,0.321021539423512,0.337603220674724,0.347697585027887,0.303432894053784,0.964077515273957,1.10854404735002,0,0,0,0
"gaussian_phi065_N729_M27_Q27","gaussian_phi065_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",729,27,27,12,100000,20000,"raw",0.92745,-0.02255,0.000820283472343555,-0.02281,0.000593043468900518,0.07255,1.20336078794681,0.9273,0.00183595629032937,20000,0.298567689003756,0.000300154511654188,0.0424482581188826,0.297641552597048,0.268790594795943,0.326483647219609,0.353307085465323,0.369999213228491,0.298567689003756,0.948619617043917,1,0,0,0,0
"gaussian_phi065_N729_M27_Q27","gaussian_phi065_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",729,27,27,12,100000,20000,"K_leading",0.93552,-0.0144799999999999,0.000776674510976123,-0.01474,0.000560205732124032,0.06448,1.13650741083866,0.93525,0.00174007812324619,20000,0.307560938382575,0.000309441451195892,0.0437616297041642,0.306571193241677,0.276904215076188,0.336357909295044,0.36401359879647,0.381206014301816,0.307560938382575,0.977193280892749,1.03012130819925,0,0,0,0
"gaussian_phi065_N729_M27_Q27","gaussian_phi065_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",729,27,27,12,100000,20000,"V_oracle",0.93892,-0.01108,0.000757292767692918,-0.01134,0.000548923544011888,0.06108,1.10644999065702,0.9389,0.0016936172826232,20000,0.311876251117693,0.000313908569582633,0.0443933756448898,0.310876674837512,0.280772844447037,0.34107010390114,0.369167692652687,0.386530145112845,0.311876251117693,0.990904042187356,1.04457468977418,0,0,0,0
"gaussian_phi065_N729_M27_Q27","gaussian_phi065_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",729,27,27,12,100000,20000,"V_feasible",0.93795,-0.01205,0.000762887917717931,-0.01231,0.000575141675484805,0.06205,1.1153954367001,0.9383,0.00170136871371258,20000,0.313301328304769,0.000349743626385994,0.0494612179788621,0.311979244710705,0.278691243331319,0.345660628261864,0.377348674832066,0.397217782939746,0.313301328304769,0.995431846853604,1.04934773534998,0,0,0,0
"gaussian_phi065_N729_M27_Q27","gaussian_phi065_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",729,27,27,12,100000,20000,"VK_leading_oracle",0.94584,-0.00415999999999994,0.000715728261283568,-0.00442,0.000529346236478905,0.05416,1.04498054673163,0.9454,0.00160653104545166,20000,0.321293949518221,0.000323683057771085,0.0457756970210262,0.320274877885208,0.289246907522938,0.351336098834017,0.380440340483138,0.398328503166762,0.321293949518221,1.02082628018958,1.07611761537324,0,0,0,0
"gaussian_phi065_N729_M27_Q27","gaussian_phi065_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",729,27,27,12,100000,20000,"F_feasible_leading",0.94464,-0.00535999999999992,0.000723154688846031,-0.00562,0.000555956155530694,0.05536,1.05342902355009,0.94495,0.00161275381723312,20000,0.322955737147884,0.000360756425872594,0.0510186630182267,0.321540897191246,0.287269606224127,0.356274043821937,0.389123699134933,0.409615640488833,0.322955737147884,1.02610616948409,1.08168348097379,0,0,0,0
"gaussian_phi065_N729_M81_Q9","gaussian_phi065_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",729,81,9,12,100000,20000,"raw",0.88693,-0.06307,0.00100142486038644,-0.06333,0.000866487518090243,0.11307,1.66138232757312,0.88705,0.00223821689632618,20000,0.282153448090541,0.000512887325633109,0.0725332211879609,0.278581643489784,0.230635081452329,0.329139065721922,0.377197276635662,0.408425371366772,0.282153448090541,0.89646772150185,1,0,0,0,0.00439
"gaussian_phi065_N729_M81_Q9","gaussian_phi065_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",729,81,9,12,100000,20000,"K_leading",0.91153,-0.03847,0.000898014805557236,-0.03873,0.000790510037925642,0.08847,1.3844852729776,0.9121,0.00200216869918596,20000,0.308173869204127,0.000561766774484661,0.0794458191366796,0.304286872827965,0.251695064134542,0.35962719054427,0.412534207975629,0.446154975166709,0.308173869204127,0.979140705957918,1.09222081562241,0,0,0,0.00439
"gaussian_phi065_N729_M81_Q9","gaussian_phi065_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",729,81,9,12,100000,20000,"V_oracle",0.89077,-0.05923,0.000986401576945212,-0.05949,0.000854468665409681,0.10923,1.6202136853802,0.8906,0.00220716605628122,20000,0.285617978066507,0.000519370924596903,0.0734501405467194,0.281991473455995,0.233444858230256,0.333175077890729,0.381995720639032,0.413423177465885,0.285617978066507,0.907475346305471,1.01227888583114,0,0,0,0.00439
"gaussian_phi065_N729_M81_Q9","gaussian_phi065_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",729,81,9,12,100000,20000,"V_feasible",0.89029,-0.0597099999999999,0.00098830013609227,-0.05997,0.0008584540526048,0.10971,1.62509666865261,0.8904,0.00220893458481685,20000,0.285935954569885,0.000527311346264664,0.0745730857480703,0.282030377626561,0.232971764797091,0.334132004288902,0.38394125881657,0.416135399085671,0.285935954569885,0.908485632280724,1.01340584885615,0,0,0,0.00439
"gaussian_phi065_N729_M81_Q9","gaussian_phi065_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",729,81,9,12,100000,20000,"VK_leading_oracle",0.91438,-0.03562,0.000884811932559683,-0.03588,0.000782644479520435,0.08562,1.35017807115017,0.915,0.0019719913792915,20000,0.311908943100061,0.000568818696562309,0.0804431115209803,0.307867126730829,0.254670776471536,0.363943061058925,0.417446358129964,0.45169521651231,0.311908943100061,0.991007912287624,1.10545855530346,0,0,0,0.00439
"gaussian_phi065_N729_M81_Q9","gaussian_phi065_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.65,"phi = 0.65",729,81,9,12,100000,20000,"F_feasible_leading",0.91416,-0.03584,0.000885841376319711,-0.0361,0.000785731553229688,0.08584,1.35424722387718,0.91485,0.00197356881688985,20000,0.31239649826702,0.000577781624615723,0.0817106609621515,0.308105747732398,0.254267818815822,0.365149908210033,0.419864973983156,0.454843335819541,0.31239649826702,0.992556989474483,1.10718653406913,0,0,0,0.00439
"gaussian_phi070_N729_M9_Q81","gaussian_phi070_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",729,9,81,4,100000,20000,"raw",0.89591,-0.05409,0.00096568769226909,-0.05375,0.00071485277165641,0.10409,1.45305856245614,0.89405,0.00217628809558845,20000,0.290248666972821,0.000169099199885796,0.0239142381864931,0.289863713841633,0.273939750211425,0.306251513418279,0.320996025764152,0.330288207706761,0.290248666972821,0.841417041656745,1,0,0,0,0
"gaussian_phi070_N729_M9_Q81","gaussian_phi070_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",729,9,81,4,100000,20000,"K_leading",0.89933,-0.05067,0.000951501713608546,-0.05033,0.000693522689417735,0.10067,1.4261500705588,0.8978,0.00214190522666153,20000,0.293033937909448,0.000170737039211941,0.0241458636452954,0.292652360724564,0.276555775853512,0.309202787737938,0.324068874832679,0.333484411860121,0.293033937909448,0.849491409253853,1.00959615410357,0,0,0,0
"gaussian_phi070_N729_M9_Q81","gaussian_phi070_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",729,9,81,4,100000,20000,"V_oracle",0.94661,-0.00339,0.000710911442445542,-0.00305,0.000400260636443019,0.05339,1.03162920661128,0.9447,0.00161619785298707,20000,0.346006430408232,0.000202053017357286,0.0285746117465081,0.345521226576842,0.326494823033896,0.365023676178848,0.382710682955542,0.393863158119802,0.346006430408232,1.00305613839586,1.19210342640655,0,0,0,0
"gaussian_phi070_N729_M9_Q81","gaussian_phi070_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",729,9,81,4,100000,20000,"V_feasible",0.92741,-0.02259,0.000820491876254726,-0.02225,0.000508283344719838,0.07259,1.19599381354503,0.9251,0.0018613166039124,20000,0.321137558728323,0.000198269282640785,0.0280395108512582,0.320656812743142,0.302064049395362,0.339851949161225,0.357202458621114,0.36806300219627,0.321137558728323,0.930962465558397,1.10642216578516,0,0,0,0
"gaussian_phi070_N729_M9_Q81","gaussian_phi070_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",729,9,81,4,100000,20000,"VK_leading_oracle",0.94885,-0.00114999999999998,0.000696661162258957,-0.00081,0.000397863069347005,0.05115,1.01252496204441,0.947,0.00158415592666884,20000,0.349357272159833,0.000204046624182016,0.0288565503274653,0.348861911455779,0.32967687484308,0.368540368242519,0.386432637546939,0.397693086415063,0.349357272159833,1.01277006880973,1.20364815385198,0,0,0,0
"gaussian_phi070_N729_M9_Q81","gaussian_phi070_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",729,9,81,4,100000,20000,"F_feasible_leading",0.92984,-0.02016,0.000807697804875066,-0.01982,0.000491196588690198,0.07016,1.17384577996087,0.9274,0.00183479208631387,20000,0.32424708334356,0.000200211908191945,0.0283142395913646,0.323776183908209,0.304990175000803,0.343118753237797,0.360662029885684,0.371647121546685,0.32424708334356,0.939976829103971,1.11713547808963,0,0,0,0
"gaussian_phi070_N729_M27_Q27","gaussian_phi070_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",729,27,27,12,100000,20000,"raw",0.92302,-0.02698,0.000842935819620925,-0.02664,0.000606223373904199,0.07698,1.23266916528168,0.923,0.00188508620492539,20000,0.324292035105058,0.00032172669409187,0.0454990254162183,0.322826767265466,0.292984793111642,0.354438302150891,0.383645788935415,0.400905175345878,0.324292035105058,0.940107142116504,1,0,0,0,0
"gaussian_phi070_N729_M27_Q27","gaussian_phi070_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",729,27,27,12,100000,20000,"K_leading",0.93094,-0.01906,0.000801814918793608,-0.01872,0.000573322686616385,0.06906,1.16418754498826,0.9299,0.00180535301257123,20000,0.334066045848165,0.000331736592282554,0.0469146387941422,0.332539718400959,0.301750260323696,0.365123364169653,0.395213976122339,0.412959776397759,0.334066045848165,0.968441533072919,1.03013953376912,0,0,0,0
"gaussian_phi070_N729_M27_Q27","gaussian_phi070_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",729,27,27,12,100000,20000,"V_oracle",0.93701,-0.0129899999999999,0.000768259460729251,-0.01265,0.000549638786866393,0.06299,1.11153712673943,0.93565,0.00173506595695956,20000,0.342207823142478,0.000340102858626651,0.048097807527167,0.34060871622578,0.309072791519728,0.374134399905155,0.404848471992624,0.423219237257198,0.342207823142478,0.992044157113395,1.05524584663825,0,0,0,0
"gaussian_phi070_N729_M27_Q27","gaussian_phi070_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",729,27,27,12,100000,20000,"V_feasible",0.93561,-0.0143899999999999,0.000776169619992949,-0.01405,0.000575090673105401,0.0643899999999999,1.12344925504116,0.93435,0.00175128634865918,20000,0.343020597812965,0.000373851081150886,0.0528705269271428,0.341564073490932,0.306509048016237,0.378094163731478,0.412076418376165,0.43192268938631,0.343020597812965,0.994400352116485,1.05775215139601,0,0,0,0
"gaussian_phi070_N729_M27_Q27","gaussian_phi070_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",729,27,27,12,100000,20000,"VK_leading_oracle",0.94433,-0.00566999999999995,0.000725057591505668,-0.00533,0.000528978930759148,0.05567,1.0497850641428,0.94265,0.00164409515387644,20000,0.352554242331958,0.000350772756514156,0.0496067589573315,0.35090493877102,0.318391159879272,0.385444334636153,0.417165481378522,0.436044505345271,0.352554242331958,1.02203793285386,1.08715048218111,0,0,0,0
"gaussian_phi070_N729_M27_Q27","gaussian_phi070_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",729,27,27,12,100000,20000,"F_feasible_leading",0.9434,-0.00659999999999994,0.000730728677417275,-0.00626,0.000554807355856086,0.0566,1.06103540753887,0.94185,0.00165481989201242,20000,0.353584799093245,0.000385695560472709,0.0545455892567597,0.352069675685397,0.315819118643604,0.389741745853,0.424776768213309,0.445509698273175,0.353584799093245,1.0250254677507,1.09032834857846,0,0,0,0
"gaussian_phi070_N729_M81_Q9","gaussian_phi070_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",729,81,9,12,100000,20000,"raw",0.88579,-0.06421,0.00100581348121806,-0.06387,0.00087184507347253,0.11421,1.68098720090899,0.88665,0.00224167100061539,20000,0.308480180074484,0.000551700021805766,0.0780221653199246,0.304656706042033,0.253341594445817,0.360099500259676,0.411332683497596,0.442831345105028,0.308480180074484,0.89426932855584,1,0,0,0,0.00437
"gaussian_phi070_N729_M81_Q9","gaussian_phi070_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",729,81,9,12,100000,20000,"K_leading",0.90937,-0.0406299999999999,0.000907833702282527,-0.04029,0.000795910480980705,0.09063,1.40082266742416,0.9085,0.00203872202617228,20000,0.336938105259444,0.000604274087846233,0.0854572610422774,0.332676653717475,0.276376882063963,0.393219728850363,0.450021218421674,0.484083976477473,0.336938105259444,0.976767496318522,1.09225203764498,0,0,0,0.00437
"gaussian_phi070_N729_M81_Q9","gaussian_phi070_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",729,81,9,12,100000,20000,"V_oracle",0.89013,-0.05987,0.000988931661440769,-0.05953,0.000857128425436572,0.10987,1.63015684196255,0.8911,0.00220273455050762,20000,0.313122248922371,0.000560244527241555,0.0792305408670309,0.309214829751062,0.257115326101527,0.365466674279675,0.417651417593548,0.449484245375196,0.313122248922371,0.907726464734599,1.01504819157836,0,0,0,0.00437
"gaussian_phi070_N729_M81_Q9","gaussian_phi070_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",729,81,9,12,100000,20000,"V_feasible",0.88969,-0.06031,0.000990664947901156,-0.05997,0.000860664509802736,0.11031,1.6362125233849,0.8909,0.00220450890222743,20000,0.313287997613188,0.000567512041995996,0.0802583226600787,0.309066604218015,0.256533157635789,0.366243781727767,0.419123292515683,0.45171610315307,0.313287997613188,0.908206962283613,1.01558549900205,0,0,0,0.00437
"gaussian_phi070_N729_M81_Q9","gaussian_phi070_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",729,81,9,12,100000,20000,"VK_leading_oracle",0.91318,-0.03682,0.000890406017499882,-0.03648,0.000783644203055424,0.08682,1.35846403496879,0.9128,0.00199494561329376,20000,0.34194271034431,0.000613568289845053,0.0867716596940941,0.337571743836325,0.280404716369157,0.399039221988916,0.456871317114057,0.49133943547386,0.34194271034431,0.991275607756505,1.108475462708,0,0,0,0.00437
"gaussian_phi070_N729_M81_Q9","gaussian_phi070_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.7,"phi = 0.70",729,81,9,12,100000,20000,"F_feasible_leading",0.91268,-0.0373199999999999,0.000892721779727592,-0.03698,0.00078799175459522,0.08732,1.36351043615409,0.9122,0.00200113917556976,20000,0.342264715194097,0.000621797214312431,0.087935405352645,0.337653185873476,0.279868124097438,0.400000707030601,0.458750365997236,0.493878467780074,0.342264715194097,0.992209084457478,1.10951930562105,0,0,0,0.00437
"gaussian_phi075_N729_M9_Q81","gaussian_phi075_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",729,9,81,4,100000,20000,"raw",0.88296,-0.06704,0.00101657089472402,-0.06776,0.000795042228388813,0.11704,1.56182040841229,0.88655,0.00224253313799373,20000,0.308480356901511,0.000184597309641403,0.0261060018872458,0.307881030514852,0.290796062333978,0.325832825691689,0.34205315511174,0.352264951897564,0.308480356901511,0.804985115027663,1,0,0,0,0
"gaussian_phi075_N729_M9_Q81","gaussian_phi075_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",729,9,81,4,100000,20000,"K_leading",0.88658,-0.0634199999999999,0.00100277566583957,-0.06414,0.000775026845126094,0.11342,1.53289780825651,0.8905,0.002208050610833,20000,0.311439446289544,0.00018638523572226,0.0263588528184526,0.310836490244316,0.293588295274286,0.32893281387649,0.345347526429808,0.355623315939504,0.311439446289544,0.812706912730856,1.00959247265451,0,0,0,0
"gaussian_phi075_N729_M9_Q81","gaussian_phi075_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",729,9,81,4,100000,20000,"V_oracle",0.94794,-0.00205999999999995,0.000702493817766391,-0.00278,0.000403886552441985,0.05206,1.01629478409393,0.94825,0.00156639614242375,20000,0.38462220089304,0.000230919878430174,0.0326570023897498,0.38400166638297,0.362491337175124,0.406349288260128,0.426799089906915,0.439377036506429,0.38462220089304,1.00367864501313,1.24682882487665,0,0,0,0
"gaussian_phi075_N729_M9_Q81","gaussian_phi075_N729","gaussian","Gaussian","inside formal moment assumptions","regular",0.75,"phi = 0.75",729,9,81,4,100000,20000,"V_feasible",0.91798,-0.0320199999999999,0.000867713775389097,-0.03274,0.000579555245721086,0.08202,1.26582350834367,0.9192,0.00192706201249467,20000,0.343884732729894,0.000216312397524349,0.0305911926288374,0.343267291789364,0.323161297112259,0.36418213164504,0.383228647229063,0.395059309336503,0.343884732729894,0.897373479184646,1.11477027640916,0,0,0,0
