"design_id","scenario_id","innovation","innovation_label","phi","N","M","Q","comparison","paired_coverage_difference","paired_coverage_difference_mcse","paired_mean_length_difference","paired_mean_length_difference_mcse"
"gaussian_phi040_N64_M8_Q8","gaussian_phi040_N64","gaussian","Gaussian",0.4,64,8,8,"V_oracle_minus_V_feasible",0.00488,0.000331606627843227,-0.00609287213829209,0.000186319400614969
"gaussian_phi040_N64_M8_Q8","gaussian_phi040_N64","gaussian","Gaussian",0.4,64,8,8,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.01014,0.000316816678424728,-0.0286679071590602,5.88881184923449e-05
"gaussian_phi040_N64_M8_Q8","gaussian_phi040_N64","gaussian","Gaussian",0.4,64,8,8,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.00471,0.000315085943500369,-0.00827409870341816,0.000192155619583376
"gaussian_phi040_N64_M8_Q8","gaussian_phi040_N64","gaussian","Gaussian",0.4,64,8,8,"VK_leading_oracle_minus_F_feasible_leading",0.00355,0.000309798216181674,-0.00998903374548792,0.000196015608662505
"gaussian_phi040_N64_M16_Q4","gaussian_phi040_N64","gaussian","Gaussian",0.4,64,16,4,"K_asym_full_minus_K_leading",-0.01104,0.000330427413848728,-0.0206884858976228,6.43014128824156e-05
"gaussian_phi040_N64_M16_Q4","gaussian_phi040_N64","gaussian","Gaussian",0.4,64,16,4,"V_oracle_minus_V_feasible",0.00287,0.000257717471629208,-0.00128494323759575,7.78961139313129e-05
"gaussian_phi040_N64_M16_Q4","gaussian_phi040_N64","gaussian","Gaussian",0.4,64,16,4,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.01055,0.000323091347578651,-0.0204616116430654,6.36830512117386e-05
"gaussian_phi040_N64_M16_Q4","gaussian_phi040_N64","gaussian","Gaussian",0.4,64,16,4,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.00253,0.000232457590466118,-0.00242477453479792,7.42696612209357e-05
"gaussian_phi040_N64_M16_Q4","gaussian_phi040_N64","gaussian","Gaussian",0.4,64,16,4,"VK_leading_oracle_minus_F_feasible_leading",0.00236,0.000211056270808272,-0.002685739043378,7.17508533831581e-05
"gaussian_phi045_N64_M4_Q16","gaussian_phi045_N64","gaussian","Gaussian",0.45,64,4,16,"K_asym_full_minus_K_leading",-0.01547,0.000390266977956297,-0.0318318606681287,4.5012458645202e-05
"gaussian_phi045_N64_M4_Q16","gaussian_phi045_N64","gaussian","Gaussian",0.45,64,4,16,"V_oracle_minus_V_feasible",0.01594,0.000396056476537534,0.033969927112614,9.46982673170857e-05
"gaussian_phi045_N64_M4_Q16","gaussian_phi045_N64","gaussian","Gaussian",0.45,64,4,16,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.01126,0.000333666356308773,-0.0370842688518711,5.37595022934456e-05
"gaussian_phi045_N64_M4_Q16","gaussian_phi045_N64","gaussian","Gaussian",0.45,64,4,16,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.0155,0.000390639253007503,0.0340017464291412,9.48698530540458e-05
"gaussian_phi045_N64_M4_Q16","gaussian_phi045_N64","gaussian","Gaussian",0.45,64,4,16,"VK_leading_oracle_minus_F_feasible_leading",0.01353,0.00036533645548625,0.0344718881737469,9.76557267151767e-05
"gaussian_phi045_N64_M8_Q8","gaussian_phi045_N64","gaussian","Gaussian",0.45,64,8,8,"K_asym_full_minus_K_leading",-0.01388,0.000369965977825323,-0.0337859547063759,6.86859812317102e-05
"gaussian_phi045_N64_M8_Q8","gaussian_phi045_N64","gaussian","Gaussian",0.45,64,8,8,"V_oracle_minus_V_feasible",0.00518,0.000311661109743377,-0.00317185115735489,0.00017395413457301
"gaussian_phi045_N64_M8_Q8","gaussian_phi045_N64","gaussian","Gaussian",0.45,64,8,8,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.01342,0.000363868602662555,-0.0354124653959571,7.25637817135328e-05
"gaussian_phi045_N64_M8_Q8","gaussian_phi045_N64","gaussian","Gaussian",0.45,64,8,8,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.00482,0.000305235331647693,-0.00489511418359308,0.00017855896468043
"gaussian_phi045_N64_M8_Q8","gaussian_phi045_N64","gaussian","Gaussian",0.45,64,8,8,"VK_leading_oracle_minus_F_feasible_leading",0.00468,0.000294587582593765,-0.00673265596680147,0.000182608688191697
"gaussian_phi045_N64_M16_Q4","gaussian_phi045_N64","gaussian","Gaussian",0.45,64,16,4,"K_asym_full_minus_K_leading",-0.01311,0.000359697891049876,-0.0255178495777781,7.88889601228748e-05
"gaussian_phi045_N64_M16_Q4","gaussian_phi045_N64","gaussian","Gaussian",0.45,64,16,4,"V_oracle_minus_V_feasible",0.00312,0.000244342491254653,-0.000730931705783489,7.46761692946978e-05
"gaussian_phi045_N64_M16_Q4","gaussian_phi045_N64","gaussian","Gaussian",0.45,64,16,4,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.01262,0.000352999436382016,-0.0251895719218332,7.80023465044071e-05
"gaussian_phi045_N64_M16_Q4","gaussian_phi045_N64","gaussian","Gaussian",0.45,64,16,4,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.00239,0.000223256304353929,-0.00181605722430435,7.12188256786222e-05
"gaussian_phi045_N64_M16_Q4","gaussian_phi045_N64","gaussian","Gaussian",0.45,64,16,4,"VK_leading_oracle_minus_F_feasible_leading",0.00211,0.000206533061660974,-0.00213902003069167,6.83419628599278e-05
"gaussian_phi050_N64_M4_Q16","gaussian_phi050_N64","gaussian","Gaussian",0.5,64,4,16,"K_asym_full_minus_K_leading",-0.01935,0.00043561183704845,-0.0384049247699646,5.43620085247487e-05
"gaussian_phi050_N64_M4_Q16","gaussian_phi050_N64","gaussian","Gaussian",0.5,64,4,16,"V_oracle_minus_V_feasible",0.02106,0.000454055971955283,0.0522072963084067,7.80556420953383e-05
"gaussian_phi050_N64_M4_Q16","gaussian_phi050_N64","gaussian","Gaussian",0.5,64,4,16,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.01367,0.000367195668992151,-0.0460312020411959,6.71384983904896e-05
"gaussian_phi050_N64_M4_Q16","gaussian_phi050_N64","gaussian","Gaussian",0.5,64,4,16,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.02085,0.00045183494392108,0.0520429503225485,7.7798487566537e-05
"gaussian_phi050_N64_M4_Q16","gaussian_phi050_N64","gaussian","Gaussian",0.5,64,4,16,"VK_leading_oracle_minus_F_feasible_leading",0.01911,0.000432954909314509,0.0537290521902857,8.04247508488595e-05
"gaussian_phi050_N64_M8_Q8","gaussian_phi050_N64","gaussian","Gaussian",0.5,64,8,8,"K_asym_full_minus_K_leading",-0.01698,0.000408556563017475,-0.0414624713063416,8.40393178106598e-05
"gaussian_phi050_N64_M8_Q8","gaussian_phi050_N64","gaussian","Gaussian",0.5,64,8,8,"V_oracle_minus_V_feasible",0.0067,0.000308467261667288,0.00127919042823267,0.00015843293497428
"gaussian_phi050_N64_M8_Q8","gaussian_phi050_N64","gaussian","Gaussian",0.5,64,8,8,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.01446,0.000377505641156647,-0.0438583743521511,8.97539551759175e-05
"gaussian_phi050_N64_M8_Q8","gaussian_phi050_N64","gaussian","Gaussian",0.5,64,8,8,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.00589,0.000293519915064388,4.50329004246256e-05,0.000161745748446686
"gaussian_phi050_N64_M8_Q8","gaussian_phi050_N64","gaussian","Gaussian",0.5,64,8,8,"VK_leading_oracle_minus_F_feasible_leading",0.005,0.000270463919048946,-0.0018282098590555,0.000165825652866554
"gaussian_phi050_N64_M16_Q4","gaussian_phi050_N64","gaussian","Gaussian",0.5,64,16,4,"K_asym_full_minus_K_leading",-0.01552,0.000390887226611768,-0.0316879431240245,9.76773074725089e-05
"gaussian_phi050_N64_M16_Q4","gaussian_phi050_N64","gaussian","Gaussian",0.5,64,16,4,"V_oracle_minus_V_feasible",0.00315,0.000232381830213014,-4.03901613657228e-05,7.01119223580844e-05
"gaussian_phi050_N64_M16_Q4","gaussian_phi050_N64","gaussian","Gaussian",0.5,64,16,4,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.01467,0.000380196470911508,-0.0312117872315427,9.64150015314549e-05
"gaussian_phi050_N64_M16_Q4","gaussian_phi050_N64","gaussian","Gaussian",0.5,64,16,4,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.00264,0.000209118964485321,-0.00105302405577119,6.71626305177509e-05
"gaussian_phi050_N64_M16_Q4","gaussian_phi050_N64","gaussian","Gaussian",0.5,64,16,4,"VK_leading_oracle_minus_F_feasible_leading",0.00235,0.000201109869105906,-0.00144992323513732,6.40526092312282e-05
"gaussian_phi055_N64_M4_Q16","gaussian_phi055_N64","gaussian","Gaussian",0.55,64,4,16,"K_asym_full_minus_K_leading",-0.02325,0.000476546583207203,-0.0461347712345228,6.65661331871215e-05
"gaussian_phi055_N64_M4_Q16","gaussian_phi055_N64","gaussian","Gaussian",0.55,64,4,16,"V_oracle_minus_V_feasible",0.02986,0.000538225511163312,0.0763410948784264,7.95472463372703e-05
"gaussian_phi055_N64_M4_Q16","gaussian_phi055_N64","gaussian","Gaussian",0.55,64,4,16,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.01673,0.000405589344074965,-0.0571195268456828,8.51464338553194e-05
"gaussian_phi055_N64_M4_Q16","gaussian_phi055_N64","gaussian","Gaussian",0.55,64,4,16,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.03078,0.000546194927923166,0.0755035131520806,7.8539162546833e-05
"gaussian_phi055_N64_M4_Q16","gaussian_phi055_N64","gaussian","Gaussian",0.55,64,4,16,"VK_leading_oracle_minus_F_feasible_leading",0.02709,0.000513384801722399,0.079172839147001,8.29803518916137e-05
"gaussian_phi055_N64_M8_Q8","gaussian_phi055_N64","gaussian","Gaussian",0.55,64,8,8,"K_asym_full_minus_K_leading",-0.02106,0.000454055971955283,-0.0507245772362998,0.000104403803333136
"gaussian_phi055_N64_M8_Q8","gaussian_phi055_N64","gaussian","Gaussian",0.55,64,8,8,"V_oracle_minus_V_feasible",0.00841,0.000311116838079956,0.00813897448031206,0.000139121866207666
"gaussian_phi055_N64_M8_Q8","gaussian_phi055_N64","gaussian","Gaussian",0.55,64,8,8,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.01827,0.000423513712456452,-0.0542403110859076,0.00011289727164486
"gaussian_phi055_N64_M8_Q8","gaussian_phi055_N64","gaussian","Gaussian",0.55,64,8,8,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.00848,0.000309001376725911,0.00742104689261354,0.000141110707364924
"gaussian_phi055_N64_M8_Q8","gaussian_phi055_N64","gaussian","Gaussian",0.55,64,8,8,"VK_leading_oracle_minus_F_feasible_leading",0.0069,0.000279507926983856,0.00570453537347928,0.000144741059940256
"gaussian_phi055_N64_M16_Q4","gaussian_phi055_N64","gaussian","Gaussian",0.55,64,16,4,"K_asym_full_minus_K_leading",-0.0187,0.000428374760051699,-0.0393937212047469,0.000121355325948436
"gaussian_phi055_N64_M16_Q4","gaussian_phi055_N64","gaussian","Gaussian",0.55,64,16,4,"V_oracle_minus_V_feasible",0.00396,0.000237999475708465,0.00122895079462328,6.45841072506027e-05
"gaussian_phi055_N64_M16_Q4","gaussian_phi055_N64","gaussian","Gaussian",0.55,64,16,4,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.01775,0.000417553731286388,-0.0387021572561953,0.000119503318954661
"gaussian_phi055_N64_M16_Q4","gaussian_phi055_N64","gaussian","Gaussian",0.55,64,16,4,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.00346,0.000219273265145681,0.00029554938706153,6.19240697347053e-05
"gaussian_phi055_N64_M16_Q4","gaussian_phi055_N64","gaussian","Gaussian",0.55,64,16,4,"VK_leading_oracle_minus_F_feasible_leading",0.00276,0.000194227189759859,-0.00021175087345811,5.85390048415126e-05
"gaussian_phi060_N64_M4_Q16","gaussian_phi060_N64","gaussian","Gaussian",0.6,64,4,16,"K_asym_full_minus_K_leading",-0.02918,0.000532248164751264,-0.0554393489761489,8.14408436890739e-05
"gaussian_phi060_N64_M4_Q16","gaussian_phi060_N64","gaussian","Gaussian",0.6,64,4,16,"V_oracle_minus_V_feasible",0.0392,0.000613707883584417,0.108370275136737,0.000112469843877918
"gaussian_phi060_N64_M4_Q16","gaussian_phi060_N64","gaussian","Gaussian",0.6,64,4,16,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.01946,0.000436823754104469,-0.071277617936721,0.000108797589014369
"gaussian_phi060_N64_M4_Q16","gaussian_phi060_N64","gaussian","Gaussian",0.6,64,4,16,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.04162,0.00063157085494618,0.106034892134039,0.00010920234083831
"gaussian_phi060_N64_M4_Q16","gaussian_phi060_N64","gaussian","Gaussian",0.6,64,4,16,"VK_leading_oracle_minus_F_feasible_leading",0.03552,0.000585309082337886,0.112885018712878,0.000118935488164231
"gaussian_phi060_N64_M8_Q8","gaussian_phi060_N64","gaussian","Gaussian",0.6,64,8,8,"K_asym_full_minus_K_leading",-0.02427,0.000486633372386637,-0.0622346767448614,0.00012892987803717
"gaussian_phi060_N64_M8_Q8","gaussian_phi060_N64","gaussian","Gaussian",0.6,64,8,8,"V_oracle_minus_V_feasible",0.01103,0.000332392081501588,0.0186994584838018,0.000112345529385267
"gaussian_phi060_N64_M8_Q8","gaussian_phi060_N64","gaussian","Gaussian",0.6,64,8,8,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.02067,0.000449921699071464,-0.0674476488386426,0.000141662023254833
"gaussian_phi060_N64_M8_Q8","gaussian_phi060_N64","gaussian","Gaussian",0.6,64,8,8,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.01083,0.00032852426132921,0.0184433361749501,0.000113118465973046
"gaussian_phi060_N64_M8_Q8","gaussian_phi060_N64","gaussian","Gaussian",0.6,64,8,8,"VK_leading_oracle_minus_F_feasible_leading",0.00967,0.00031075050548433,0.017195423598191,0.000115572181885793
"gaussian_phi060_N64_M16_Q4","gaussian_phi060_N64","gaussian","Gaussian",0.6,64,16,4,"K_asym_full_minus_K_leading",-0.02268,0.000470806109331565,-0.0492241505332293,0.000152978028572836
"gaussian_phi060_N64_M16_Q4","gaussian_phi060_N64","gaussian","Gaussian",0.6,64,16,4,"V_oracle_minus_V_feasible",0.00471,0.000228207536656434,0.00325721401524478,5.5615953985747e-05
"gaussian_phi060_N64_M16_Q4","gaussian_phi060_N64","gaussian","Gaussian",0.6,64,16,4,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.02049,0.000447999560307887,-0.0482144492215239,0.000150263178081909
"gaussian_phi060_N64_M16_Q4","gaussian_phi060_N64","gaussian","Gaussian",0.6,64,16,4,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.00385,0.000208691663758055,0.00242090240763221,5.3487468260176e-05
"gaussian_phi060_N64_M16_Q4","gaussian_phi060_N64","gaussian","Gaussian",0.6,64,16,4,"VK_leading_oracle_minus_F_feasible_leading",0.00303,0.000182779990932407,0.00174682289763571,5.00664910010129e-05
"gaussian_phi065_N64_M4_Q16","gaussian_phi065_N64","gaussian","Gaussian",0.65,64,4,16,"K_asym_full_minus_K_leading",-0.03717,0.000598236984709988,-0.0669585737657513,9.98334837627204e-05
"gaussian_phi065_N64_M4_Q16","gaussian_phi065_N64","gaussian","Gaussian",0.65,64,4,16,"V_oracle_minus_V_feasible",0.0535,0.000711605623801301,0.150716958116434,0.000176318202266597
"gaussian_phi065_N64_M4_Q16","gaussian_phi065_N64","gaussian","Gaussian",0.65,64,4,16,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.0237,0.000481025377557295,-0.0899281382567122,0.000139983170011771
"gaussian_phi065_N64_M4_Q16","gaussian_phi065_N64","gaussian","Gaussian",0.65,64,4,16,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.05706,0.000733516833119353,0.145468509313057,0.000168112792950945
"gaussian_phi065_N64_M4_Q16","gaussian_phi065_N64","gaussian","Gaussian",0.65,64,4,16,"VK_leading_oracle_minus_F_feasible_leading",0.04922,0.000684089610932631,0.157378507772533,0.000187015190770281
"gaussian_phi065_N64_M8_Q8","gaussian_phi065_N64","gaussian","Gaussian",0.65,64,8,8,"K_asym_full_minus_K_leading",-0.03114,0.00054927772671046,-0.0767959788318976,0.000159064843423077
"gaussian_phi065_N64_M8_Q8","gaussian_phi065_N64","gaussian","Gaussian",0.65,64,8,8,"V_oracle_minus_V_feasible",0.01595,0.000396178677588087,0.0353479251945978,8.65776842754424e-05
"gaussian_phi065_N64_M8_Q8","gaussian_phi065_N64","gaussian","Gaussian",0.65,64,8,8,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.02548,0.000498307313915611,-0.0845960694925287,0.000178111222383716
"gaussian_phi065_N64_M8_Q8","gaussian_phi065_N64","gaussian","Gaussian",0.65,64,8,8,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.01565,0.000392494987895585,0.0353544692031831,8.66674031752276e-05
"gaussian_phi065_N64_M8_Q8","gaussian_phi065_N64","gaussian","Gaussian",0.65,64,8,8,"VK_leading_oracle_minus_F_feasible_leading",0.01406,0.000372323179839105,0.0351470448903231,8.74220636059766e-05
"gaussian_phi065_N64_M16_Q4","gaussian_phi065_N64","gaussian","Gaussian",0.65,64,16,4,"K_asym_full_minus_K_leading",-0.02663,0.000509127708055878,-0.0617183662174392,0.000190691914057264
"gaussian_phi065_N64_M16_Q4","gaussian_phi065_N64","gaussian","Gaussian",0.65,64,16,4,"V_oracle_minus_V_feasible",0.00622,0.000250227380870722,0.00699587997483844,4.41376162730028e-05
"gaussian_phi065_N64_M16_Q4","gaussian_phi065_N64","gaussian","Gaussian",0.65,64,16,4,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.02527,0.000496303066852646,-0.0602202744912896,0.000186691856052276
"gaussian_phi065_N64_M16_Q4","gaussian_phi065_N64","gaussian","Gaussian",0.65,64,16,4,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.00494,0.00022216313277539,0.00625019415696833,4.22968573852967e-05
"gaussian_phi065_N64_M16_Q4","gaussian_phi065_N64","gaussian","Gaussian",0.65,64,16,4,"VK_leading_oracle_minus_F_feasible_leading",0.0041,0.00020354929212145,0.00525909795127562,3.87402257382393e-05
"gaussian_phi070_N64_M4_Q16","gaussian_phi070_N64","gaussian","Gaussian",0.7,64,4,16,"K_asym_full_minus_K_leading",-0.04577,0.000660874752547247,-0.0812996408924222,0.00012292613900736
"gaussian_phi070_N64_M4_Q16","gaussian_phi070_N64","gaussian","Gaussian",0.7,64,4,16,"V_oracle_minus_V_feasible",0.07129,0.000813685430519558,0.206680503961796,0.000268477283550744
"gaussian_phi070_N64_M4_Q16","gaussian_phi070_N64","gaussian","Gaussian",0.7,64,4,16,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.02926,0.000532955311835471,-0.114969732755043,0.000181653152493506
"gaussian_phi070_N64_M4_Q16","gaussian_phi070_N64","gaussian","Gaussian",0.7,64,4,16,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.07737,0.000844894058127819,0.19606070198168,0.00025108075267232
"gaussian_phi070_N64_M4_Q16","gaussian_phi070_N64","gaussian","Gaussian",0.7,64,4,16,"VK_leading_oracle_minus_F_feasible_leading",0.06563,0.000783092052910533,0.216073787998862,0.000284289601851894
"gaussian_phi070_N64_M8_Q8","gaussian_phi070_N64","gaussian","Gaussian",0.7,64,8,8,"K_asym_full_minus_K_leading",-0.03943,0.00061543199345288,-0.095550125934955,0.000197328840078707
"gaussian_phi070_N64_M8_Q8","gaussian_phi070_N64","gaussian","Gaussian",0.7,64,8,8,"V_oracle_minus_V_feasible",0.02425,0.000486437808170183,0.0599634592869734,8.22756531957865e-05
"gaussian_phi070_N64_M8_Q8","gaussian_phi070_N64","gaussian","Gaussian",0.7,64,8,8,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.03102,0.000548252315823671,-0.107416125030699,0.000226156657270034
"gaussian_phi070_N64_M8_Q8","gaussian_phi070_N64","gaussian","Gaussian",0.7,64,8,8,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.02482,0.000491977739761632,0.0597012751012279,8.19176998586229e-05
"gaussian_phi070_N64_M8_Q8","gaussian_phi070_N64","gaussian","Gaussian",0.7,64,8,8,"VK_leading_oracle_minus_F_feasible_leading",0.02032,0.000446175936968442,0.0615443032174834,8.4472209515948e-05
"gaussian_phi070_N64_M16_Q4","gaussian_phi070_N64","gaussian","Gaussian",0.7,64,16,4,"K_asym_full_minus_K_leading",-0.0324,0.000559915649946803,-0.0792347273064465,0.000244321630355477
"gaussian_phi070_N64_M16_Q4","gaussian_phi070_N64","gaussian","Gaussian",0.7,64,16,4,"V_oracle_minus_V_feasible",0.00798,0.000281360956139754,0.0129837798785807,3.34262819564413e-05
"gaussian_phi070_N64_M16_Q4","gaussian_phi070_N64","gaussian","Gaussian",0.7,64,16,4,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.02895,0.000530209190997159,-0.076917852121686,0.000238219729667894
"gaussian_phi070_N64_M16_Q4","gaussian_phi070_N64","gaussian","Gaussian",0.7,64,16,4,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.00719,0.000267177380849368,0.0123567627088317,3.18570633740518e-05
"gaussian_phi070_N64_M16_Q4","gaussian_phi070_N64","gaussian","Gaussian",0.7,64,16,4,"VK_leading_oracle_minus_F_feasible_leading",0.00564,0.000236817365969323,0.0108061399101154,2.80336748566134e-05
"gaussian_phi075_N64_M4_Q16","gaussian_phi075_N64","gaussian","Gaussian",0.75,64,4,16,"K_asym_full_minus_K_leading",-0.05936,0.000747241251333782,-0.0997150394343911,0.00015571853861648
"gaussian_phi075_N64_M4_Q16","gaussian_phi075_N64","gaussian","Gaussian",0.75,64,4,16,"V_oracle_minus_V_feasible",0.0955,0.000929411716120138,0.281580762933633,0.000403394322723238
"gaussian_phi075_N64_M4_Q16","gaussian_phi075_N64","gaussian","Gaussian",0.75,64,4,16,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.03595,0.00058870998020622,-0.149921194989231,0.000245322793552024
"gaussian_phi075_N64_M4_Q16","gaussian_phi075_N64","gaussian","Gaussian",0.75,64,4,16,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.10673,0.00097642030138975,0.261206602767778,0.000368312701744914
"gaussian_phi075_N64_M4_Q16","gaussian_phi075_N64","gaussian","Gaussian",0.75,64,4,16,"VK_leading_oracle_minus_F_feasible_leading",0.08853,0.000898294194751699,0.294434025068276,0.000426161651188913
"gaussian_phi075_N64_M8_Q8","gaussian_phi075_N64","gaussian","Gaussian",0.75,64,8,8,"K_asym_full_minus_K_leading",-0.0511,0.000696342407819235,-0.120341802531132,0.00025071125047218
"gaussian_phi075_N64_M8_Q8","gaussian_phi075_N64","gaussian","Gaussian",0.75,64,8,8,"V_oracle_minus_V_feasible",0.03534,0.000583878628777019,0.0977246372097773,0.000143948580623912
"gaussian_phi075_N64_M8_Q8","gaussian_phi075_N64","gaussian","Gaussian",0.75,64,8,8,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.0385,0.000608425181770132,-0.138868967096184,0.000296288408295602
"gaussian_phi075_N64_M8_Q8","gaussian_phi075_N64","gaussian","Gaussian",0.75,64,8,8,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.03687,0.00059591071654722,0.0959442019104742,0.000140076933380317
"gaussian_phi075_N64_M8_Q8","gaussian_phi075_N64","gaussian","Gaussian",0.75,64,8,8,"VK_leading_oracle_minus_F_feasible_leading",0.02977,0.000537438702926756,0.101730821526191,0.000153663059267589
"gaussian_phi075_N64_M16_Q4","gaussian_phi075_N64","gaussian","Gaussian",0.75,64,16,4,"K_asym_full_minus_K_leading",-0.04135,0.000629607607210547,-0.10297887045636,0.00031656123808837
"gaussian_phi075_N64_M16_Q4","gaussian_phi075_N64","gaussian","Gaussian",0.75,64,16,4,"V_oracle_minus_V_feasible",0.01199,0.000344185391374818,0.0234385590172286,4.526596605011e-05
"gaussian_phi075_N64_M16_Q4","gaussian_phi075_N64","gaussian","Gaussian",0.75,64,16,4,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.03564,0.000586260471986139,-0.0992819908121517,0.000306862766920698
"gaussian_phi075_N64_M16_Q4","gaussian_phi075_N64","gaussian","Gaussian",0.75,64,16,4,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.01118,0.000332492378125898,0.0229830538017616,4.43981646228157e-05
"gaussian_phi075_N64_M16_Q4","gaussian_phi075_N64","gaussian","Gaussian",0.75,64,16,4,"VK_leading_oracle_minus_F_feasible_leading",0.00852,0.000290645730657458,0.0203176710118651,3.94360716013901e-05
"gaussian_phi080_N64_M4_Q16","gaussian_phi080_N64","gaussian","Gaussian",0.8,64,4,16,"K_asym_full_minus_K_leading",-0.07354,0.000825424434612262,-0.12413679189191,0.000203940482224754
"gaussian_phi080_N64_M4_Q16","gaussian_phi080_N64","gaussian","Gaussian",0.8,64,4,16,"V_oracle_minus_V_feasible",0.13059,0.00106553924035613,0.383106968960224,0.000602020788328273
"gaussian_phi080_N64_M4_Q16","gaussian_phi080_N64","gaussian","Gaussian",0.8,64,4,16,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.04922,0.000684089610932631,-0.200936408108134,0.000344952725892231
"gaussian_phi080_N64_M4_Q16","gaussian_phi080_N64","gaussian","Gaussian",0.8,64,4,16,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.14746,0.00112123505817494,0.344855510152823,0.000533186513173806
"gaussian_phi080_N64_M4_Q16","gaussian_phi080_N64","gaussian","Gaussian",0.8,64,4,16,"VK_leading_oracle_minus_F_feasible_leading",0.12375,0.00104133098422269,0.400275763982291,0.000633849646274352
"gaussian_phi080_N64_M8_Q8","gaussian_phi080_N64","gaussian","Gaussian",0.8,64,8,8,"K_asym_full_minus_K_leading",-0.06777,0.000794845009285388,-0.154113942931948,0.000329122063315691
"gaussian_phi080_N64_M8_Q8","gaussian_phi080_N64","gaussian","Gaussian",0.8,64,8,8,"V_oracle_minus_V_feasible",0.05355,0.000711919267396545,0.155185045324235,0.000272430583523324
"gaussian_phi080_N64_M8_Q8","gaussian_phi080_N64","gaussian","Gaussian",0.8,64,8,8,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.05081,0.0006944697703159,-0.183877890454624,0.000403035733289746
"gaussian_phi080_N64_M8_Q8","gaussian_phi080_N64","gaussian","Gaussian",0.8,64,8,8,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.05782,0.000738088018964701,0.149056340818555,0.000257754675743702
"gaussian_phi080_N64_M8_Q8","gaussian_phi080_N64","gaussian","Gaussian",0.8,64,8,8,"VK_leading_oracle_minus_F_feasible_leading",0.04583,0.000661286990651442,0.162307200336301,0.000291276630723832
"gaussian_phi080_N64_M16_Q4","gaussian_phi080_N64","gaussian","Gaussian",0.8,64,16,4,"K_asym_full_minus_K_leading",-0.05409,0.000715295628029666,-0.137330957845386,0.00042528563813038
"gaussian_phi080_N64_M16_Q4","gaussian_phi080_N64","gaussian","Gaussian",0.8,64,16,4,"V_oracle_minus_V_feasible",0.01802,0.000420659679011021,0.041586006074185,9.7845539781159e-05
"gaussian_phi080_N64_M16_Q4","gaussian_phi080_N64","gaussian","Gaussian",0.8,64,16,4,"VK_asym_full_oracle_minus_VK_leading_oracle",-0.04571,0.000660462202630257,-0.131097612199374,0.0004086248600512
"gaussian_phi080_N64_M16_Q4","gaussian_phi080_N64","gaussian","Gaussian",0.8,64,16,4,"VK_asym_full_oracle_minus_VK_asym_full_feasible",0.01763,0.000416165307222538,0.0414530249538082,9.7653332686811e-05
